chi_0,chi
4.15041,71671128.00000
4.17042,75442384.00000
4.19042,79412144.00000
4.21043,83590704.00000
4.23043,87989224.00000
4.25042,92615488.00000
4.27042,97488864.00000
4.29043,102618688.00000
4.31043,108018328.00000
4.33043,113699912.00000
4.35043,119682744.00000
4.37044,125980240.00000
4.39044,132609248.00000
4.41045,139586928.00000
4.43044,146926128.00000
4.45044,154657120.00000
4.47044,162795040.00000
4.49045,171361040.00000
4.51045,180377920.00000
4.53046,189869232.00000
4.55046,199859776.00000
4.57046,210372192.00000
4.59046,221441568.00000
4.61047,233093584.00000
4.63046,245348928.00000
4.65046,258258704.00000
4.67046,271848000.00000
4.69047,286152352.00000
4.71047,301209088.00000
4.73048,317058400.00000
4.75048,333741344.00000
4.77048,351302432.00000
4.79048,369780224.00000
4.81048,389229792.00000
4.83048,409710592.00000
4.85048,431260448.00000
4.87048,453952448.00000
4.89049,477838848.00000
4.91049,502981664.00000
4.93050,529448000.00000
4.95050,557306368.00000
4.97050,586631168.00000
4.99049,617474240.00000
5.01050,649964992.00000
5.03050,684165312.00000
5.05051,720163904.00000
5.07051,758058688.00000
5.09051,797930752.00000
5.11051,839916096.00000
5.13052,884111424.00000
5.15052,930631296.00000
5.17051,979561728.00000
5.19051,1031103936.00000
5.21052,1085359232.00000
5.23052,1142468352.00000
5.25053,1202583680.00000
5.27053,1265860736.00000
5.29053,1332468736.00000
5.31053,1402553472.00000
5.33054,1476353664.00000
5.35053,1554006272.00000
5.37054,1635774720.00000
5.39053,1721812352.00000
5.41054,1812411648.00000
5.43054,1907776640.00000
5.45055,2008161280.00000
5.47055,2113826304.00000
5.49055,2225052672.00000
5.51056,2342130176.00000
5.53055,2465273088.00000
5.55055,2594992640.00000
5.57056,2731535104.00000
5.59056,2875264512.00000
5.61057,3026554112.00000
5.63056,3185743616.00000
5.65057,3353372928.00000
5.67057,3529822976.00000
5.69057,3715553792.00000
5.71056,3910908160.00000
5.73057,4116691456.00000
5.75057,4333305344.00000
5.77058,4561314816.00000
5.79058,4801324032.00000
5.81059,5053958144.00000
5.83059,5319890432.00000
5.85059,5599704576.00000
5.87059,5894347264.00000
5.89059,6204381696.00000
5.91058,6530716672.00000
5.93059,6874348032.00000
5.95059,7236066304.00000
5.97060,7616816640.00000
5.99060,8017589248.00000
6.01060,8439463936.00000
6.03061,8883535872.00000
6.05061,9350975488.00000
6.07060,9842616320.00000
6.09061,10360522752.00000
6.11061,10905667584.00000
6.13062,11479508992.00000
6.15061,12083303424.00000
6.17062,12719098880.00000
6.19062,13388360704.00000
6.21062,14092823552.00000
6.23063,14834354176.00000
6.25062,15614306304.00000
6.27062,16435910656.00000
6.29063,17300746240.00000
6.31063,18211086336.00000
6.33064,19169292288.00000
6.35064,20177952768.00000
6.37064,21239242752.00000
6.39064,22356824064.00000
6.41064,23533207552.00000
6.43064,24770973696.00000
6.45064,26073939968.00000
6.47064,27445858304.00000
6.49065,28890025984.00000
6.51065,30410174464.00000
6.53065,32010262528.00000
6.55066,33694588928.00000
6.57066,35467554816.00000
6.59067,37333807104.00000
6.61066,39296684032.00000
6.63066,41364426752.00000
6.65067,43540959232.00000
6.67067,45831942144.00000
6.69067,48242634752.00000
6.71067,50781097984.00000
6.73067,53453025280.00000
6.75068,56265654272.00000
6.77068,59226263552.00000
6.79067,62340177920.00000
6.81068,65620426752.00000
6.83068,69073158144.00000
6.85069,72707686400.00000
6.87069,76533465088.00000
6.89069,80560553984.00000
6.91069,84797923328.00000
6.93069,89259868160.00000
6.95070,93956407296.00000
6.97069,98896322560.00000
6.99069,104100102144.00000
7.01070,109577699328.00000
7.03070,115343540224.00000
7.05070,121412739072.00000
7.07071,127801065472.00000
7.09071,134525788160.00000
7.11072,141604356096.00000
7.13072,149055373312.00000
7.15071,156892168192.00000
7.17072,165147639808.00000
7.19072,173837139968.00000
7.21072,182980706304.00000
7.23072,192608894976.00000
7.25072,202743709696.00000
7.27073,213411397632.00000
7.29073,224640794624.00000
7.31074,236461129728.00000
7.33073,248893407232.00000
7.35073,261989793792.00000
7.37074,275774832640.00000
7.39074,290285715456.00000
7.41074,305560158208.00000
7.43074,321631584256.00000
7.45074,338555994112.00000
7.47075,356369661952.00000
7.49075,375121412096.00000
7.51074,394843947008.00000
7.53075,415620038656.00000
7.55075,437489401856.00000
7.57076,460508594176.00000
7.59076,484739940352.00000
7.61076,510246256640.00000
7.63077,537094684672.00000
7.65077,565355872256.00000
7.67077,595091652608.00000
7.69077,626392629248.00000
7.71077,659352453120.00000
7.73077,694046752768.00000
7.75077,730551156736.00000
7.77077,768991756288.00000
7.79078,809454993408.00000
7.81078,852045791232.00000
7.83079,896879230976.00000
7.85079,944071901184.00000
7.87078,993707753472.00000
7.89079,1045995192320.00000
7.91079,1101033897984.00000
7.93079,1158968770560.00000
7.95080,1219949756416.00000
7.97079,1284117495808.00000
7.99080,1351683407872.00000
8.01080,1422807138304.00000
8.03081,1497673367552.00000
8.05080,1576415526912.00000
8.07080,1659364311040.00000
8.09081,1746677792768.00000
8.11081,1838582071296.00000
8.13081,1935325790208.00000
8.15082,2037160083456.00000
8.17082,2144352468992.00000
8.19083,2257185406976.00000
8.21082,2375905443840.00000
8.23082,2500874469376.00000
8.25082,2632462106624.00000
8.27082,2770925518848.00000
8.29082,2916727914496.00000
8.31083,3070196449280.00000
8.33083,3231745835008.00000
8.35084,3401795764224.00000
8.37084,3580793454592.00000
8.39085,3769209978880.00000
8.41084,3967381929984.00000
8.43084,4176140042240.00000
8.45084,4395882250240.00000
8.47085,4627178717184.00000
8.49084,4870561595392.00000
8.51085,5126834094080.00000
8.53085,5396601241600.00000
8.55086,5680561913856.00000
8.57086,5979465842688.00000
8.59085,6293844656128.00000
8.61086,6625018511360.00000
8.63086,6973617602560.00000
8.65086,7340545802240.00000
8.67087,7726795063296.00000
8.69087,8133368872960.00000
8.71088,8561334681600.00000
8.73087,9011632013312.00000
8.75088,9485828489216.00000
8.77087,9984750387200.00000
8.79088,10510114226176.00000
8.81087,11062931881984.00000
8.83088,11645046751232.00000
8.85088,12257770602496.00000
8.87089,12902780108800.00000
8.89089,13581682737152.00000
8.91090,14296331321344.00000
8.93090,15048554577920.00000
8.95090,15840086851584.00000
8.97089,16673253883904.00000
8.99090,17550542897152.00000
9.01090,18474027974656.00000
9.03090,19445699313664.00000
9.05090,20468941717504.00000
9.07091,21545946710016.00000
9.09091,22679667081216.00000
9.11092,23872992706560.00000
9.13092,25129203531776.00000
9.15091,26450409291776.00000
9.17091,27842192605184.00000
9.19092,29307208466432.00000
9.21092,30849256914944.00000
9.23093,32472502894592.00000
9.25093,34181157486592.00000
9.27093,35978966204416.00000
9.29093,37872132423680.00000
9.31094,39864837865472.00000
9.33092,41960865792000.00000
9.35093,44168789360640.00000
9.37093,46492890955776.00000
9.39094,48939189403648.00000
9.41094,51514395590656.00000
9.43095,54224910024704.00000
9.45095,57078152429568.00000
9.47095,60081521557504.00000
9.49095,63241724100608.00000
9.51095,66568016887808.00000
9.53095,70070604660736.00000
9.55095,73756223471616.00000
9.57095,77637154242560.00000
9.59096,81722171457536.00000
9.61096,86022431965184.00000
9.63097,90548648017920.00000
9.65097,95313016651776.00000
9.67097,100328439545856.00000
9.69096,105603355639808.00000
9.71097,111160045076480.00000
9.73097,117008918118400.00000
9.75098,123165753737216.00000
9.77098,129646574174208.00000
9.79098,136465791057920.00000
9.81098,143646171070464.00000
9.83099,151204625645568.00000
9.85099,159160817680384.00000
9.87098,167528890368000.00000
9.89098,176344042307584.00000
9.91099,185623017160704.00000
9.93099,195389890232320.00000
9.95100,205671018528768.00000
9.97100,216493161709568.00000
9.99100,227884723601408.00000
10.01100,239870668701696.00000
10.03101,252492336070656.00000
10.05100,265773046038528.00000
10.07101,279757660880896.00000
10.09100,294471413530624.00000
10.11101,309966044921856.00000
10.13101,326276652990464.00000
10.15102,343444241252352.00000
10.17102,361515785912320.00000
10.19102,380538263175168.00000
10.21103,400561602035712.00000
10.23102,421621772845056.00000
10.25102,443806084235264.00000
10.27103,467158492512256.00000
10.29103,491739731197952.00000
10.31104,517614426128384.00000
10.33103,544839217184768.00000
10.35104,573508996300800.00000
10.37104,603685033869312.00000
10.39104,635450075119616.00000
10.41103,668859820408832.00000
10.43104,704052916649984.00000
10.45104,741099224170496.00000
10.47105,780094775754752.00000
10.49105,821142315073536.00000
10.51105,864349686071296.00000
10.53106,909830571163648.00000
10.55106,957684559904768.00000
10.57106,1008076605882368.00000
10.59106,1061099923308544.00000
10.61105,1116910003421184.00000
10.63106,1175680456851456.00000
10.65106,1237540602380288.00000
10.67107,1302660762304512.00000
10.69107,1371202266333184.00000
10.71107,1443353019285504.00000
10.73108,1519300254892032.00000
10.75108,1599240736342016.00000
10.77107,1683326263885824.00000
10.79108,1771897347899392.00000
10.81108,1865131961090048.00000
10.83109,1963272769110016.00000
10.85108,2066537741549568.00000
10.87109,2175272086405120.00000
10.89109,2289731891101696.00000
10.91109,2410214313689088.00000
10.93110,2537036644876288.00000
10.95109,2670424907317248.00000
10.97109,2810939057373184.00000
10.99110,2958841088049152.00000
11.01110,3114531505045504.00000
11.03111,3278413229981696.00000
11.05111,3450912806797312.00000
11.07111,3632425640919040.00000
11.09111,3823558396477440.00000
11.11111,4024749160136704.00000
11.13111,4236436823867392.00000
11.15111,4459267511812096.00000
11.17111,4693907480772608.00000
11.19112,4940885280161792.00000
11.21112,5200868240523264.00000
11.23112,5474530134851584.00000
11.25113,5762591980781568.00000
11.27113,6065811840040960.00000
11.29114,6384986429063168.00000
11.31113,6720685904756736.00000
11.33113,7074319016394752.00000
11.35114,7446546652069888.00000
11.37114,7838372760387584.00000
11.39114,8250645597388800.00000
11.41114,8684781428539392.00000
11.43114,9141762727608320.00000
11.45115,9622789401083904.00000
11.47115,10129109136965632.00000
11.49114,10661680786702336.00000
11.51115,11222682972454912.00000
11.53115,11813205542174720.00000
11.55116,12434777504219136.00000
11.57116,13089078190800896.00000
11.59116,13777808408969216.00000
11.61116,14502471397277696.00000
11.63116,15265543204372480.00000
11.65117,16068824495292416.00000
11.67116,16913668184735744.00000
11.69116,17803639095558144.00000
11.71117,18740406896295936.00000
11.73117,19726501322686464.00000
11.75117,20764519756201984.00000
11.77118,21857041324703744.00000
11.79118,23007169142063104.00000
11.81119,24217731444244480.00000
11.83119,25492080453222400.00000
11.85118,26832314260520960.00000
11.87119,28244194564767744.00000
11.89119,29730364918333440.00000
11.91119,31294134593519616.00000
11.93119,32940726270558208.00000
11.95119,34674018304917504.00000
11.97120,36498520412258304.00000
11.99120,38419023628599296.00000
12.01121,40440501526069248.00000
12.03120,42566802395365376.00000
12.05120,44806602070425600.00000
12.07121,47164178338676736.00000
12.09121,49645896341651456.00000
12.11121,52258189940359168.00000
12.13121,55006788621172736.00000
12.15121,57901167081947136.00000
12.17122,60947845083037696.00000
12.19122,64154716774334464.00000
12.21121,67528001268482048.00000
12.23122,71081098863443968.00000
12.25122,74821285233819648.00000
12.27122,78758120976809984.00000
12.29123,82902283381112832.00000
12.31123,87264475505229824.00000
12.33124,91856207861514240.00000
12.35124,96689377509376000.00000
12.37124,101775091234242560.00000
12.39124,107128115133677568.00000
12.41124,112765036371378176.00000
12.43124,118698576640475136.00000
12.45124,124941706742202368.00000
12.47124,131516227930554368.00000
12.49125,138436158978785280.00000
12.51125,145720475052408832.00000
12.53126,153388074007527424.00000
12.55126,161459159370301440.00000
12.57125,169947767093854208.00000
12.59126,178890198241771520.00000
12.61126,188303117287161856.00000
12.63126,198211383500734464.00000
12.65127,208641007204433920.00000
12.67126,219614390947676160.00000
12.69127,231171048429584384.00000
12.71127,243334035034603520.00000
12.73128,256137951019270144.00000
12.75127,269605250472607744.00000
12.77127,283791493091557376.00000
12.79128,298724252566159360.00000
12.81128,314441565126787072.00000
12.83128,330986981741821952.00000
12.85129,348403039767363584.00000
12.87129,366735506374918144.00000
12.89130,386032691356631040.00000
12.91129,406337372586770432.00000
12.93129,427710160643817472.00000
12.95129,450215686195642368.00000
12.97129,473894596812734464.00000
12.99129,498830214860636160.00000
13.01130,525077996957073408.00000
13.03130,552706903096950784.00000
13.05131,581789466687963136.00000
13.07131,612402413025886208.00000
13.09132,644626212617977856.00000
13.11131,678517009276731392.00000
13.13131,714219663659106304.00000
13.15131,751803788595036160.00000
13.17132,791359750196428800.00000
13.19131,832983961889144832.00000
13.21132,876814481101946880.00000
13.23132,922947789980172288.00000
13.25133,971515623760723968.00000
13.27133,1022635424029343744.00000
13.29132,1076400030799101952.00000
13.31133,1133038760963866624.00000
13.33133,1192657579956764672.00000
13.35133,1255408907577196544.00000
13.37134,1321466741540257792.00000
13.39134,1391005629316857856.00000
13.41135,1464192834113372160.00000
13.43134,1541207164008267776.00000
13.45135,1622303568260235264.00000
13.47135,1707666902261694464.00000
13.49135,1797480921893437440.00000
13.51134,1892025590303686656.00000
13.53135,1991581557835431936.00000
13.55135,2096375598761902080.00000
13.57136,2206683965379575808.00000
13.59136,2322796379002372096.00000
13.61137,2445009845208743936.00000
13.63137,2573672496867835904.00000
13.65137,2709043818723803136.00000
13.67136,2851524582764969984.00000
13.69137,3001567787781980160.00000
13.71137,3159506585798049792.00000
13.73137,3325691721022439424.00000
13.75137,3500685043896942592.00000
13.77138,3684872208125001728.00000
13.79138,3878765311247253504.00000
13.81139,4082860507885731840.00000
13.83139,4297694909470605312.00000
13.85138,4523660766775083008.00000
13.87138,4761689641025798144.00000
13.89139,5012224360530837504.00000
13.91139,5275960366394769408.00000
13.93140,5553573858268676096.00000
13.95140,5845794911873400832.00000
13.97140,6153276087360028672.00000
13.99140,6477052574926110720.00000
14.01141,6817865995164581888.00000
14.03139,7176312283377696768.00000
14.05140,7553918661216436224.00000
14.07140,7951395962948157440.00000
14.09141,8369787075351805952.00000
14.11141,8810193709078413312.00000
14.13142,9273773649872027648.00000
14.15142,9761747905395294208.00000
14.17142,10275396856938758144.00000
14.19142,10815825513688334336.00000
14.21142,11384723825015914496.00000
14.23142,11983770745177112576.00000
14.25142,12614098771148537856.00000
14.27142,13277837656953192448.00000
14.29143,13976445355009507328.00000
14.31143,14711866901387018240.00000
14.33144,15485983560480849920.00000
14.35144,16300833826848899072.00000
14.37144,17158562847676956672.00000
14.39143,18060663759755542528.00000
14.41144,19011061819595816960.00000
14.43144,20011397498546421760.00000
14.45145,21064292032327974912.00000
14.47145,22172665723823849472.00000
14.49145,23338915508382597120.00000
14.51145,24566973239585144832.00000
14.53146,25859559109198610432.00000
14.55146,27220354282152787968.00000
14.57145,28651450029563707392.00000
14.59145,30159047597012025344.00000
14.61146,31745977127427637248.00000
14.63146,33416405769879814144.00000
14.65147,35174731570879660032.00000
14.67147,37025433940798734336.00000
14.69147,38973662992101539840.00000
14.71147,41023623257252691968.00000
14.73148,43182219669274624000.00000
14.75147,45453546809469173760.00000
14.77148,47845248482672640000.00000
14.79147,50361837084605415424.00000
14.81148,53011809641126952960.00000
14.83148,55801006758003998720.00000
14.85149,58737173395142606848.00000
14.87149,61827843406216298496.00000
14.89149,65081135585084571648.00000
14.91150,68505626122444079104.00000
14.93149,72107533856061521920.00000
14.95149,75901451504260743168.00000
14.97150,79895282356622196736.00000
14.99150,84099568530632998912.00000
15.01151,88524777376989577216.00000
15.03150,93180690151132626944.00000
15.05151,98083737954827632640.00000
15.07151,103244775166863998976.00000
15.09151,108677365362681970688.00000
15.11150,114391430535210598400.00000
15.13151,120410104409098289152.00000
15.15151,126745930212994711552.00000
15.17152,133415119146339794944.00000
15.19152,140435237006898888704.00000
15.21152,147824746793925607424.00000
15.23153,155603061484719964160.00000
15.25153,163786946432582287360.00000
15.27153,172405182453881241600.00000
15.29153,181473444186382401536.00000
15.31152,191018700451291856896.00000
15.33153,201069820025908494336.00000
15.35153,211649831081764454400.00000
15.37154,222786564457182003200.00000
15.39154,234508378756064739328.00000
15.41154,246847889891339010048.00000
15.43155,259836693429140586496.00000
15.45155,273508935802581680128.00000
15.47154,287889580323659317248.00000
15.49155,303037930251529224192.00000
15.51155,318983382129071620096.00000
15.53156,335766573906049105920.00000
15.55155,353427439844782505984.00000
15.57156,372024245265450926080.00000
15.59156,391599598442653941760.00000
15.61156,412205114850245869568.00000
15.63157,433894732130638888960.00000
15.65156,456706519774433116160.00000
15.67156,480737762570454171648.00000
15.69157,506033531699347849216.00000
15.71157,532660360808734130176.00000
15.73158,560688161245953523712.00000
15.75158,590188603576950980608.00000
15.77158,621233991686369050624.00000
15.79158,653919991881917267968.00000
15.81158,688328337459957989376.00000
15.83158,724533337814342828032.00000
15.85158,762642727492407787520.00000
15.87158,802771981603348414464.00000
15.89159,845009553658596032512.00000
15.91159,889472748354694807552.00000
15.93159,936275563057212555264.00000
15.95160,985541002330971832320.00000
15.97160,1037398826140236251136.00000
15.99161,1091985268373733769216.00000
16.01160,1149395960154801831936.00000
16.03160,1209880077206573547520.00000
16.05161,1273537472777037021184.00000
16.07161,1340549205644961382400.00000
16.09161,1411060235423352619008.00000
16.11161,1485308267730042880000.00000
16.13161,1563462891238500335616.00000
16.15162,1645730427106653896704.00000
16.17162,1732326485166663925760.00000
16.19161,1823402498956000755712.00000
16.21162,1919347326154990157824.00000
16.23162,2020340688536261885952.00000
16.25163,2126648157740342444032.00000
16.27163,2238549379156593868800.00000
16.29163,2356339057085632217088.00000
16.31163,2480269674581566947328.00000
16.33163,2610787650957461159936.00000
16.35164,2748153350566772211712.00000
16.37163,2892646841011327205376.00000
16.39163,3044853871717661016064.00000
16.41164,3205057606512344563712.00000
16.43164,3373703338808534106112.00000
16.45164,3551222851220503789568.00000
16.47165,3738083673684570013696.00000
16.49165,3934775854135186030592.00000
16.51166,4141818713904383000576.00000
16.53166,4359755218222235779072.00000
16.55165,4588984498605720076288.00000
16.57166,4830432044778260529152.00000
16.59166,5084622526096445800448.00000
16.61166,5352045709019752431616.00000
16.63166,5633663112068624023552.00000
16.65166,5930097920841497968640.00000
16.67167,6242132072823676469248.00000
16.69167,6570583534297480691712.00000
16.71168,6916292789543368654848.00000
16.73167,7279940445055026724864.00000
16.75167,7663000303810511896576.00000
16.77168,8066217711548153987072.00000
16.79168,8490649888280478220288.00000
16.81168,8937417104414793007104.00000
16.83168,9407476374871914577920.00000
16.85168,9902522741961594503168.00000
16.87169,10423539679252459814912.00000
16.89169,10972011685771682512896.00000
16.91168,11548902531839519883264.00000
16.93169,12156590118059223547904.00000
16.95169,12796203722037356658688.00000
16.97169,13469523391526637404160.00000
16.99170,14178270627484628156416.00000
17.01170,14924309920157060300800.00000
17.03171,15709605964881374216192.00000
17.05171,16536224787986626117632.00000
17.07171,17406004984020690010112.00000
17.09171,18321534996869397086208.00000
17.11171,19285589043903207571456.00000
17.13171,20300295075946054025216.00000
17.15171,21368062518798579662848.00000
17.17171,22492417690969015582720.00000
17.19172,23675941155043845079040.00000
17.21172,24921639063774337957888.00000
17.23173,26233080519865185337344.00000
17.25173,27613427050254801305600.00000
17.27172,29065187159935631228928.00000
17.29173,30594560053794750595072.00000
17.31173,32204403265795725983744.00000
17.33173,33898954683187913031680.00000
17.35174,35682668366002781159424.00000
17.37173,37559525496310925885440.00000
17.39174,39535849127989175386112.00000
17.41174,41616016759875333783552.00000
17.43175,43805797503092062683136.00000
17.45174,46109032928121509117952.00000
17.47174,48535040982592702644224.00000
17.49174,51089081870870412001280.00000
17.51175,53777321020844507398144.00000
17.53175,56607013731514682703872.00000
17.55176,59585365762284730712064.00000
17.57176,62720659232869385764864.00000
17.59177,66020942075802758938624.00000
17.61176,69493550654877836771328.00000
17.63176,73148518990064400728064.00000
17.65176,76997502397198085652480.00000
17.67176,81047463441302806331392.00000
17.69176,85312048029249495367680.00000
17.71177,89801055993827310960640.00000
17.73177,94526250737262944845824.00000
17.75178,99500107230524213297152.00000
17.77178,104735667898131981271040.00000
17.79179,110246713754946002485248.00000
17.81179,116047728377367900454912.00000
17.83178,122148880893356277760000.00000
17.85178,128576175087159571644416.00000
17.87179,135341689612978389778432.00000
17.89178,142460439471970385395712.00000
17.91179,149956518922141990649856.00000
17.93179,157846447166926400520192.00000
17.95180,166152093686114126135296.00000
17.97180,174894769513141884682240.00000
17.99181,184097533078101813100544.00000
18.01180,193777065714013691707392.00000
18.03180,203972566752034153299968.00000
18.05180,214705329211201405583360.00000
18.07181,226002807034843899101184.00000
18.09181,237894778023697807572992.00000
18.11182,250412479144778572759040.00000
18.13181,263583832715775891734528.00000
18.15182,277453226214617128108032.00000
18.17182,292051338161963929698304.00000
18.19182,307412756202954501914624.00000
18.21181,323582264132283416969216.00000
18.23182,340608680969911371038720.00000
18.25182,358531061931806921064448.00000
18.27183,377396496655673852952576.00000
18.29183,397254524737413242159104.00000
18.31184,418157496019093643329536.00000
18.33184,440158733120303123136512.00000
18.35184,463310441767922160369664.00000
18.37183,487679815668391122829312.00000
18.39184,513340893999583981469696.00000
18.41184,540352151499062514810880.00000
18.43184,568773936401833487499264.00000
18.45184,598699743436161111031808.00000
18.47185,630202530916008787443712.00000
18.49185,663362787173916882239488.00000
18.51186,698268062186641477861376.00000
18.53186,735009941156204780716032.00000
18.55185,773655725875438215495680.00000
18.57185,814364303339195413299200.00000
18.59186,857211838424374463954944.00000
18.61186,902317009988355834773504.00000
18.63187,949799289522054410272768.00000
18.65187,999772744196832230375424.00000
18.67187,1052359223404207431221248.00000
18.69187,1107732890348969684631552.00000
18.71188,1166016026768201354313728.00000
18.73186,1227323132178828707758080.00000
18.75187,1291903309683440861839360.00000
18.77187,1359881290977317469814784.00000
18.79188,1431436499469612972244992.00000
18.81188,1506750952642867175096320.00000
18.83189,1586039958588065407041536.00000
18.85189,1669489137667449370443776.00000
18.87189,1757335127019839620644864.00000
18.89189,1849768302808684363251712.00000
18.91189,1947063636812832331268096.00000
18.93189,2049515124015958270672896.00000
18.95189,2157316743461212283469824.00000
18.97189,2270831665422545526456320.00000
18.99190,2390310794442398064705536.00000
19.01190,2516085739568532442578944.00000
19.03191,2648478598246298197950464.00000
19.05191,2787837985115650826174464.00000
19.07191,2934529952754303001165824.00000
19.09190,3088822843642451966558208.00000
19.11191,3251340388314090026565632.00000
19.13191,3422434227828122269515776.00000
19.15192,3602504137716271119597568.00000
19.17192,3792063168048086623715328.00000
19.19192,3991504753287015868399616.00000
19.21192,4201548604682309677875200.00000
19.23193,4422628220719700226605056.00000
19.25193,4655322944455252455194624.00000
19.27192,4900091638647799888740352.00000
19.29192,5157928698095065932759040.00000
19.31193,5429331031965536138297344.00000
19.33193,5715015180974323660750848.00000
19.35194,6015708062130083117137920.00000
19.37194,6332271484257508125573120.00000
19.39194,6665440434815785551003648.00000
19.41194,7016058852346287605415936.00000
19.43195,7385207024298830904426496.00000
19.45194,7773658561003006642356224.00000
19.47195,8182697817014946846736384.00000
19.49194,8613094367438976587923456.00000
19.51195,9066270340951028411662336.00000
19.53195,9543323895284240339697664.00000
19.55196,10045481162458761753788416.00000
19.57196,10574061084675862886875136.00000
19.59196,11130451779427090382716928.00000
19.61197,11716122068709313364361216.00000
19.63196,12332136099071283951566848.00000
19.65196,12980987639727466754342912.00000
19.67197,13664027914681260997345280.00000
19.69197,14383011670462678301671424.00000
19.71198,15139826239574760075821056.00000
19.73197,15936158346178746136920064.00000
19.75198,16774694297380370438422528.00000
19.77198,17657357166249317201084416.00000
19.79198,18586392843876560562814976.00000
19.81197,19563634475454425410306048.00000
19.83198,20593045805115750083461120.00000
19.85198,21676625998749522854936576.00000
19.87199,22817218160786104209375232.00000
19.89199,24017831416352518017384448.00000
19.91199,25281613241156340971208704.00000
19.93200,26611895578345886858608640.00000
19.95200,28011537673252580660084736.00000
19.97200,29485460194858084398530560.00000
19.99200,31036356367797159668482048.00000
20.01199,32668824043030178575679488.00000
20.03200,34387806947968895279955968.00000
20.05200,36197248074159065197969408.00000
20.07201,38101756801776106503929856.00000
20.09201,40106615817154127770681344.00000
20.11201,42216969456046684749430784.00000
20.13202,44438367882576954801520640.00000
20.15202,46776654102930285427425280.00000
20.17201,49236093926673721960955904.00000
20.19202,51826643983921049132597248.00000
20.21202,54553681500569753276645376.00000
20.23203,57424220851053862450102272.00000
20.25202,60444649220508898585214976.00000
20.27203,63625163046721604636639232.00000
20.29203,66973034958543040595099648.00000
20.31203,70496796575107297128218624.00000
20.33204,74206510595306582796402688.00000
20.35203,78107886286431710705876992.00000
20.37203,82217820866054198805921792.00000
20.39204,86544006626452783979560960.00000
20.41204,91097474720583544538660864.00000
20.43204,95891266996506593136214016.00000
20.45205,100936931116012071951532032.00000
20.47205,106245664252752722682445824.00000
20.49205,111836152958475213104742400.00000
20.51205,117720821115313186601435136.00000
20.53205,123912765911558976954171392.00000
20.55205,130429899135708156137570304.00000
20.57205,137292954928099573687648256.00000
20.59206,144517096512361818855833600.00000
20.61206,152121388598495070463721472.00000
20.63206,160125818233703192810487808.00000
20.65207,168551405482858177930199040.00000
20.67207,177420341779080698413449216.00000
20.69208,186755943806879923133480960.00000
20.71207,196575293251268107135090688.00000
20.73207,206918013718515578535149568.00000
20.75208,217805761686164872347254784.00000
20.77208,229266410184511363703898112.00000
20.79208,241325471060608992914964480.00000
20.81208,254023693172116584379973632.00000
20.83208,267389041783049881779175424.00000
20.85209,281458687082717409859076096.00000
20.87209,296269780813683619656630272.00000
20.89208,311845971701851006817009664.00000
20.91209,328254867064249716846886912.00000
20.93209,345527180729762476149702656.00000
20.95210,363708402369275052479741952.00000
20.97210,382846235262962058737483776.00000
20.99210,402991039022144721998839808.00000
21.01210,424187786808874746150649856.00000
21.03210,446506244209238900717125632.00000
21.05211,470000792224766481456431104.00000
21.07210,494710833100798931970818048.00000
21.09210,520743800674821536688898048.00000
21.11211,548144594321909704659304448.00000
21.13211,576987185485799011184017408.00000
21.15211,607345213568831704793088000.00000
21.17212,639302758830495753622781952.00000
21.19212,672942093749359902273306624.00000
21.21213,708351283081632040144076800.00000
21.23213,745623888713254022080888832.00000
21.25212,784824548035460126352605184.00000
21.27213,826121052632344815040724992.00000
21.29213,869590362320183604394590208.00000
21.31213,915329506972804206655700992.00000
21.33213,963492775157639128513773568.00000
21.35213,1014190478404249153087471616.00000
21.37214,1067551817708126542076313600.00000
21.39214,1123729015601367546700234752.00000
21.41215,1182858209055236143450161152.00000
21.43214,1245046315398383552887259136.00000
21.45214,1310558820171518602878386176.00000
21.47215,1379518652477148493875511296.00000
21.49215,1452106885555100758837297152.00000
21.51215,1528514922821884208071311360.00000
21.53215,1608906423790920792719491072.00000
21.55215,1693564878025135281171070976.00000
21.57216,1782677852018269152146882560.00000
21.59216,1876479840780987401467068416.00000
21.61215,1975134798974617159626391552.00000
21.63216,2079063607511944183754522624.00000
21.65216,2188469475725684458272063488.00000
21.67216,2303614937677495017517613056.00000
21.69217,2424827755116077532804284416.00000
21.71217,2552418718785585862657703936.00000
21.73218,2686723707002114110593695744.00000
21.75218,2828095421512351603239157760.00000
21.77218,2976848785131124710059278336.00000
21.79218,3133415304095805644885458944.00000
21.81218,3298290826887095720465137664.00000
21.83218,3471842222351132872360853504.00000
21.85218,3654455839095796873421651968.00000
21.87218,3846748536242912571053572096.00000
21.89219,4049159198727481662908661760.00000
21.91219,4262220273370447701484765184.00000
21.93220,4486491950895841098445357056.00000
21.95220,4722565412557736097500626944.00000
21.97219,4970851504240142357784166400.00000
21.99220,5232410987514274473352101888.00000
22.01220,5507732627311109452484050944.00000
22.03220,5797541897181578144425967616.00000
22.05221,6102578437776060007359447040.00000
22.07220,6423564771166434097002184704.00000
22.09221,6761588812531191507870285824.00000
22.11221,7117374264533832013092749312.00000
22.13222,7491852023667291291482324992.00000
22.15221,7885762320877759159926259712.00000
22.17221,8300700725740635199801131008.00000
22.19221,8737471221149627968204570624.00000
22.21222,9197190056482125777523965952.00000
