chi_0,chi
-31.81318,20282409603651670423947251286016.00000
-31.79317,60847228810955011271841753858048.00000
-31.77318,-139814.85938
-31.75317,20282409603651670423947251286016.00000
-31.73317,40564819207303340847894502572032.00000
-31.71317,-20282409603651670423947251286016.00000
-31.69317,-10141204801825835211973625643008.00000
-31.67317,20282409603651670423947251286016.00000
-31.65317,30423614405477505635920876929024.00000
-31.63316,10141204801825835211973625643008.00000
-31.61316,10141204801825835211973625643008.00000
-31.59316,10141204801825835211973625643008.00000
-31.57316,-138934.68750
-31.55315,10141204801825835211973625643008.00000
-31.53315,10141204801825835211973625643008.00000
-31.51315,-138670.60938
-31.49315,10141204801825835211973625643008.00000
-31.47314,-138494.59375
-31.45315,10141204801825835211973625643008.00000
-31.43314,-138318.57812
-31.41315,10141204801825835211973625643008.00000
-31.39314,5070602400912917605986812821504.00000
-31.37314,5070602400912917605986812821504.00000
-31.35313,10141204801825835211973625643008.00000
-31.33313,10141204801825835211973625643008.00000
-31.31313,10141204801825835211973625643008.00000
-31.29313,10141204801825835211973625643008.00000
-31.27312,5070602400912917605986812821504.00000
-31.25312,-137526.39062
-31.23312,-137438.40625
-31.21312,-137350.37500
-31.19312,-137262.37500
-31.17312,5070602400912917605986812821504.00000
-31.15311,2535301200456458802993406410752.00000
-31.13312,2535301200456458802993406410752.00000
-31.11311,2535301200456458802993406410752.00000
-31.09311,2535301200456458802993406410752.00000
-31.07310,5070602400912917605986812821504.00000
-31.05311,5070602400912917605986812821504.00000
-31.03310,2535301200456458802993406410752.00000
-31.01310,5070602400912917605986812821504.00000
-30.99310,5070602400912917605986812821504.00000
-30.97309,5070602400912917605986812821504.00000
-30.95309,2535301200456458802993406410752.00000
-30.93309,5070602400912917605986812821504.00000
-30.91309,-136030.14062
-30.89309,5070602400912917605986812821504.00000
-30.87309,1267650600228229401496703205376.00000
-30.85309,3802951800684688204490109616128.00000
-30.83308,2535301200456458802993406410752.00000
-30.81308,1267650600228229401496703205376.00000
-30.79308,1267650600228229401496703205376.00000
-30.77308,-135414.01562
-30.75307,1267650600228229401496703205376.00000
-30.73307,3802951800684688204490109616128.00000
-30.71307,2535301200456458802993406410752.00000
-30.69307,1267650600228229401496703205376.00000
-30.67307,1267650600228229401496703205376.00000
-30.65307,1267650600228229401496703205376.00000
-30.63306,1267650600228229401496703205376.00000
-30.61306,1267650600228229401496703205376.00000
-30.59306,633825300114114700748351602688.00000
-30.57306,633825300114114700748351602688.00000
-30.55305,1267650600228229401496703205376.00000
-30.53305,-134357.79688
-30.51305,-134269.79688
-30.49305,1267650600228229401496703205376.00000
-30.47305,1267650600228229401496703205376.00000
-30.45304,633825300114114700748351602688.00000
-30.43304,633825300114114700748351602688.00000
-30.41304,633825300114114700748351602688.00000
-30.39304,-133741.70312
-30.37304,633825300114114700748351602688.00000
-30.35303,-133565.65625
-30.33304,-133477.65625
-30.31303,633825300114114700748351602688.00000
-30.29303,633825300114114700748351602688.00000
-30.27303,316912650057057350374175801344.00000
-30.25302,316912650057057350374175801344.00000
-30.23302,633825300114114700748351602688.00000
-30.21302,633825300114114700748351602688.00000
-30.19302,316912650057057350374175801344.00000
-30.17302,316912650057057350374175801344.00000
-30.15302,633825300114114700748351602688.00000
-30.13302,-132597.50000
-30.11301,633825300114114700748351602688.00000
-30.09301,-132421.43750
-30.07301,316912650057057350374175801344.00000
-30.05301,316912650057057350374175801344.00000
-30.03300,633825300114114700748351602688.00000
-30.01300,316912650057057350374175801344.00000
-29.99300,475368975085586025561263702016.00000
-29.97299,158456325028528675187087900672.00000
-29.95300,158456325028528675187087900672.00000
-29.93299,158456325028528675187087900672.00000
-29.91299,158456325028528675187087900672.00000
-29.89299,316912650057057350374175801344.00000
-29.87299,158456325028528675187087900672.00000
-29.85299,158456325028528675187087900672.00000
-29.83298,316912650057057350374175801344.00000
-29.81298,158456325028528675187087900672.00000
-29.79298,237684487542793012780631851008.00000
-29.77298,158456325028528675187087900672.00000
-29.75298,158456325028528675187087900672.00000
-29.73297,158456325028528675187087900672.00000
-29.71297,158456325028528675187087900672.00000
-29.69297,79228162514264337593543950336.00000
-29.67297,79228162514264337593543950336.00000
-29.65296,-130485.04688
-29.63297,79228162514264337593543950336.00000
-29.61296,-130309.03125
-29.59296,79228162514264337593543950336.00000
-29.57296,-130133.00781
-29.55296,79228162514264337593543950336.00000
-29.53295,-129956.95312
-29.51295,118842243771396506390315925504.00000
-29.49295,-129780.93750
-29.47295,79228162514264337593543950336.00000
-29.45294,39614081257132168796771975168.00000
-29.43294,39614081257132168796771975168.00000
-29.41294,39614081257132168796771975168.00000
-29.39294,79228162514264337593543950336.00000
-29.37294,-129252.84375
-29.35294,79228162514264337593543950336.00000
-29.33294,-129076.82031
-29.31293,39614081257132168796771975168.00000
-29.29293,39614081257132168796771975168.00000
-29.27293,79228162514264337593543950336.00000
-29.25292,39614081257132168796771975168.00000
-29.23293,-128636.71875
-29.21292,39614081257132168796771975168.00000
-29.19292,-128460.66406
-29.17291,59421121885698253195157962752.00000
-29.15292,39614081257132168796771975168.00000
-29.13291,79228162514264337593543950336.00000
-29.11292,19807040628566084398385987584.00000
-29.09291,19807040628566084398385987584.00000
-29.07291,19807040628566084398385987584.00000
-29.05291,19807040628566084398385987584.00000
-29.03291,19807040628566084398385987584.00000
-29.01290,-127668.52344
-28.99290,19807040628566084398385987584.00000
-28.97290,9903520314283042199192993792.00000
-28.95290,9903520314283042199192993792.00000
-28.93289,19807040628566084398385987584.00000
-28.91289,9903520314283042199192993792.00000
-28.89288,-127140.39844
-28.87289,-127052.40625
-28.85288,9903520314283042199192993792.00000
-28.83289,29710560942849126597578981376.00000
-28.81288,9903520314283042199192993792.00000
-28.79288,-126700.35938
-28.77288,9903520314283042199192993792.00000
-28.75288,9903520314283042199192993792.00000
-28.73287,-126436.28125
-28.71287,9903520314283042199192993792.00000
-28.69287,9903520314283042199192993792.00000
-28.67287,9903520314283042199192993792.00000
-28.65286,4951760157141521099596496896.00000
-28.63286,9903520314283042199192993792.00000
-28.61286,9903520314283042199192993792.00000
-28.59286,9903520314283042199192993792.00000
-28.57286,9903520314283042199192993792.00000
-28.55286,9903520314283042199192993792.00000
-28.53285,-125556.10938
-28.51286,9903520314283042199192993792.00000
-28.49285,4951760157141521099596496896.00000
-28.47285,4951760157141521099596496896.00000
-28.45284,9903520314283042199192993792.00000
-28.43285,4951760157141521099596496896.00000
-28.41284,4951760157141521099596496896.00000
-28.39284,4951760157141521099596496896.00000
-28.37283,4951760157141521099596496896.00000
-28.35283,4951760157141521099596496896.00000
-28.33283,4951760157141521099596496896.00000
-28.31284,4951760157141521099596496896.00000
-28.29283,2475880078570760549798248448.00000
-28.27283,4951760157141521099596496896.00000
-28.25283,-124323.90625
-28.23283,2475880078570760549798248448.00000
-28.21282,2475880078570760549798248448.00000
-28.19282,-124059.82031
-28.17281,3713820117856140824697372672.00000
-28.15282,1237940039285380274899124224.00000
-28.13281,2475880078570760549798248448.00000
-28.11281,1237940039285380274899124224.00000
-28.09280,-123619.72656
-28.07281,3713820117856140824697372672.00000
-28.05281,2475880078570760549798248448.00000
-28.03281,2475880078570760549798248448.00000
-28.01280,2475880078570760549798248448.00000
-27.99280,1237940039285380274899124224.00000
-27.97280,-123091.66406
-27.95280,-123003.63281
-27.93279,2475880078570760549798248448.00000
-27.91279,2475880078570760549798248448.00000
-27.89279,1237940039285380274899124224.00000
-27.87279,1856910058928070412348686336.00000
-27.85278,1856910058928070412348686336.00000
-27.83278,-122475.50781
-27.81278,618970019642690137449562112.00000
-27.79278,-122299.48438
-27.77278,1856910058928070412348686336.00000
-27.75278,618970019642690137449562112.00000
-27.73277,1237940039285380274899124224.00000
-27.71277,1237940039285380274899124224.00000
-27.69277,-121859.42188
-27.67277,-121771.39062
-27.65276,618970019642690137449562112.00000
-27.63276,309485009821345068724781056.00000
-27.61276,1237940039285380274899124224.00000
-27.59276,-121419.32031
-27.57275,618970019642690137449562112.00000
-27.55276,1237940039285380274899124224.00000
-27.53275,309485009821345068724781056.00000
-27.51276,309485009821345068724781056.00000
-27.49275,618970019642690137449562112.00000
-27.47275,618970019642690137449562112.00000
-27.45274,618970019642690137449562112.00000
-27.43275,309485009821345068724781056.00000
-27.41274,-120627.17969
-27.39274,309485009821345068724781056.00000
-27.37273,154742504910672534362390528.00000
-27.35273,309485009821345068724781056.00000
-27.33273,464227514732017603087171584.00000
-27.31273,309485009821345068724781056.00000
-27.29272,464227514732017603087171584.00000
-27.27273,154742504910672534362390528.00000
-27.25273,-119923.06250
-27.23273,154742504910672534362390528.00000
-27.21272,154742504910672534362390528.00000
-27.19272,464227514732017603087171584.00000
-27.17271,309485009821345068724781056.00000
-27.15272,154742504910672534362390528.00000
-27.13271,154742504910672534362390528.00000
-27.11271,-119306.90625
-27.09270,232113757366008801543585792.00000
-27.07271,232113757366008801543585792.00000
-27.05270,309485009821345068724781056.00000
-27.03270,-118954.83594
-27.01270,-118866.84375
-26.99270,77371252455336267181195264.00000
-26.97270,154742504910672534362390528.00000
-26.95270,232113757366008801543585792.00000
-26.93269,77371252455336267181195264.00000
-26.91269,77371252455336267181195264.00000
-26.89269,77371252455336267181195264.00000
-26.87269,-118250.71875
-26.85268,77371252455336267181195264.00000
-26.83268,38685626227668133590597632.00000
-26.81268,116056878683004400771792896.00000
-26.79268,116056878683004400771792896.00000
-26.77267,38685626227668133590597632.00000
-26.75268,77371252455336267181195264.00000
-26.73267,77371252455336267181195264.00000
-26.71268,77371252455336267181195264.00000
-26.69267,38685626227668133590597632.00000
-26.67267,38685626227668133590597632.00000
-26.65266,38685626227668133590597632.00000
-26.63266,-117194.50000
-26.61266,-117106.50000
-26.59266,-117018.47656
-26.57265,-38685626227668133590597632.00000
-26.55265,38685626227668133590597632.00000
-26.53265,38685626227668133590597632.00000
-26.51265,58028439341502200385896448.00000
-26.49265,38685626227668133590597632.00000
-26.47265,19342813113834066795298816.00000
-26.45264,-19342813113834066795298816.00000
-26.43265,19342813113834066795298816.00000
-26.41264,19342813113834066795298816.00000
-26.39264,-116138.30469
-26.37263,19342813113834066795298816.00000
-26.35264,-19342813113834066795298816.00000
-26.33263,19342813113834066795298816.00000
-26.31263,19342813113834066795298816.00000
-26.29263,19342813113834066795298816.00000
-26.27262,9671406556917033397649408.00000
-26.25262,38685626227668133590597632.00000
-26.23262,38685626227668133590597632.00000
-26.21262,19342813113834066795298816.00000
-26.19262,9671406556917033397649408.00000
-26.17262,9671406556917033397649408.00000
-26.15262,29014219670751100192948224.00000
-26.13261,-114994.09375
-26.11261,-114906.06250
-26.09261,19342813113834066795298816.00000
-26.07261,19342813113834066795298816.00000
-26.05260,9671406556917033397649408.00000
-26.03260,9671406556917033397649408.00000
-26.01260,4835703278458516698824704.00000
-25.99260,9671406556917033397649408.00000
-25.97260,4835703278458516698824704.00000
-25.95260,9671406556917033397649408.00000
-25.93259,4835703278458516698824704.00000
-25.91259,4835703278458516698824704.00000
-25.89259,4835703278458516698824704.00000
-25.87259,4835703278458516698824704.00000
-25.85258,-4835703278458516698824704.00000
-25.83258,-113673.82031
-25.81258,4835703278458516698824704.00000
-25.79258,-113497.80469
-25.77258,9671406556917033397649408.00000
-25.75257,4835703278458516698824704.00000
-25.73257,-113233.75781
-25.71257,9671406556917033397649408.00000
-25.69257,2417851639229258349412352.00000
-25.67257,4835703278458516698824704.00000
-25.65257,-112881.67969
-25.63257,-2417851639229258349412352.00000
-25.61256,2417851639229258349412352.00000
-25.59256,2417851639229258349412352.00000
-25.57256,2417851639229258349412352.00000
-25.55255,-112441.57812
-25.53255,-112353.58594
-25.51255,2417851639229258349412352.00000
-25.49255,4835703278458516698824704.00000
-25.47255,1208925819614629174706176.00000
-25.45255,1208925819614629174706176.00000
-25.43255,1208925819614629174706176.00000
-25.41254,3626777458843887524118528.00000
-25.39254,2417851639229258349412352.00000
-25.37254,1208925819614629174706176.00000
-25.35254,-1208925819614629174706176.00000
-25.33253,1208925819614629174706176.00000
-25.31253,-111385.39062
-25.29253,1208925819614629174706176.00000
-25.27252,-111209.33594
-25.25253,1208925819614629174706176.00000
-25.23252,-111033.32031
-25.21252,604462909807314587353088.00000
-25.19252,604462909807314587353088.00000
-25.17252,1208925819614629174706176.00000
-25.15252,1208925819614629174706176.00000
-25.13251,-110593.25000
-25.11251,604462909807314587353088.00000
-25.09251,604462909807314587353088.00000
-25.07251,-604462909807314587353088.00000
-25.05251,604462909807314587353088.00000
-25.03250,-110153.14844
-25.01250,604462909807314587353088.00000
-24.99250,604462909807314587353088.00000
-24.97250,-109889.10156
-24.95249,604462909807314587353088.00000
-24.93250,1208925819614629174706176.00000
-24.91249,906694364710971881029632.00000
-24.89249,906694364710971881029632.00000
-24.87249,604462909807314587353088.00000
-24.85249,906694364710971881029632.00000
-24.83248,604462909807314587353088.00000
-24.81248,604462909807314587353088.00000
-24.79248,604462909807314587353088.00000
-24.77248,604462909807314587353088.00000
-24.75247,604462909807314587353088.00000
-24.73247,302231454903657293676544.00000
-24.71247,302231454903657293676544.00000
-24.69247,302231454903657293676544.00000
-24.67247,302231454903657293676544.00000
-24.65247,604462909807314587353088.00000
-24.63247,302231454903657293676544.00000
-24.61246,604462909807314587353088.00000
-24.59246,302231454903657293676544.00000
-24.57246,302231454903657293676544.00000
-24.55245,151115727451828646838272.00000
-24.53246,151115727451828646838272.00000
-24.51245,453347182355485940514816.00000
-24.49245,-107776.69531
-24.47244,302231454903657293676544.00000
-24.45245,151115727451828646838272.00000
-24.43244,151115727451828646838272.00000
-24.41245,-107424.64844
-24.39244,-107336.62500
-24.37244,-107248.60156
-24.35244,-107160.60156
-24.33244,151115727451828646838272.00000
-24.31243,75557863725914323419136.00000
-24.29243,75557863725914323419136.00000
-24.27243,75557863725914323419136.00000
-24.25243,75557863725914323419136.00000
-24.23242,75557863725914323419136.00000
-24.21242,75557863725914323419136.00000
-24.19241,151115727451828646838272.00000
-24.17242,-106368.42969
-24.15241,151115727451828646838272.00000
-24.13242,113336795588871485128704.00000
-24.11241,75557863725914323419136.00000
-24.09241,37778931862957161709568.00000
-24.07241,75557863725914323419136.00000
-24.05241,37778931862957161709568.00000
-24.03240,37778931862957161709568.00000
-24.01240,75557863725914323419136.00000
-23.99240,75557863725914323419136.00000
-23.97240,37778931862957161709568.00000
-23.95239,37778931862957161709568.00000
-23.93239,75557863725914323419136.00000
-23.91239,-105224.21094
-23.89239,-105136.18750
-23.87239,75557863725914323419136.00000
-23.85239,18889465931478580854784.00000
-23.83238,18889465931478580854784.00000
-23.81239,56668397794435742564352.00000
-23.79238,37778931862957161709568.00000
-23.77238,37778931862957161709568.00000
-23.75237,37778931862957161709568.00000
-23.73238,18889465931478580854784.00000
-23.71237,-104344.04688
-23.69237,18889465931478580854784.00000
-23.67236,37778931862957161709568.00000
-23.65236,18889465931478580854784.00000
-23.63236,18889465931478580854784.00000
-23.61237,18889465931478580854784.00000
-23.59236,47223664828696452136960.00000
-23.57236,18889465931478580854784.00000
-23.55236,18889465931478580854784.00000
-23.53236,18889465931478580854784.00000
-23.51235,28334198897217871282176.00000
-23.49235,9444732965739290427392.00000
-23.47234,9444732965739290427392.00000
-23.45235,18889465931478580854784.00000
-23.43234,9444732965739290427392.00000
-23.41234,18889465931478580854784.00000
-23.39233,-102935.75000
-23.37234,18889465931478580854784.00000
-23.35234,9444732965739290427392.00000
-23.33234,18889465931478580854784.00000
-23.31233,9444732965739290427392.00000
-23.29233,4722366482869645213696.00000
-23.27233,9444732965739290427392.00000
-23.25233,4722366482869645213696.00000
-23.23232,14167099448608935641088.00000
-23.21232,9444732965739290427392.00000
-23.19231,-102055.57812
-23.17232,4722366482869645213696.00000
-23.15231,9444732965739290427392.00000
-23.13231,4722366482869645213696.00000
-23.11231,-101703.53906
-23.09231,4722366482869645213696.00000
-23.07231,4722366482869645213696.00000
-23.05231,4722366482869645213696.00000
-23.03230,7083549724304467820544.00000
-23.01230,-101263.43750
-22.99230,4722366482869645213696.00000
-22.97230,2361183241434822606848.00000
-22.95229,7083549724304467820544.00000
-22.93229,7083549724304467820544.00000
-22.91229,2361183241434822606848.00000
-22.89229,7083549724304467820544.00000
-22.87228,2361183241434822606848.00000
-22.85229,4722366482869645213696.00000
-22.83228,2361183241434822606848.00000
-22.81229,-100383.30469
-22.79228,-100295.28125
-22.77228,3541774862152233910272.00000
-22.75227,1180591620717411303424.00000
-22.73228,3541774862152233910272.00000
-22.71227,3541774862152233910272.00000
-22.69227,2361183241434822606848.00000
-22.67226,2361183241434822606848.00000
-22.65226,1180591620717411303424.00000
-22.63226,2361183241434822606848.00000
-22.61226,-99503.10156
-22.59225,1180591620717411303424.00000
-22.57226,2361183241434822606848.00000
-22.55226,1180591620717411303424.00000
-22.53226,1180591620717411303424.00000
-22.51225,-99063.03906
-22.49225,590295810358705651712.00000
-22.47224,1180591620717411303424.00000
-22.45225,1770887431076116955136.00000
-22.43224,590295810358705651712.00000
-22.41224,590295810358705651712.00000
-22.39223,590295810358705651712.00000
-22.37224,-98446.91406
-22.35223,1180591620717411303424.00000
-22.33223,1180591620717411303424.00000
-22.31223,1180591620717411303424.00000
-22.29223,590295810358705651712.00000
-22.27223,-98006.84375
-22.25223,590295810358705651712.00000
-22.23222,885443715538058477568.00000
-22.21222,885443715538058477568.00000
-22.19222,295147905179352825856.00000
-22.17222,590295810358705651712.00000
-22.15221,295147905179352825856.00000
-22.13221,-97390.69531
-22.11221,-97302.66406
-22.09221,590295810358705651712.00000
-22.07220,295147905179352825856.00000
-22.05221,-97038.64844
-22.03220,295147905179352825856.00000
-22.01221,295147905179352825856.00000
-21.99220,295147905179352825856.00000
-21.97220,295147905179352825856.00000
-21.95219,442721857769029238784.00000
-21.93219,295147905179352825856.00000
-21.91219,442721857769029238784.00000
-21.89219,-96334.50781
-21.87218,295147905179352825856.00000
-21.85218,295147905179352825856.00000
-21.83218,295147905179352825856.00000
-21.81218,147573952589676412928.00000
-21.79218,-95894.43750
-21.77218,295147905179352825856.00000
-21.75217,295147905179352825856.00000
-21.73218,147573952589676412928.00000
-21.71217,295147905179352825856.00000
-21.69217,73786976294838206464.00000
-21.67216,73786976294838206464.00000
-21.65217,-95278.31250
-21.63216,147573952589676412928.00000
-21.61216,147573952589676412928.00000
-21.59216,147573952589676412928.00000
-21.57215,73786976294838206464.00000
-21.55215,73786976294838206464.00000
-21.53215,73786976294838206464.00000
-21.51215,73786976294838206464.00000
-21.49215,147573952589676412928.00000
-21.47215,73786976294838206464.00000
-21.45215,-94398.14844
-21.43214,73786976294838206464.00000
-21.41214,110680464442257309696.00000
-21.39214,110680464442257309696.00000
-21.37214,-94046.07031
-21.35213,73786976294838206464.00000
-21.33213,36893488147419103232.00000
-21.31213,36893488147419103232.00000
-21.29213,-93694.00000
-21.27213,36893488147419103232.00000
-21.25213,36893488147419103232.00000
-21.23212,-93429.95312
-21.21212,-36893488147419103232.00000
-21.19212,73786976294838206464.00000
-21.17212,36893488147419103232.00000
-21.15211,36893488147419103232.00000
-21.13211,36893488147419103232.00000
-21.11211,18446744073709551616.00000
-21.09211,36893488147419103232.00000
-21.07211,18446744073709551616.00000
-21.05210,36893488147419103232.00000
-21.03210,18446744073709551616.00000
-21.01210,36893488147419103232.00000
-20.99210,55340232221128654848.00000
-20.97210,18446744073709551616.00000
-20.95210,18446744073709551616.00000
-20.93209,-92109.67969
-20.91209,18446744073709551616.00000
-20.89209,36893488147419103232.00000
-20.87209,-91845.63281
-20.85208,9223372036854775808.00000
-20.83208,18446744073709551616.00000
-20.81208,-91581.58594
-20.79208,27670116110564327424.00000
-20.77208,18446744073709551616.00000
-20.75208,18446744073709551616.00000
-20.73208,18446744073709551616.00000
-20.71207,18446744073709551616.00000
-20.69207,18446744073709551616.00000
-20.67207,-90965.46875
-20.65207,18446744073709551616.00000
-20.63206,9223372036854775808.00000
-20.61206,9223372036854775808.00000
-20.59206,9223372036854775808.00000
-20.57205,4611686018427387904.00000
-20.55206,9223372036854775808.00000
-20.53205,-90349.34375
-20.51205,9223372036854775808.00000
-20.49205,4611686018427387904.00000
-20.47205,13835058055282163712.00000
-20.45205,4611686018427387904.00000
-20.43204,4611686018427387904.00000
-20.41204,4611686018427387904.00000
-20.39204,4611686018427387904.00000
-20.37204,13835058055282163712.00000
-20.35204,4611686018427387904.00000
-20.33203,2305843009213693952.00000
-20.31203,-2305843009213693952.00000
-20.29203,6917529027641081856.00000
-20.27203,2305843009213693952.00000
-20.25202,2305843009213693952.00000
-20.23203,4611686018427387904.00000
-20.21202,6917529027641081856.00000
-20.19202,2305843009213693952.00000
-20.17202,2305843009213693952.00000
-20.15202,2305843009213693952.00000
-20.13201,2305843009213693952.00000
-20.11201,2305843009213693952.00000
-20.09201,-88412.99219
-20.07201,2305843009213693952.00000
-20.05200,2305843009213693952.00000
-20.03200,5764607523034234880.00000
-20.01200,3458764513820540928.00000
-19.99200,1152921504606846976.00000
-19.97200,3458764513820540928.00000
-19.95200,2305843009213693952.00000
-19.93200,3458764513820540928.00000
-19.91199,2305843009213693952.00000
-19.89199,1152921504606846976.00000
-19.87199,2305843009213693952.00000
-19.85198,-87356.76562
-19.83199,1152921504606846976.00000
-19.81198,2305843009213693952.00000
-19.79198,576460752303423488.00000
-19.77197,2305843009213693952.00000
-19.75198,1729382256910270464.00000
-19.73197,576460752303423488.00000
-19.71198,576460752303423488.00000
-19.69197,576460752303423488.00000
-19.67197,1152921504606846976.00000
-19.65197,1152921504606846976.00000
-19.63197,576460752303423488.00000
-19.61196,576460752303423488.00000
-19.59196,-86212.55469
-19.57196,1152921504606846976.00000
-19.55196,1152921504606846976.00000
-19.53195,576460752303423488.00000
-19.51195,-288230376151711744.00000
-19.49194,576460752303423488.00000
-19.47195,-288230376151711744.00000
-19.45194,576460752303423488.00000
-19.43195,576460752303423488.00000
-19.41194,576460752303423488.00000
-19.39194,-85332.41406
-19.37194,288230376151711744.00000
-19.35194,288230376151711744.00000
-19.33193,-85068.33594
-19.31193,576460752303423488.00000
-19.29193,576460752303423488.00000
-19.27193,288230376151711744.00000
-19.25192,144115188075855872.00000
-19.23192,432345564227567616.00000
-19.21192,144115188075855872.00000
-19.19192,-144115188075855872.00000
-19.17192,288230376151711744.00000
-19.15192,-84276.19531
-19.13191,288230376151711744.00000
-19.11192,-84100.17188
-19.09191,144115188075855872.00000
-19.07191,144115188075855872.00000
-19.05190,-83836.09375
-19.03191,-83748.10156
-19.01190,144115188075855872.00000
-18.99190,-83572.04688
-18.97189,72057594037927936.00000
-18.95189,72057594037927936.00000
-18.93189,72057594037927936.00000
-18.91190,72057594037927936.00000
-18.89189,144115188075855872.00000
-18.87189,72057594037927936.00000
-18.85188,72057594037927936.00000
-18.83189,144115188075855872.00000
-18.81188,-82779.90625
-18.79188,72057594037927936.00000
-18.77187,72057594037927936.00000
-18.75188,72057594037927936.00000
-18.73187,144115188075855872.00000
-18.71187,-36028797018963968.00000
-18.69186,72057594037927936.00000
-18.67187,36028797018963968.00000
-18.65187,36028797018963968.00000
-18.63187,72057594037927936.00000
-18.61186,144115188075855872.00000
-18.59186,36028797018963968.00000
-18.57186,72057594037927936.00000
-18.55186,-81635.68750
-18.53185,72057594037927936.00000
-18.51185,36028797018963968.00000
-18.49184,-81371.60938
-18.47185,-81283.61719
-18.45184,18014398509481984.00000
-18.43184,54043195528445952.00000
-18.41184,36028797018963968.00000
-18.39184,36028797018963968.00000
-18.37184,18014398509481984.00000
-18.35184,18014398509481984.00000
-18.33183,-80667.49219
-18.31183,-80579.46875
-18.29183,36028797018963968.00000
-18.27183,36028797018963968.00000
-18.25182,36028797018963968.00000
-18.23182,18014398509481984.00000
-18.21182,-80139.39844
-18.19182,18014398509481984.00000
-18.17181,-9007199254740992.00000
-18.15182,9007199254740992.00000
-18.13181,9007199254740992.00000
-18.11182,-79699.33594
-18.09181,18014398509481984.00000
-18.07181,9007199254740992.00000
-18.05180,18014398509481984.00000
-18.03181,-79347.25781
-18.01180,27021597764222976.00000
-17.99180,9007199254740992.00000
-17.97179,9007199254740992.00000
-17.95179,-78995.14844
-17.93179,-78907.15625
-17.91179,13510798882111488.00000
-17.89178,22517998136852480.00000
-17.87179,4503599627370496.00000
-17.85179,9007199254740992.00000
-17.83179,-78467.09375
-17.81178,4503599627370496.00000
-17.79178,9007199254740992.00000
-17.77177,13510798882111488.00000
-17.75178,9007199254740992.00000
-17.73177,13510798882111488.00000
-17.71177,4503599627370496.00000
-17.69176,4503599627370496.00000
-17.67177,4503599627370496.00000
-17.65176,4503599627370496.00000
-17.63176,6755399441055744.00000
-17.61176,2251799813685248.00000
-17.59176,9007199254740992.00000
-17.57176,4503599627370496.00000
-17.55176,-77234.84375
-17.53175,4503599627370496.00000
-17.51175,6755399441055744.00000
-17.49175,-76970.79688
-17.47175,4503599627370496.00000
-17.45174,4503599627370496.00000
-17.43174,2251799813685248.00000
-17.41174,2251799813685248.00000
-17.39174,2251799813685248.00000
-17.37173,3377699720527872.00000
-17.35174,3377699720527872.00000
-17.33173,3377699720527872.00000
-17.31174,-1125899906842624.00000
-17.29173,1125899906842624.00000
-17.27173,-76002.60156
-17.25172,-75914.57812
-17.23172,1125899906842624.00000
-17.21172,-75738.55469
-17.19172,-75650.53125
-17.17171,-75562.50781
-17.15171,1125899906842624.00000
-17.13171,-75386.48438
-17.11171,1125899906842624.00000
-17.09171,562949953421312.00000
-17.07171,1125899906842624.00000
-17.05170,562949953421312.00000
-17.03171,1125899906842624.00000
-17.01170,1125899906842624.00000
-16.99170,562949953421312.00000
-16.97169,562949953421312.00000
-16.95170,1125899906842624.00000
-16.93169,562949953421312.00000
-16.91169,1125899906842624.00000
-16.89169,-74330.26562
-16.87168,-74242.23438
-16.85168,-74154.24219
-16.83168,562949953421312.00000
-16.81168,281474976710656.00000
-16.79168,281474976710656.00000
-16.77168,844424930131968.00000
-16.75168,562949953421312.00000
-16.73167,562949953421312.00000
-16.71167,-73538.11719
-16.69167,562949953421312.00000
-16.67167,562949953421312.00000
-16.65166,-73274.07031
-16.63166,281474976710656.00000
-16.61166,-73098.01562
-16.59166,281474976710656.00000
-16.57166,-72922.00000
-16.55166,281474976710656.00000
-16.53165,140737488355328.00000
-16.51165,281474976710656.00000
-16.49165,422212465065984.00000
-16.47165,-72481.92969
-16.45164,140737488355328.00000
-16.43164,140737488355328.00000
-16.41164,-72217.85156
-16.39164,281474976710656.00000
-16.37164,140737488355328.00000
-16.35163,281474976710656.00000
-16.33163,281474976710656.00000
-16.31163,140737488355328.00000
-16.29163,70368744177664.00000
-16.27163,281474976710656.00000
-16.25163,211106232532992.00000
-16.23162,140737488355328.00000
-16.21162,140737488355328.00000
-16.19162,-70368744177664.00000
-16.17162,70368744177664.00000
-16.15161,-71073.63281
-16.13161,70368744177664.00000
-16.11161,70368744177664.00000
-16.09161,70368744177664.00000
-16.07161,140737488355328.00000
-16.05161,-70633.57031
-16.03161,70368744177664.00000
-16.01160,35184372088832.00000
-15.99160,70368744177664.00000
-15.97160,-70281.49219
-15.95160,70368744177664.00000
-15.93159,35184372088832.00000
-15.91159,-70017.44531
-15.89159,-69929.42188
-15.87158,35184372088832.00000
-15.85159,70368744177664.00000
-15.83158,35184372088832.00000
-15.81158,-69577.34375
-15.79158,35184372088832.00000
-15.77158,35184372088832.00000
-15.75158,35184372088832.00000
-15.73158,35184372088832.00000
-15.71157,52776558133248.00000
-15.69157,35184372088832.00000
-15.67157,-68961.25781
-15.65157,35184372088832.00000
-15.63156,35184372088832.00000
-15.61156,17592186044416.00000
-15.59156,17592186044416.00000
-15.57156,35184372088832.00000
-15.55155,17592186044416.00000
-15.53156,17592186044416.00000
-15.51155,35184372088832.00000
-15.49155,-68169.11719
-15.47155,26388279066624.00000
