i, r, v, t, mu, chi
3110, 10.00000, 47.14286, 0.10492, 48000.00000, 2.35518
3111, 10.00000, 47.14286, 0.10587, 48000.00000, 2.37830
3112, 10.00000, 47.14286, 0.10682, 48000.00000, 2.40147
3113, 10.00000, 47.14286, 0.10778, 48000.00000, 2.42471
3114, 10.00000, 47.14286, 0.10873, 48000.00000, 2.44800
3115, 10.00000, 47.14286, 0.10969, 48000.00000, 2.47135
3116, 10.00000, 47.14286, 0.11064, 48000.00000, 2.49477
3117, 10.00000, 47.14286, 0.11159, 48000.00000, 2.51825
3118, 10.00000, 47.14286, 0.11255, 48000.00000, 2.54179
3119, 10.00000, 47.14286, 0.11350, 48000.00000, 2.56540
3120, 10.00000, 47.14286, 0.11445, 48000.00000, 2.58907
3121, 10.00000, 47.14286, 0.11541, 48000.00000, 2.61281
3122, 10.00000, 47.14286, 0.11636, 48000.00000, 2.63661
3123, 10.00000, 47.14286, 0.11732, 48000.00000, 2.66049
3124, 10.00000, 47.14286, 0.11827, 48000.00000, 2.68444
3125, 10.00000, 47.14286, 0.11922, 48000.00000, 2.70846
3126, 10.00000, 47.14286, 0.12018, 48000.00000, 2.73255
3127, 10.00000, 47.14286, 0.12113, 48000.00000, 2.75671
3128, 10.00000, 47.14286, 0.12208, 48000.00000, 2.78095
3129, 10.00000, 47.14286, 0.12304, 48000.00000, 2.80527
3130, 10.00000, 47.14286, 0.12399, 48000.00000, 2.82966
3131, 10.00000, 47.14286, 0.12495, 48000.00000, 2.85414
3132, 10.00000, 47.14286, 0.12590, 48000.00000, 2.87869
3133, 10.00000, 47.14286, 0.12685, 48000.00000, 2.90332
3134, 10.00000, 47.14286, 0.12781, 48000.00000, 2.92804
3135, 10.00000, 47.14286, 0.12876, 48000.00000, 2.95284
3136, 10.00000, 47.14286, 0.12972, 48000.00000, 2.97773
3137, 10.00000, 47.14286, 0.13067, 48000.00000, 3.00271
3138, 10.00000, 47.14286, 0.13162, 48000.00000, 3.02777
3139, 10.00000, 47.14286, 0.13258, 48000.00000, 3.05293
3140, 10.00000, 47.14286, 0.13353, 48000.00000, 3.07817
3141, 10.00000, 47.14286, 0.13448, 48000.00000, 3.10351
3142, 10.00000, 47.14286, 0.13544, 48000.00000, 3.12894
3143, 10.00000, 47.14286, 0.13639, 48000.00000, 3.15447
3144, 10.00000, 47.14286, 0.13735, 48000.00000, 3.18010
3145, 10.00000, 47.14286, 0.13830, 48000.00000, 3.20583
3146, 10.00000, 47.14286, 0.13925, 48000.00000, 3.23166
3147, 10.00000, 47.14286, 0.14021, 48000.00000, 3.25759
3148, 10.00000, 47.14286, 0.14116, 48000.00000, 3.28362
3149, 10.00000, 47.14286, 0.14211, 48000.00000, 3.30977
3150, 10.00000, 47.14286, 0.14307, 48000.00000, 3.33602
3151, 10.00000, 47.14286, 0.14402, 48000.00000, 3.36238
3152, 10.00000, 47.14286, 0.14498, 48000.00000, 3.38886
3153, 10.00000, 47.14286, 0.14593, 48000.00000, 3.41545
3154, 10.00000, 47.14286, 0.14688, 48000.00000, 3.44215
3155, 10.00000, 47.14286, 0.14784, 48000.00000, 3.46897
3156, 10.00000, 47.14286, 0.14879, 48000.00000, 3.49592
3157, 10.00000, 47.14286, 0.14974, 48000.00000, 3.52298
3158, 10.00000, 47.14286, 0.15070, 48000.00000, 3.55017
3159, 10.00000, 47.14286, 0.15165, 48000.00000, 3.57749
3160, 10.00000, 47.14286, 0.15261, 48000.00000, 3.60494
3161, 10.00000, 47.14286, 0.15356, 48000.00000, 3.63252
3162, 10.00000, 47.14286, 0.15451, 48000.00000, 3.66023
3163, 10.00000, 47.14286, 0.15547, 48000.00000, 3.68808
3164, 10.00000, 47.14286, 0.15642, 48000.00000, 3.71606
3165, 10.00000, 47.14286, 0.15738, 48000.00000, 3.74419
3166, 10.00000, 47.14286, 0.15833, 48000.00000, 3.77246
3167, 10.00000, 47.14286, 0.15928, 48000.00000, 3.80088
3168, 10.00000, 47.14286, 0.16024, 48000.00000, 3.82945
3169, 10.00000, 47.14286, 0.16119, 48000.00000, 3.85817
3170, 10.00000, 47.14286, 0.16214, 48000.00000, 3.88704
3171, 10.00000, 47.14286, 0.16310, 48000.00000, 3.91608
3172, 10.00000, 47.14286, 0.16405, 48000.00000, 3.94527
3173, 10.00000, 47.14286, 0.16501, 48000.00000, 3.97463
3174, 10.00000, 47.14286, 0.16596, 48000.00000, 4.00415
3175, 10.00000, 47.14286, 0.16691, 48000.00000, 4.03384
3176, 10.00000, 47.14286, 0.16787, 48000.00000, 4.06371
3177, 10.00000, 47.14286, 0.16882, 48000.00000, 4.09376
3178, 10.00000, 47.14286, 0.16977, 48000.00000, 4.12398
3179, 10.00000, 47.14286, 0.17073, 48000.00000, 4.15439
3180, 10.00000, 47.14286, 0.17168, 48000.00000, 4.18498
3181, 10.00000, 47.14286, 0.17264, 48000.00000, 4.21577
3182, 10.00000, 47.14286, 0.17359, 48000.00000, 4.24675
3183, 10.00000, 47.14286, 0.17454, 48000.00000, 4.27793
3184, 10.00000, 47.14286, 0.17550, 48000.00000, 4.30932
3185, 10.00000, 47.14286, 0.17645, 48000.00000, 4.34091
3186, 10.00000, 47.14286, 0.17740, 48000.00000, 4.37271
3187, 10.00000, 47.14286, 0.17836, 48000.00000, 4.40472
3188, 10.00000, 47.14286, 0.17931, 48000.00000, 4.43696
3189, 10.00000, 47.14286, 0.18027, 48000.00000, 4.46942
3190, 10.00000, 47.14286, 0.18122, 48000.00000, 4.50211
3191, 10.00000, 47.14286, 0.18217, 48000.00000, 4.53504
3192, 10.00000, 47.14286, 0.18313, 48000.00000, 4.56820
3193, 10.00000, 47.14286, 0.18408, 48000.00000, 4.60161
3194, 10.00000, 47.14286, 0.18504, 48000.00000, 4.63527
3195, 10.00000, 47.14286, 0.18599, 48000.00000, 4.66918
3196, 10.00000, 47.14286, 0.18694, 48000.00000, 4.70335
3197, 10.00000, 47.14286, 0.18790, 48000.00000, 4.73779
3198, 10.00000, 47.14286, 0.18885, 48000.00000, 4.77250
3199, 10.00000, 47.14286, 0.18980, 48000.00000, 4.80749
3200, 10.00000, 47.14286, 0.19076, 48000.00000, 4.84276
3201, 10.00000, 47.14286, 0.19171, 48000.00000, 4.87833
3202, 10.00000, 47.14286, 0.19267, 48000.00000, 4.91419
3203, 10.00000, 47.14286, 0.19362, 48000.00000, 4.95035
3204, 10.00000, 47.14286, 0.19457, 48000.00000, 4.98682
3205, 10.00000, 47.14286, 0.19553, 48000.00000, 5.02361
3206, 10.00000, 47.14286, 0.19648, 48000.00000, 5.06073
3207, 10.00000, 47.14286, 0.19743, 48000.00000, 5.09818
3208, 10.00000, 47.14286, 0.19839, 48000.00000, 5.13597
3209, 10.00000, 47.14286, 0.19934, 48000.00000, 5.17411
3210, 10.00000, 47.14286, 0.20030, 48000.00000, 5.21260
3211, 10.00000, 47.14286, 0.20125, 48000.00000, 5.25146
3212, 10.00000, 47.14286, 0.20220, 48000.00000, 5.29069
3213, 10.00000, 47.14286, 0.20316, 48000.00000, 5.33031
3214, 10.00000, 47.14286, 0.20411, 48000.00000, 5.37031
3215, 10.00000, 47.14286, 0.20506, 48000.00000, 5.41072
3216, 10.00000, 47.14286, 0.20602, 48000.00000, 5.45153
3217, 10.00000, 47.14286, 0.20697, 48000.00000, 5.49277
3218, 10.00000, 47.14286, 0.20793, 48000.00000, 5.53443
3219, 10.00000, 47.14286, 0.20888, 48000.00000, 5.57654
3220, 10.00000, 47.14286, 0.20983, 48000.00000, 5.61910
3221, 10.00000, 47.14286, 0.21079, 48000.00000, 5.66212
3222, 10.00000, 47.14286, 0.21174, 48000.00000, 5.70561
3223, 10.00000, 47.14286, 0.21269, 48000.00000, 5.74958
3224, 10.00000, 47.14286, 0.21365, 48000.00000, 5.79406
3225, 10.00000, 47.14286, 0.21460, 48000.00000, 5.83904
3226, 10.00000, 47.14286, 0.21556, 48000.00000, 5.88453
3227, 10.00000, 47.14286, 0.21651, 48000.00000, 5.93057
3228, 10.00000, 47.14286, 0.21746, 48000.00000, 5.97714
3229, 10.00000, 47.14286, 0.21842, 48000.00000, 6.02427
3230, 10.00000, 47.14286, 0.21937, 48000.00000, 6.07197
3231, 10.00000, 47.14286, 0.22033, 48000.00000, 6.12025
3232, 10.00000, 47.14286, 0.22128, 48000.00000, 6.16913
3233, 10.00000, 47.14286, 0.22223, 48000.00000, 6.21861
3234, 10.00000, 47.14286, 0.22319, 48000.00000, 6.26872
3235, 10.00000, 47.14286, 0.22414, 48000.00000, 6.31946
3236, 10.00000, 47.14286, 0.22509, 48000.00000, 6.37084
3237, 10.00000, 47.14286, 0.22605, 48000.00000, 6.42288
3238, 10.00000, 47.14286, 0.22700, 48000.00000, 6.47559
3239, 10.00000, 47.14286, 0.22796, 48000.00000, 6.52898
3240, 10.00000, 47.14286, 0.22891, 48000.00000, 6.58307
3241, 10.00000, 47.14286, 0.22986, 48000.00000, 6.63786
3242, 10.00000, 47.14286, 0.23082, 48000.00000, 6.69335
3243, 10.00000, 47.14286, 0.23177, 48000.00000, 6.74958
3244, 10.00000, 47.14286, 0.23272, 48000.00000, 6.80652
3245, 10.00000, 47.14286, 0.23368, 48000.00000, 6.86420
3246, 10.00000, 47.14286, 0.23463, 48000.00000, 6.92263
3247, 10.00000, 47.14286, 0.23559, 48000.00000, 6.98179
3248, 10.00000, 47.14286, 0.23654, 48000.00000, 7.04170
3249, 10.00000, 47.14286, 0.23749, 48000.00000, 7.10235
3250, 10.00000, 47.14286, 0.23845, 48000.00000, 7.16374
3251, 10.00000, 47.14286, 0.23940, 48000.00000, 7.22586
3252, 10.00000, 47.14286, 0.24035, 48000.00000, 7.28871
3253, 10.00000, 47.14286, 0.24131, 48000.00000, 7.35227
3254, 10.00000, 47.14286, 0.24226, 48000.00000, 7.41653
3255, 10.00000, 47.14286, 0.24322, 48000.00000, 7.48146
3256, 10.00000, 47.14286, 0.24417, 48000.00000, 7.54706
3257, 10.00000, 47.14286, 0.24512, 48000.00000, 7.61328
3258, 10.00000, 47.14286, 0.24608, 48000.00000, 7.68011
3259, 10.00000, 47.14286, 0.24703, 48000.00000, 7.74750
3260, 10.00000, 47.14286, 0.24799, 48000.00000, 7.81542
3261, 10.00000, 47.14286, 0.24894, 48000.00000, 7.88382
3262, 10.00000, 47.14286, 0.24989, 48000.00000, 7.95266
3263, 10.00000, 47.14286, 0.25085, 48000.00000, 8.02189
3264, 10.00000, 47.14286, 0.25180, 48000.00000, 8.09146
3265, 10.00000, 47.14286, 0.25275, 48000.00000, 8.16131
3266, 10.00000, 47.14286, 0.25371, 48000.00000, 8.23138
3267, 10.00000, 47.14286, 0.25466, 48000.00000, 8.30160
3268, 10.00000, 47.14286, 0.25562, 48000.00000, 8.37193
3269, 10.00000, 47.14286, 0.25657, 48000.00000, 8.44230
3270, 10.00000, 47.14286, 0.25752, 48000.00000, 8.51263
3271, 10.00000, 47.14286, 0.25848, 48000.00000, 8.58287
3272, 10.00000, 47.14286, 0.25943, 48000.00000, 8.65296
3273, 10.00000, 47.14286, 0.26038, 48000.00000, 8.72282
3274, 10.00000, 47.14286, 0.26134, 48000.00000, 8.79242
3275, 10.00000, 47.14286, 0.26229, 48000.00000, 8.86168
3276, 10.00000, 47.14286, 0.26325, 48000.00000, 8.93056
3277, 10.00000, 47.14286, 0.26420, 48000.00000, 8.99900
3278, 10.00000, 47.14286, 0.26515, 48000.00000, 9.06697
3279, 10.00000, 47.14286, 0.26611, 48000.00000, 9.13440
3280, 10.00000, 47.14286, 0.26706, 48000.00000, 9.20128
3281, 10.00000, 47.14286, 0.26801, 48000.00000, 9.26755
3282, 10.00000, 47.14286, 0.26897, 48000.00000, 9.33320
3283, 10.00000, 47.14286, 0.26992, 48000.00000, 9.39820
3284, 10.00000, 47.14286, 0.27088, 48000.00000, 9.46252
3285, 10.00000, 47.14286, 0.27183, 48000.00000, 9.52614
3286, 10.00000, 47.14286, 0.27278, 48000.00000, 9.58905
3287, 10.00000, 47.14286, 0.27374, 48000.00000, 9.65123
3288, 10.00000, 47.14286, 0.27469, 48000.00000, 9.71269
3289, 10.00000, 47.14286, 0.27564, 48000.00000, 9.77340
3290, 10.00000, 47.14286, 0.27660, 48000.00000, 9.83337
3291, 10.00000, 47.14286, 0.27755, 48000.00000, 9.89260
3292, 10.00000, 47.14286, 0.27851, 48000.00000, 9.95109
3293, 10.00000, 47.14286, 0.27946, 48000.00000, 10.00883
3294, 10.00000, 47.14286, 0.28041, 48000.00000, 10.06585
3295, 10.00000, 47.14286, 0.28137, 48000.00000, 10.12213
3296, 10.00000, 47.14286, 0.28232, 48000.00000, 10.17769
3297, 10.00000, 47.14286, 0.28328, 48000.00000, 10.23254
3298, 10.00000, 47.14286, 0.28423, 48000.00000, 10.28668
3299, 10.00000, 47.14286, 0.28518, 48000.00000, 10.34013
3300, 10.00000, 47.14286, 0.28614, 48000.00000, 10.39290
3301, 10.00000, 47.14286, 0.28709, 48000.00000, 10.44500
3302, 10.00000, 47.14286, 0.28804, 48000.00000, 10.49644
3303, 10.00000, 47.14286, 0.28900, 48000.00000, 10.54724
3304, 10.00000, 47.14286, 0.28995, 48000.00000, 10.59739
3305, 10.00000, 47.14286, 0.29091, 48000.00000, 10.64693
3306, 10.00000, 47.14286, 0.29186, 48000.00000, 10.69586
3307, 10.00000, 47.14286, 0.29281, 48000.00000, 10.74420
3308, 10.00000, 47.14286, 0.29377, 48000.00000, 10.79195
3309, 10.00000, 47.14286, 0.29472, 48000.00000, 10.83912
3310, 10.00000, 47.14286, 0.29567, 48000.00000, 10.88575
3311, 10.00000, 47.14286, 0.29663, 48000.00000, 10.93182
3312, 10.00000, 47.14286, 0.29758, 48000.00000, 10.97737
3313, 10.00000, 47.14286, 0.29854, 48000.00000, 11.02239
3314, 10.00000, 47.14286, 0.29949, 48000.00000, 11.06691
3315, 10.00000, 47.14286, 0.30044, 48000.00000, 11.11093
3316, 10.00000, 47.14286, 0.30140, 48000.00000, 11.15446
3317, 10.00000, 47.14286, 0.30235, 48000.00000, 11.19752
3318, 10.00000, 47.14286, 0.30330, 48000.00000, 11.24012
3319, 10.00000, 47.14286, 0.30426, 48000.00000, 11.28226
3320, 10.00000, 47.14286, 0.30521, 48000.00000, 11.32397
3321, 10.00000, 47.14286, 0.30617, 48000.00000, 11.36524
3322, 10.00000, 47.14286, 0.30712, 48000.00000, 11.40609
3323, 10.00000, 47.14286, 0.30807, 48000.00000, 11.44653
3324, 10.00000, 47.14286, 0.30903, 48000.00000, 11.48657
3325, 10.00000, 47.14286, 0.30998, 48000.00000, 11.52622
3326, 10.00000, 47.14286, 0.31094, 48000.00000, 11.56548
3327, 10.00000, 47.14286, 0.31189, 48000.00000, 11.60437
3328, 10.00000, 47.14286, 0.31284, 48000.00000, 11.64290
3329, 10.00000, 47.14286, 0.31380, 48000.00000, 11.68106
3330, 10.00000, 47.14286, 0.31475, 48000.00000, 11.71889
3331, 10.00000, 47.14286, 0.31570, 48000.00000, 11.75636
3332, 10.00000, 47.14286, 0.31666, 48000.00000, 11.79351
3333, 10.00000, 47.14286, 0.31761, 48000.00000, 11.83033
3334, 10.00000, 47.14286, 0.31857, 48000.00000, 11.86683
3335, 10.00000, 47.14286, 0.31952, 48000.00000, 11.90302
3336, 10.00000, 47.14286, 0.32047, 48000.00000, 11.93891
3337, 10.00000, 47.14286, 0.32143, 48000.00000, 11.97449
3338, 10.00000, 47.14286, 0.32238, 48000.00000, 12.00979
3339, 10.00000, 47.14286, 0.32333, 48000.00000, 12.04481
3340, 10.00000, 47.14286, 0.32429, 48000.00000, 12.07954
3341, 10.00000, 47.14286, 0.32524, 48000.00000, 12.11400
3342, 10.00000, 47.14286, 0.32620, 48000.00000, 12.14820
3343, 10.00000, 47.14286, 0.32715, 48000.00000, 12.18213
3344, 10.00000, 47.14286, 0.32810, 48000.00000, 12.21581
3345, 10.00000, 47.14286, 0.32906, 48000.00000, 12.24924
3346, 10.00000, 47.14286, 0.33001, 48000.00000, 12.28242
3347, 10.00000, 47.14286, 0.33096, 48000.00000, 12.31537
3348, 10.00000, 47.14286, 0.33192, 48000.00000, 12.34808
3349, 10.00000, 47.14286, 0.33287, 48000.00000, 12.38056
3350, 10.00000, 47.14286, 0.33383, 48000.00000, 12.41282
3351, 10.00000, 47.14286, 0.33478, 48000.00000, 12.44485
3352, 10.00000, 47.14286, 0.33573, 48000.00000, 12.47668
3353, 10.00000, 47.14286, 0.33669, 48000.00000, 12.50828
3354, 10.00000, 47.14286, 0.33764, 48000.00000, 12.53968
3355, 10.00000, 47.14286, 0.33860, 48000.00000, 12.57088
3356, 10.00000, 47.14286, 0.33955, 48000.00000, 12.60188
3357, 10.00000, 47.14286, 0.34050, 48000.00000, 12.63268
3358, 10.00000, 47.14286, 0.34146, 48000.00000, 12.66329
3359, 10.00000, 47.14286, 0.34241, 48000.00000, 12.69372
3360, 10.00000, 47.14286, 0.34336, 48000.00000, 12.72396
3361, 10.00000, 47.14286, 0.34432, 48000.00000, 12.75402
3362, 10.00000, 47.14286, 0.34527, 48000.00000, 12.78390
3363, 10.00000, 47.14286, 0.34623, 48000.00000, 12.81361
3364, 10.00000, 47.14286, 0.34718, 48000.00000, 12.84315
3365, 10.00000, 47.14286, 0.34813, 48000.00000, 12.87252
3366, 10.00000, 47.14286, 0.34909, 48000.00000, 12.90173
3367, 10.00000, 47.14286, 0.35004, 48000.00000, 12.93077
3368, 10.00000, 47.14286, 0.35099, 48000.00000, 12.95966
3369, 10.00000, 47.14286, 0.35195, 48000.00000, 12.98840
3370, 10.00000, 47.14286, 0.35290, 48000.00000, 13.01697
3371, 10.00000, 47.14286, 0.35386, 48000.00000, 13.04541
3372, 10.00000, 47.14286, 0.35481, 48000.00000, 13.07369
3373, 10.00000, 47.14286, 0.35576, 48000.00000, 13.10183
3374, 10.00000, 47.14286, 0.35672, 48000.00000, 13.12983
3375, 10.00000, 47.14286, 0.35767, 48000.00000, 13.15769
3376, 10.00000, 47.14286, 0.35862, 48000.00000, 13.18542
3377, 10.00000, 47.14286, 0.35958, 48000.00000, 13.21301
3378, 10.00000, 47.14286, 0.36053, 48000.00000, 13.24046
3379, 10.00000, 47.14286, 0.36149, 48000.00000, 13.26779
3380, 10.00000, 47.14286, 0.36244, 48000.00000, 13.29499
3381, 10.00000, 47.14286, 0.36339, 48000.00000, 13.32207
3382, 10.00000, 47.14286, 0.36435, 48000.00000, 13.34902
3383, 10.00000, 47.14286, 0.36530, 48000.00000, 13.37586
3384, 10.00000, 47.14286, 0.36625, 48000.00000, 13.40257
3385, 10.00000, 47.14286, 0.36721, 48000.00000, 13.42917
3386, 10.00000, 47.14286, 0.36816, 48000.00000, 13.45566
3387, 10.00000, 47.14286, 0.36912, 48000.00000, 13.48203
3388, 10.00000, 47.14286, 0.37007, 48000.00000, 13.50829
3389, 10.00000, 47.14286, 0.37102, 48000.00000, 13.53444
3390, 10.00000, 47.14286, 0.37198, 48000.00000, 13.56049
3391, 10.00000, 47.14286, 0.37293, 48000.00000, 13.58643
3392, 10.00000, 47.14286, 0.37389, 48000.00000, 13.61227
3393, 10.00000, 47.14286, 0.37484, 48000.00000, 13.63800
3394, 10.00000, 47.14286, 0.37579, 48000.00000, 13.66364
3395, 10.00000, 47.14286, 0.37675, 48000.00000, 13.68917
3396, 10.00000, 47.14286, 0.37770, 48000.00000, 13.71462
3397, 10.00000, 47.14286, 0.37865, 48000.00000, 13.73997
3398, 10.00000, 47.14286, 0.37961, 48000.00000, 13.76522
3399, 10.00000, 47.14286, 0.38056, 48000.00000, 13.79038
3400, 10.00000, 47.14286, 0.38152, 48000.00000, 13.81545
3401, 10.00000, 47.14286, 0.38247, 48000.00000, 13.84043
3402, 10.00000, 47.14286, 0.38342, 48000.00000, 13.86533
3403, 10.00000, 47.14286, 0.38438, 48000.00000, 13.89014
3404, 10.00000, 47.14286, 0.38533, 48000.00000, 13.91487
3405, 10.00000, 47.14286, 0.38628, 48000.00000, 13.93951
3406, 10.00000, 47.14286, 0.38724, 48000.00000, 13.96407
3407, 10.00000, 47.14286, 0.38819, 48000.00000, 13.98855
3408, 10.00000, 47.14286, 0.38915, 48000.00000, 14.01295
3409, 10.00000, 47.14286, 0.39010, 48000.00000, 14.03727
3410, 10.00000, 47.14286, 0.39105, 48000.00000, 14.06152
3411, 10.00000, 47.14286, 0.39201, 48000.00000, 14.08569
3412, 10.00000, 47.14286, 0.39296, 48000.00000, 14.10979
3413, 10.00000, 47.14286, 0.39391, 48000.00000, 14.13381
3414, 10.00000, 47.14286, 0.39487, 48000.00000, 14.15776
3415, 10.00000, 47.14286, 0.39582, 48000.00000, 14.18165
3416, 10.00000, 47.14286, 0.39678, 48000.00000, 14.20546
3417, 10.00000, 47.14286, 0.39773, 48000.00000, 14.22921
3418, 10.00000, 47.14286, 0.39868, 48000.00000, 14.25288
3419, 10.00000, 47.14286, 0.39964, 48000.00000, 14.27649
3420, 10.00000, 47.14286, 0.40059, 48000.00000, 14.30004
3421, 10.00000, 47.14286, 0.40155, 48000.00000, 14.32352
3422, 10.00000, 47.14286, 0.40250, 48000.00000, 14.34695
3423, 10.00000, 47.14286, 0.40345, 48000.00000, 14.37031
3424, 10.00000, 47.14286, 0.40441, 48000.00000, 14.39360
3425, 10.00000, 47.14286, 0.40536, 48000.00000, 14.41684
3426, 10.00000, 47.14286, 0.40631, 48000.00000, 14.44002
3427, 10.00000, 47.14286, 0.40727, 48000.00000, 14.46314
3428, 10.00000, 47.14286, 0.40822, 48000.00000, 14.48621
3429, 10.00000, 47.14286, 0.40918, 48000.00000, 14.50922
3430, 10.00000, 47.14286, 0.41013, 48000.00000, 14.53217
3431, 10.00000, 47.14286, 0.41108, 48000.00000, 14.55507
3432, 10.00000, 47.14286, 0.41204, 48000.00000, 14.57792
3433, 10.00000, 47.14286, 0.41299, 48000.00000, 14.60072
3434, 10.00000, 47.14286, 0.41394, 48000.00000, 14.62346
3435, 10.00000, 47.14286, 0.41490, 48000.00000, 14.64615
3436, 10.00000, 47.14286, 0.41585, 48000.00000, 14.66880
3437, 10.00000, 47.14286, 0.41681, 48000.00000, 14.69139
3438, 10.00000, 47.14286, 0.41776, 48000.00000, 14.71394
3439, 10.00000, 47.14286, 0.41871, 48000.00000, 14.73644
3440, 10.00000, 47.14286, 0.41967, 48000.00000, 14.75889
3441, 10.00000, 47.14286, 0.42062, 48000.00000, 14.78130
3442, 10.00000, 47.14286, 0.42157, 48000.00000, 14.80366
3443, 10.00000, 47.14286, 0.42253, 48000.00000, 14.82598
3444, 10.00000, 47.14286, 0.42348, 48000.00000, 14.84826
3445, 10.00000, 47.14286, 0.42444, 48000.00000, 14.87049
3446, 10.00000, 47.14286, 0.42539, 48000.00000, 14.89269
3447, 10.00000, 47.14286, 0.42634, 48000.00000, 14.91484
3448, 10.00000, 47.14286, 0.42730, 48000.00000, 14.93695
3449, 10.00000, 47.14286, 0.42825, 48000.00000, 14.95902
3450, 10.00000, 47.14286, 0.42921, 48000.00000, 14.98106
3451, 10.00000, 47.14286, 0.43016, 48000.00000, 15.00305
3452, 10.00000, 47.14286, 0.43111, 48000.00000, 15.02501
3453, 10.00000, 47.14286, 0.43207, 48000.00000, 15.04693
3454, 10.00000, 47.14286, 0.43302, 48000.00000, 15.06882
3455, 10.00000, 47.14286, 0.43397, 48000.00000, 15.09067
3456, 10.00000, 47.14286, 0.43493, 48000.00000, 15.11248
3457, 10.00000, 47.14286, 0.43588, 48000.00000, 15.13427
3458, 10.00000, 47.14286, 0.43684, 48000.00000, 15.15602
3459, 10.00000, 47.14286, 0.43779, 48000.00000, 15.17773
3460, 10.00000, 47.14286, 0.43874, 48000.00000, 15.19942
3461, 10.00000, 47.14286, 0.43970, 48000.00000, 15.22108
3462, 10.00000, 47.14286, 0.44065, 48000.00000, 15.24270
3463, 10.00000, 47.14286, 0.44160, 48000.00000, 15.26429
3464, 10.00000, 47.14286, 0.44256, 48000.00000, 15.28586
3465, 10.00000, 47.14286, 0.44351, 48000.00000, 15.30739
3466, 10.00000, 47.14286, 0.44447, 48000.00000, 15.32890
3467, 10.00000, 47.14286, 0.44542, 48000.00000, 15.35038
3468, 10.00000, 47.14286, 0.44637, 48000.00000, 15.37183
3469, 10.00000, 47.14286, 0.44733, 48000.00000, 15.39326
3470, 10.00000, 47.14286, 0.44828, 48000.00000, 15.41466
3471, 10.00000, 47.14286, 0.44923, 48000.00000, 15.43604
3472, 10.00000, 47.14286, 0.45019, 48000.00000, 15.45739
3473, 10.00000, 47.14286, 0.45114, 48000.00000, 15.47872
3474, 10.00000, 47.14286, 0.45210, 48000.00000, 15.50002
3475, 10.00000, 47.14286, 0.45305, 48000.00000, 15.52131
3476, 10.00000, 47.14286, 0.45400, 48000.00000, 15.54257
3477, 10.00000, 47.14286, 0.45496, 48000.00000, 15.56381
3478, 10.00000, 47.14286, 0.45591, 48000.00000, 15.58502
3479, 10.00000, 47.14286, 0.45686, 48000.00000, 15.60622
3480, 10.00000, 47.14286, 0.45782, 48000.00000, 15.62740
3481, 10.00000, 47.14286, 0.45877, 48000.00000, 15.64856
3482, 10.00000, 47.14286, 0.45973, 48000.00000, 15.66970
3483, 10.00000, 47.14286, 0.46068, 48000.00000, 15.69082
3484, 10.00000, 47.14286, 0.46163, 48000.00000, 15.71192
3485, 10.00000, 47.14286, 0.46259, 48000.00000, 15.73301
3486, 10.00000, 47.14286, 0.46354, 48000.00000, 15.75408
3487, 10.00000, 47.14286, 0.46450, 48000.00000, 15.77513
3488, 10.00000, 47.14286, 0.46545, 48000.00000, 15.79617
3489, 10.00000, 47.14286, 0.46640, 48000.00000, 15.81719
3490, 10.00000, 47.14286, 0.46736, 48000.00000, 15.83820
3491, 10.00000, 47.14286, 0.46831, 48000.00000, 15.85920
3492, 10.00000, 47.14286, 0.46926, 48000.00000, 15.88018
3493, 10.00000, 47.14286, 0.47022, 48000.00000, 15.90114
3494, 10.00000, 47.14286, 0.47117, 48000.00000, 15.92210
3495, 10.00000, 47.14286, 0.47213, 48000.00000, 15.94304
3496, 10.00000, 47.14286, 0.47308, 48000.00000, 15.96397
3497, 10.00000, 47.14286, 0.47403, 48000.00000, 15.98490
3498, 10.00000, 47.14286, 0.47499, 48000.00000, 16.00581
3499, 10.00000, 47.14286, 0.47594, 48000.00000, 16.02671
3500, 10.00000, 50.00000, 0.00000, 48000.00000, 0.00000
3501, 10.00000, 50.00000, 0.00101, 48000.00000, 0.02213
3502, 10.00000, 50.00000, 0.00202, 48000.00000, 0.04425
3503, 10.00000, 50.00000, 0.00303, 48000.00000, 0.06635
3504, 10.00000, 50.00000, 0.00404, 48000.00000, 0.08845
3505, 10.00000, 50.00000, 0.00505, 48000.00000, 0.11054
3506, 10.00000, 50.00000, 0.00606, 48000.00000, 0.13262
3507, 10.00000, 50.00000, 0.00707, 48000.00000, 0.15469
3508, 10.00000, 50.00000, 0.00808, 48000.00000, 0.17676
3509, 10.00000, 50.00000, 0.00909, 48000.00000, 0.19882
3510, 10.00000, 50.00000, 0.01010, 48000.00000, 0.22087
3511, 10.00000, 50.00000, 0.01111, 48000.00000, 0.24291
3512, 10.00000, 50.00000, 0.01212, 48000.00000, 0.26495
3513, 10.00000, 50.00000, 0.01313, 48000.00000, 0.28699
3514, 10.00000, 50.00000, 0.01414, 48000.00000, 0.30902
3515, 10.00000, 50.00000, 0.01515, 48000.00000, 0.33105
3516, 10.00000, 50.00000, 0.01616, 48000.00000, 0.35307
3517, 10.00000, 50.00000, 0.01717, 48000.00000, 0.37509
3518, 10.00000, 50.00000, 0.01818, 48000.00000, 0.39711
3519, 10.00000, 50.00000, 0.01919, 48000.00000, 0.41913
3520, 10.00000, 50.00000, 0.02021, 48000.00000, 0.44115
