i, r, v, t, mu, chi
912, 10.00000, 32.85714, 0.31661, 48000.00000, 13.38653
913, 10.00000, 32.85714, 0.31738, 48000.00000, 13.40539
914, 10.00000, 32.85714, 0.31815, 48000.00000, 13.42421
915, 10.00000, 32.85714, 0.31892, 48000.00000, 13.44297
916, 10.00000, 32.85714, 0.31969, 48000.00000, 13.46170
917, 10.00000, 32.85714, 0.32045, 48000.00000, 13.48037
918, 10.00000, 32.85714, 0.32122, 48000.00000, 13.49900
919, 10.00000, 32.85714, 0.32199, 48000.00000, 13.51759
920, 10.00000, 32.85714, 0.32276, 48000.00000, 13.53613
921, 10.00000, 32.85714, 0.32353, 48000.00000, 13.55463
922, 10.00000, 32.85714, 0.32430, 48000.00000, 13.57308
923, 10.00000, 32.85714, 0.32507, 48000.00000, 13.59150
924, 10.00000, 32.85714, 0.32583, 48000.00000, 13.60987
925, 10.00000, 32.85714, 0.32660, 48000.00000, 13.62821
926, 10.00000, 32.85714, 0.32737, 48000.00000, 13.64651
927, 10.00000, 32.85714, 0.32814, 48000.00000, 13.66476
928, 10.00000, 32.85714, 0.32891, 48000.00000, 13.68298
929, 10.00000, 32.85714, 0.32968, 48000.00000, 13.70116
930, 10.00000, 32.85714, 0.33044, 48000.00000, 13.71931
931, 10.00000, 32.85714, 0.33121, 48000.00000, 13.73742
932, 10.00000, 32.85714, 0.33198, 48000.00000, 13.75549
933, 10.00000, 32.85714, 0.33275, 48000.00000, 13.77353
934, 10.00000, 32.85714, 0.33352, 48000.00000, 13.79154
935, 10.00000, 32.85714, 0.33429, 48000.00000, 13.80951
936, 10.00000, 32.85714, 0.33506, 48000.00000, 13.82745
937, 10.00000, 32.85714, 0.33582, 48000.00000, 13.84535
938, 10.00000, 32.85714, 0.33659, 48000.00000, 13.86323
939, 10.00000, 32.85714, 0.33736, 48000.00000, 13.88107
940, 10.00000, 32.85714, 0.33813, 48000.00000, 13.89888
941, 10.00000, 32.85714, 0.33890, 48000.00000, 13.91667
942, 10.00000, 32.85714, 0.33967, 48000.00000, 13.93442
943, 10.00000, 32.85714, 0.34043, 48000.00000, 13.95214
944, 10.00000, 32.85714, 0.34120, 48000.00000, 13.96984
945, 10.00000, 32.85714, 0.34197, 48000.00000, 13.98751
946, 10.00000, 32.85714, 0.34274, 48000.00000, 14.00515
947, 10.00000, 32.85714, 0.34351, 48000.00000, 14.02276
948, 10.00000, 32.85714, 0.34428, 48000.00000, 14.04035
949, 10.00000, 32.85714, 0.34505, 48000.00000, 14.05791
950, 10.00000, 32.85714, 0.34581, 48000.00000, 14.07545
951, 10.00000, 32.85714, 0.34658, 48000.00000, 14.09295
952, 10.00000, 32.85714, 0.34735, 48000.00000, 14.11044
953, 10.00000, 32.85714, 0.34812, 48000.00000, 14.12791
954, 10.00000, 32.85714, 0.34889, 48000.00000, 14.14535
955, 10.00000, 32.85714, 0.34966, 48000.00000, 14.16276
956, 10.00000, 32.85714, 0.35042, 48000.00000, 14.18016
957, 10.00000, 32.85714, 0.35119, 48000.00000, 14.19753
958, 10.00000, 32.85714, 0.35196, 48000.00000, 14.21488
959, 10.00000, 32.85714, 0.35273, 48000.00000, 14.23221
960, 10.00000, 32.85714, 0.35350, 48000.00000, 14.24952
961, 10.00000, 32.85714, 0.35427, 48000.00000, 14.26681
962, 10.00000, 32.85714, 0.35504, 48000.00000, 14.28408
963, 10.00000, 32.85714, 0.35580, 48000.00000, 14.30133
964, 10.00000, 32.85714, 0.35657, 48000.00000, 14.31856
965, 10.00000, 32.85714, 0.35734, 48000.00000, 14.33578
966, 10.00000, 32.85714, 0.35811, 48000.00000, 14.35297
967, 10.00000, 32.85714, 0.35888, 48000.00000, 14.37015
968, 10.00000, 32.85714, 0.35965, 48000.00000, 14.38731
969, 10.00000, 32.85714, 0.36041, 48000.00000, 14.40446
970, 10.00000, 32.85714, 0.36118, 48000.00000, 14.42159
971, 10.00000, 32.85714, 0.36195, 48000.00000, 14.43870
972, 10.00000, 32.85714, 0.36272, 48000.00000, 14.45580
973, 10.00000, 32.85714, 0.36349, 48000.00000, 14.47288
974, 10.00000, 32.85714, 0.36426, 48000.00000, 14.48995
975, 10.00000, 32.85714, 0.36503, 48000.00000, 14.50701
976, 10.00000, 32.85714, 0.36579, 48000.00000, 14.52405
977, 10.00000, 32.85714, 0.36656, 48000.00000, 14.54108
978, 10.00000, 32.85714, 0.36733, 48000.00000, 14.55809
979, 10.00000, 32.85714, 0.36810, 48000.00000, 14.57510
980, 10.00000, 32.85714, 0.36887, 48000.00000, 14.59209
981, 10.00000, 32.85714, 0.36964, 48000.00000, 14.60907
982, 10.00000, 32.85714, 0.37041, 48000.00000, 14.62604
983, 10.00000, 32.85714, 0.37117, 48000.00000, 14.64299
984, 10.00000, 32.85714, 0.37194, 48000.00000, 14.65994
985, 10.00000, 32.85714, 0.37271, 48000.00000, 14.67688
986, 10.00000, 32.85714, 0.37348, 48000.00000, 14.69381
987, 10.00000, 32.85714, 0.37425, 48000.00000, 14.71073
988, 10.00000, 32.85714, 0.37502, 48000.00000, 14.72764
989, 10.00000, 32.85714, 0.37578, 48000.00000, 14.74454
990, 10.00000, 32.85714, 0.37655, 48000.00000, 14.76143
991, 10.00000, 32.85714, 0.37732, 48000.00000, 14.77832
992, 10.00000, 32.85714, 0.37809, 48000.00000, 14.79520
993, 10.00000, 32.85714, 0.37886, 48000.00000, 14.81207
994, 10.00000, 32.85714, 0.37963, 48000.00000, 14.82893
995, 10.00000, 32.85714, 0.38040, 48000.00000, 14.84579
996, 10.00000, 32.85714, 0.38116, 48000.00000, 14.86265
997, 10.00000, 32.85714, 0.38193, 48000.00000, 14.87950
998, 10.00000, 32.85714, 0.38270, 48000.00000, 14.89634
999, 10.00000, 32.85714, 0.38347, 48000.00000, 14.91318
1000, 10.00000, 35.71429, 0.00000, 48000.00000, 0.00000
1001, 10.00000, 35.71429, 0.00080, 48000.00000, 0.01743
1002, 10.00000, 35.71429, 0.00159, 48000.00000, 0.03486
1003, 10.00000, 35.71429, 0.00239, 48000.00000, 0.05228
1004, 10.00000, 35.71429, 0.00318, 48000.00000, 0.06970
1005, 10.00000, 35.71429, 0.00398, 48000.00000, 0.08712
1006, 10.00000, 35.71429, 0.00477, 48000.00000, 0.10453
1007, 10.00000, 35.71429, 0.00557, 48000.00000, 0.12194
1008, 10.00000, 35.71429, 0.00637, 48000.00000, 0.13935
1009, 10.00000, 35.71429, 0.00716, 48000.00000, 0.15676
1010, 10.00000, 35.71429, 0.00796, 48000.00000, 0.17416
1011, 10.00000, 35.71429, 0.00875, 48000.00000, 0.19156
1012, 10.00000, 35.71429, 0.00955, 48000.00000, 0.20897
1013, 10.00000, 35.71429, 0.01034, 48000.00000, 0.22637
1014, 10.00000, 35.71429, 0.01114, 48000.00000, 0.24377
1015, 10.00000, 35.71429, 0.01194, 48000.00000, 0.26118
1016, 10.00000, 35.71429, 0.01273, 48000.00000, 0.27858
1017, 10.00000, 35.71429, 0.01353, 48000.00000, 0.29599
1018, 10.00000, 35.71429, 0.01432, 48000.00000, 0.31340
1019, 10.00000, 35.71429, 0.01512, 48000.00000, 0.33081
1020, 10.00000, 35.71429, 0.01592, 48000.00000, 0.34822
1021, 10.00000, 35.71429, 0.01671, 48000.00000, 0.36563
1022, 10.00000, 35.71429, 0.01751, 48000.00000, 0.38305
1023, 10.00000, 35.71429, 0.01830, 48000.00000, 0.40047
1024, 10.00000, 35.71429, 0.01910, 48000.00000, 0.41790
1025, 10.00000, 35.71429, 0.01989, 48000.00000, 0.43533
1026, 10.00000, 35.71429, 0.02069, 48000.00000, 0.45276
1027, 10.00000, 35.71429, 0.02149, 48000.00000, 0.47020
1028, 10.00000, 35.71429, 0.02228, 48000.00000, 0.48765
1029, 10.00000, 35.71429, 0.02308, 48000.00000, 0.50510
1030, 10.00000, 35.71429, 0.02387, 48000.00000, 0.52256
1031, 10.00000, 35.71429, 0.02467, 48000.00000, 0.54002
1032, 10.00000, 35.71429, 0.02546, 48000.00000, 0.55749
1033, 10.00000, 35.71429, 0.02626, 48000.00000, 0.57497
1034, 10.00000, 35.71429, 0.02706, 48000.00000, 0.59246
1035, 10.00000, 35.71429, 0.02785, 48000.00000, 0.60996
1036, 10.00000, 35.71429, 0.02865, 48000.00000, 0.62746
1037, 10.00000, 35.71429, 0.02944, 48000.00000, 0.64498
1038, 10.00000, 35.71429, 0.03024, 48000.00000, 0.66250
1039, 10.00000, 35.71429, 0.03103, 48000.00000, 0.68003
1040, 10.00000, 35.71429, 0.03183, 48000.00000, 0.69758
1041, 10.00000, 35.71429, 0.03263, 48000.00000, 0.71513
1042, 10.00000, 35.71429, 0.03342, 48000.00000, 0.73270
1043, 10.00000, 35.71429, 0.03422, 48000.00000, 0.75028
1044, 10.00000, 35.71429, 0.03501, 48000.00000, 0.76786
1045, 10.00000, 35.71429, 0.03581, 48000.00000, 0.78547
1046, 10.00000, 35.71429, 0.03661, 48000.00000, 0.80308
1047, 10.00000, 35.71429, 0.03740, 48000.00000, 0.82071
1048, 10.00000, 35.71429, 0.03820, 48000.00000, 0.83835
1049, 10.00000, 35.71429, 0.03899, 48000.00000, 0.85601
1050, 10.00000, 35.71429, 0.03979, 48000.00000, 0.87368
1051, 10.00000, 35.71429, 0.04058, 48000.00000, 0.89137
1052, 10.00000, 35.71429, 0.04138, 48000.00000, 0.90907
1053, 10.00000, 35.71429, 0.04218, 48000.00000, 0.92678
1054, 10.00000, 35.71429, 0.04297, 48000.00000, 0.94452
1055, 10.00000, 35.71429, 0.04377, 48000.00000, 0.96227
1056, 10.00000, 35.71429, 0.04456, 48000.00000, 0.98004
1057, 10.00000, 35.71429, 0.04536, 48000.00000, 0.99782
1058, 10.00000, 35.71429, 0.04615, 48000.00000, 1.01563
1059, 10.00000, 35.71429, 0.04695, 48000.00000, 1.03345
1060, 10.00000, 35.71429, 0.04775, 48000.00000, 1.05129
1061, 10.00000, 35.71429, 0.04854, 48000.00000, 1.06915
1062, 10.00000, 35.71429, 0.04934, 48000.00000, 1.08703
1063, 10.00000, 35.71429, 0.05013, 48000.00000, 1.10494
1064, 10.00000, 35.71429, 0.05093, 48000.00000, 1.12286
1065, 10.00000, 35.71429, 0.05172, 48000.00000, 1.14080
1066, 10.00000, 35.71429, 0.05252, 48000.00000, 1.15877
1067, 10.00000, 35.71429, 0.05332, 48000.00000, 1.17676
1068, 10.00000, 35.71429, 0.05411, 48000.00000, 1.19477
1069, 10.00000, 35.71429, 0.05491, 48000.00000, 1.21281
1070, 10.00000, 35.71429, 0.05570, 48000.00000, 1.23086
1071, 10.00000, 35.71429, 0.05650, 48000.00000, 1.24895
1072, 10.00000, 35.71429, 0.05729, 48000.00000, 1.26706
1073, 10.00000, 35.71429, 0.05809, 48000.00000, 1.28519
1074, 10.00000, 35.71429, 0.05889, 48000.00000, 1.30335
1075, 10.00000, 35.71429, 0.05968, 48000.00000, 1.32154
1076, 10.00000, 35.71429, 0.06048, 48000.00000, 1.33975
1077, 10.00000, 35.71429, 0.06127, 48000.00000, 1.35799
1078, 10.00000, 35.71429, 0.06207, 48000.00000, 1.37626
1079, 10.00000, 35.71429, 0.06287, 48000.00000, 1.39456
1080, 10.00000, 35.71429, 0.06366, 48000.00000, 1.41289
1081, 10.00000, 35.71429, 0.06446, 48000.00000, 1.43125
1082, 10.00000, 35.71429, 0.06525, 48000.00000, 1.44963
1083, 10.00000, 35.71429, 0.06605, 48000.00000, 1.46805
1084, 10.00000, 35.71429, 0.06684, 48000.00000, 1.48650
1085, 10.00000, 35.71429, 0.06764, 48000.00000, 1.50499
1086, 10.00000, 35.71429, 0.06844, 48000.00000, 1.52350
1087, 10.00000, 35.71429, 0.06923, 48000.00000, 1.54205
1088, 10.00000, 35.71429, 0.07003, 48000.00000, 1.56063
1089, 10.00000, 35.71429, 0.07082, 48000.00000, 1.57925
1090, 10.00000, 35.71429, 0.07162, 48000.00000, 1.59790
1091, 10.00000, 35.71429, 0.07241, 48000.00000, 1.61659
1092, 10.00000, 35.71429, 0.07321, 48000.00000, 1.63532
1093, 10.00000, 35.71429, 0.07401, 48000.00000, 1.65408
1094, 10.00000, 35.71429, 0.07480, 48000.00000, 1.67288
1095, 10.00000, 35.71429, 0.07560, 48000.00000, 1.69172
1096, 10.00000, 35.71429, 0.07639, 48000.00000, 1.71059
1097, 10.00000, 35.71429, 0.07719, 48000.00000, 1.72951
1098, 10.00000, 35.71429, 0.07798, 48000.00000, 1.74847
1099, 10.00000, 35.71429, 0.07878, 48000.00000, 1.76747
1100, 10.00000, 35.71429, 0.07958, 48000.00000, 1.78651
1101, 10.00000, 35.71429, 0.08037, 48000.00000, 1.80559
1102, 10.00000, 35.71429, 0.08117, 48000.00000, 1.82472
1103, 10.00000, 35.71429, 0.08196, 48000.00000, 1.84389
1104, 10.00000, 35.71429, 0.08276, 48000.00000, 1.86311
1105, 10.00000, 35.71429, 0.08356, 48000.00000, 1.88237
1106, 10.00000, 35.71429, 0.08435, 48000.00000, 1.90168
1107, 10.00000, 35.71429, 0.08515, 48000.00000, 1.92103
1108, 10.00000, 35.71429, 0.08594, 48000.00000, 1.94044
1109, 10.00000, 35.71429, 0.08674, 48000.00000, 1.95989
1110, 10.00000, 35.71429, 0.08753, 48000.00000, 1.97939
1111, 10.00000, 35.71429, 0.08833, 48000.00000, 1.99895
1112, 10.00000, 35.71429, 0.08913, 48000.00000, 2.01855
1113, 10.00000, 35.71429, 0.08992, 48000.00000, 2.03821
1114, 10.00000, 35.71429, 0.09072, 48000.00000, 2.05792
1115, 10.00000, 35.71429, 0.09151, 48000.00000, 2.07768
1116, 10.00000, 35.71429, 0.09231, 48000.00000, 2.09750
1117, 10.00000, 35.71429, 0.09310, 48000.00000, 2.11737
1118, 10.00000, 35.71429, 0.09390, 48000.00000, 2.13731
1119, 10.00000, 35.71429, 0.09470, 48000.00000, 2.15729
1120, 10.00000, 35.71429, 0.09549, 48000.00000, 2.17734
1121, 10.00000, 35.71429, 0.09629, 48000.00000, 2.19745
1122, 10.00000, 35.71429, 0.09708, 48000.00000, 2.21762
1123, 10.00000, 35.71429, 0.09788, 48000.00000, 2.23785
1124, 10.00000, 35.71429, 0.09867, 48000.00000, 2.25814
1125, 10.00000, 35.71429, 0.09947, 48000.00000, 2.27850
1126, 10.00000, 35.71429, 0.10027, 48000.00000, 2.29893
1127, 10.00000, 35.71429, 0.10106, 48000.00000, 2.31941
1128, 10.00000, 35.71429, 0.10186, 48000.00000, 2.33997
1129, 10.00000, 35.71429, 0.10265, 48000.00000, 2.36060
1130, 10.00000, 35.71429, 0.10345, 48000.00000, 2.38129
1131, 10.00000, 35.71429, 0.10425, 48000.00000, 2.40206
1132, 10.00000, 35.71429, 0.10504, 48000.00000, 2.42289
1133, 10.00000, 35.71429, 0.10584, 48000.00000, 2.44380
1134, 10.00000, 35.71429, 0.10663, 48000.00000, 2.46479
1135, 10.00000, 35.71429, 0.10743, 48000.00000, 2.48585
1136, 10.00000, 35.71429, 0.10822, 48000.00000, 2.50699
1137, 10.00000, 35.71429, 0.10902, 48000.00000, 2.52820
1138, 10.00000, 35.71429, 0.10982, 48000.00000, 2.54950
1139, 10.00000, 35.71429, 0.11061, 48000.00000, 2.57088
1140, 10.00000, 35.71429, 0.11141, 48000.00000, 2.59234
1141, 10.00000, 35.71429, 0.11220, 48000.00000, 2.61389
1142, 10.00000, 35.71429, 0.11300, 48000.00000, 2.63552
1143, 10.00000, 35.71429, 0.11379, 48000.00000, 2.65724
1144, 10.00000, 35.71429, 0.11459, 48000.00000, 2.67904
1145, 10.00000, 35.71429, 0.11539, 48000.00000, 2.70094
1146, 10.00000, 35.71429, 0.11618, 48000.00000, 2.72293
1147, 10.00000, 35.71429, 0.11698, 48000.00000, 2.74502
1148, 10.00000, 35.71429, 0.11777, 48000.00000, 2.76719
1149, 10.00000, 35.71429, 0.11857, 48000.00000, 2.78947
1150, 10.00000, 35.71429, 0.11936, 48000.00000, 2.81185
1151, 10.00000, 35.71429, 0.12016, 48000.00000, 2.83432
1152, 10.00000, 35.71429, 0.12096, 48000.00000, 2.85690
1153, 10.00000, 35.71429, 0.12175, 48000.00000, 2.87959
1154, 10.00000, 35.71429, 0.12255, 48000.00000, 2.90238
1155, 10.00000, 35.71429, 0.12334, 48000.00000, 2.92528
1156, 10.00000, 35.71429, 0.12414, 48000.00000, 2.94829
1157, 10.00000, 35.71429, 0.12493, 48000.00000, 2.97142
1158, 10.00000, 35.71429, 0.12573, 48000.00000, 2.99466
1159, 10.00000, 35.71429, 0.12653, 48000.00000, 3.01801
1160, 10.00000, 35.71429, 0.12732, 48000.00000, 3.04149
1161, 10.00000, 35.71429, 0.12812, 48000.00000, 3.06509
1162, 10.00000, 35.71429, 0.12891, 48000.00000, 3.08881
1163, 10.00000, 35.71429, 0.12971, 48000.00000, 3.11266
1164, 10.00000, 35.71429, 0.13051, 48000.00000, 3.13664
1165, 10.00000, 35.71429, 0.13130, 48000.00000, 3.16076
1166, 10.00000, 35.71429, 0.13210, 48000.00000, 3.18500
1167, 10.00000, 35.71429, 0.13289, 48000.00000, 3.20939
1168, 10.00000, 35.71429, 0.13369, 48000.00000, 3.23391
1169, 10.00000, 35.71429, 0.13448, 48000.00000, 3.25858
1170, 10.00000, 35.71429, 0.13528, 48000.00000, 3.28340
1171, 10.00000, 35.71429, 0.13608, 48000.00000, 3.30837
1172, 10.00000, 35.71429, 0.13687, 48000.00000, 3.33349
1173, 10.00000, 35.71429, 0.13767, 48000.00000, 3.35876
1174, 10.00000, 35.71429, 0.13846, 48000.00000, 3.38420
1175, 10.00000, 35.71429, 0.13926, 48000.00000, 3.40980
1176, 10.00000, 35.71429, 0.14005, 48000.00000, 3.43556
1177, 10.00000, 35.71429, 0.14085, 48000.00000, 3.46150
1178, 10.00000, 35.71429, 0.14165, 48000.00000, 3.48761
1179, 10.00000, 35.71429, 0.14244, 48000.00000, 3.51390
1180, 10.00000, 35.71429, 0.14324, 48000.00000, 3.54038
1181, 10.00000, 35.71429, 0.14403, 48000.00000, 3.56704
1182, 10.00000, 35.71429, 0.14483, 48000.00000, 3.59389
1183, 10.00000, 35.71429, 0.14562, 48000.00000, 3.62093
1184, 10.00000, 35.71429, 0.14642, 48000.00000, 3.64818
1185, 10.00000, 35.71429, 0.14722, 48000.00000, 3.67564
1186, 10.00000, 35.71429, 0.14801, 48000.00000, 3.70330
1187, 10.00000, 35.71429, 0.14881, 48000.00000, 3.73118
1188, 10.00000, 35.71429, 0.14960, 48000.00000, 3.75928
1189, 10.00000, 35.71429, 0.15040, 48000.00000, 3.78761
1190, 10.00000, 35.71429, 0.15120, 48000.00000, 3.81618
1191, 10.00000, 35.71429, 0.15199, 48000.00000, 3.84498
1192, 10.00000, 35.71429, 0.15279, 48000.00000, 3.87402
1193, 10.00000, 35.71429, 0.15358, 48000.00000, 3.90332
1194, 10.00000, 35.71429, 0.15438, 48000.00000, 3.93288
1195, 10.00000, 35.71429, 0.15517, 48000.00000, 3.96270
1196, 10.00000, 35.71429, 0.15597, 48000.00000, 3.99280
1197, 10.00000, 35.71429, 0.15677, 48000.00000, 4.02317
1198, 10.00000, 35.71429, 0.15756, 48000.00000, 4.05384
1199, 10.00000, 35.71429, 0.15836, 48000.00000, 4.08480
1200, 10.00000, 35.71429, 0.15915, 48000.00000, 4.11607
1201, 10.00000, 35.71429, 0.15995, 48000.00000, 4.14765
1202, 10.00000, 35.71429, 0.16074, 48000.00000, 4.17955
1203, 10.00000, 35.71429, 0.16154, 48000.00000, 4.21180
1204, 10.00000, 35.71429, 0.16234, 48000.00000, 4.24438
1205, 10.00000, 35.71429, 0.16313, 48000.00000, 4.27732
1206, 10.00000, 35.71429, 0.16393, 48000.00000, 4.31063
1207, 10.00000, 35.71429, 0.16472, 48000.00000, 4.34431
1208, 10.00000, 35.71429, 0.16552, 48000.00000, 4.37839
1209, 10.00000, 35.71429, 0.16631, 48000.00000, 4.41287
1210, 10.00000, 35.71429, 0.16711, 48000.00000, 4.44777
1211, 10.00000, 35.71429, 0.16791, 48000.00000, 4.48310
1212, 10.00000, 35.71429, 0.16870, 48000.00000, 4.51887
1213, 10.00000, 35.71429, 0.16950, 48000.00000, 4.55511
1214, 10.00000, 35.71429, 0.17029, 48000.00000, 4.59183
1215, 10.00000, 35.71429, 0.17109, 48000.00000, 4.62904
1216, 10.00000, 35.71429, 0.17188, 48000.00000, 4.66677
1217, 10.00000, 35.71429, 0.17268, 48000.00000, 4.70504
1218, 10.00000, 35.71429, 0.17348, 48000.00000, 4.74386
1219, 10.00000, 35.71429, 0.17427, 48000.00000, 4.78326
1220, 10.00000, 35.71429, 0.17507, 48000.00000, 4.82326
1221, 10.00000, 35.71429, 0.17586, 48000.00000, 4.86389
1222, 10.00000, 35.71429, 0.17666, 48000.00000, 4.90517
1223, 10.00000, 35.71429, 0.17746, 48000.00000, 4.94713
1224, 10.00000, 35.71429, 0.17825, 48000.00000, 4.98980
1225, 10.00000, 35.71429, 0.17905, 48000.00000, 5.03321
1226, 10.00000, 35.71429, 0.17984, 48000.00000, 5.07740
1227, 10.00000, 35.71429, 0.18064, 48000.00000, 5.12239
1228, 10.00000, 35.71429, 0.18143, 48000.00000, 5.16823
1229, 10.00000, 35.71429, 0.18223, 48000.00000, 5.21496
1230, 10.00000, 35.71429, 0.18303, 48000.00000, 5.26263
1231, 10.00000, 35.71429, 0.18382, 48000.00000, 5.31127
1232, 10.00000, 35.71429, 0.18462, 48000.00000, 5.36094
1233, 10.00000, 35.71429, 0.18541, 48000.00000, 5.41170
1234, 10.00000, 35.71429, 0.18621, 48000.00000, 5.46359
1235, 10.00000, 35.71429, 0.18700, 48000.00000, 5.51669
1236, 10.00000, 35.71429, 0.18780, 48000.00000, 5.57105
1237, 10.00000, 35.71429, 0.18860, 48000.00000, 5.62676
1238, 10.00000, 35.71429, 0.18939, 48000.00000, 5.68388
1239, 10.00000, 35.71429, 0.19019, 48000.00000, 5.74250
1240, 10.00000, 35.71429, 0.19098, 48000.00000, 5.80271
1241, 10.00000, 35.71429, 0.19178, 48000.00000, 5.86460
1242, 10.00000, 35.71429, 0.19257, 48000.00000, 5.92828
1243, 10.00000, 35.71429, 0.19337, 48000.00000, 5.99386
1244, 10.00000, 35.71429, 0.19417, 48000.00000, 6.06145
1245, 10.00000, 35.71429, 0.19496, 48000.00000, 6.13118
1246, 10.00000, 35.71429, 0.19576, 48000.00000, 6.20319
1247, 10.00000, 35.71429, 0.19655, 48000.00000, 6.27761
1248, 10.00000, 35.71429, 0.19735, 48000.00000, 6.35458
1249, 10.00000, 35.71429, 0.19815, 48000.00000, 6.43425
1250, 10.00000, 35.71429, 0.19894, 48000.00000, 6.51677
1251, 10.00000, 35.71429, 0.19974, 48000.00000, 6.60228
1252, 10.00000, 35.71429, 0.20053, 48000.00000, 6.69090
1253, 10.00000, 35.71429, 0.20133, 48000.00000, 6.78275
1254, 10.00000, 35.71429, 0.20212, 48000.00000, 6.87789
1255, 10.00000, 35.71429, 0.20292, 48000.00000, 6.97635
1256, 10.00000, 35.71429, 0.20372, 48000.00000, 7.07809
1257, 10.00000, 35.71429, 0.20451, 48000.00000, 7.18299
1258, 10.00000, 35.71429, 0.20531, 48000.00000, 7.29081
1259, 10.00000, 35.71429, 0.20610, 48000.00000, 7.40122
1260, 10.00000, 35.71429, 0.20690, 48000.00000, 7.51375
1261, 10.00000, 35.71429, 0.20769, 48000.00000, 7.62780
1262, 10.00000, 35.71429, 0.20849, 48000.00000, 7.74273
1263, 10.00000, 35.71429, 0.20929, 48000.00000, 7.85780
1264, 10.00000, 35.71429, 0.21008, 48000.00000, 7.97227
1265, 10.00000, 35.71429, 0.21088, 48000.00000, 8.08546
1266, 10.00000, 35.71429, 0.21167, 48000.00000, 8.19675
1267, 10.00000, 35.71429, 0.21247, 48000.00000, 8.30561
1268, 10.00000, 35.71429, 0.21326, 48000.00000, 8.41166
1269, 10.00000, 35.71429, 0.21406, 48000.00000, 8.51463
1270, 10.00000, 35.71429, 0.21486, 48000.00000, 8.61436
1271, 10.00000, 35.71429, 0.21565, 48000.00000, 8.71078
1272, 10.00000, 35.71429, 0.21645, 48000.00000, 8.80389
1273, 10.00000, 35.71429, 0.21724, 48000.00000, 8.89374
1274, 10.00000, 35.71429, 0.21804, 48000.00000, 8.98042
1275, 10.00000, 35.71429, 0.21884, 48000.00000, 9.06408
1276, 10.00000, 35.71429, 0.21963, 48000.00000, 9.14483
1277, 10.00000, 35.71429, 0.22043, 48000.00000, 9.22282
1278, 10.00000, 35.71429, 0.22122, 48000.00000, 9.29820
1279, 10.00000, 35.71429, 0.22202, 48000.00000, 9.37111
1280, 10.00000, 35.71429, 0.22281, 48000.00000, 9.44170
1281, 10.00000, 35.71429, 0.22361, 48000.00000, 9.51010
1282, 10.00000, 35.71429, 0.22441, 48000.00000, 9.57644
1283, 10.00000, 35.71429, 0.22520, 48000.00000, 9.64084
1284, 10.00000, 35.71429, 0.22600, 48000.00000, 9.70340
1285, 10.00000, 35.71429, 0.22679, 48000.00000, 9.76425
1286, 10.00000, 35.71429, 0.22759, 48000.00000, 9.82347
1287, 10.00000, 35.71429, 0.22838, 48000.00000, 9.88115
1288, 10.00000, 35.71429, 0.22918, 48000.00000, 9.93739
1289, 10.00000, 35.71429, 0.22998, 48000.00000, 9.99226
1290, 10.00000, 35.71429, 0.23077, 48000.00000, 10.04584
1291, 10.00000, 35.71429, 0.23157, 48000.00000, 10.09818
1292, 10.00000, 35.71429, 0.23236, 48000.00000, 10.14937
1293, 10.00000, 35.71429, 0.23316, 48000.00000, 10.19945
1294, 10.00000, 35.71429, 0.23395, 48000.00000, 10.24848
1295, 10.00000, 35.71429, 0.23475, 48000.00000, 10.29652
1296, 10.00000, 35.71429, 0.23555, 48000.00000, 10.34360
1297, 10.00000, 35.71429, 0.23634, 48000.00000, 10.38978
1298, 10.00000, 35.71429, 0.23714, 48000.00000, 10.43510
1299, 10.00000, 35.71429, 0.23793, 48000.00000, 10.47959
1300, 10.00000, 35.71429, 0.23873, 48000.00000, 10.52329
1301, 10.00000, 35.71429, 0.23952, 48000.00000, 10.56624
1302, 10.00000, 35.71429, 0.24032, 48000.00000, 10.60847
1303, 10.00000, 35.71429, 0.24112, 48000.00000, 10.65001
1304, 10.00000, 35.71429, 0.24191, 48000.00000, 10.69088
1305, 10.00000, 35.71429, 0.24271, 48000.00000, 10.73112
1306, 10.00000, 35.71429, 0.24350, 48000.00000, 10.77075
1307, 10.00000, 35.71429, 0.24430, 48000.00000, 10.80979
1308, 10.00000, 35.71429, 0.24510, 48000.00000, 10.84827
1309, 10.00000, 35.71429, 0.24589, 48000.00000, 10.88621
1310, 10.00000, 35.71429, 0.24669, 48000.00000, 10.92362
1311, 10.00000, 35.71429, 0.24748, 48000.00000, 10.96052
1312, 10.00000, 35.71429, 0.24828, 48000.00000, 10.99694
1313, 10.00000, 35.71429, 0.24907, 48000.00000, 11.03290
1314, 10.00000, 35.71429, 0.24987, 48000.00000, 11.06839
1315, 10.00000, 35.71429, 0.25067, 48000.00000, 11.10345
1316, 10.00000, 35.71429, 0.25146, 48000.00000, 11.13809
1317, 10.00000, 35.71429, 0.25226, 48000.00000, 11.17232
1318, 10.00000, 35.71429, 0.25305, 48000.00000, 11.20616
1319, 10.00000, 35.71429, 0.25385, 48000.00000, 11.23961
1320, 10.00000, 35.71429, 0.25464, 48000.00000, 11.27269
1321, 10.00000, 35.71429, 0.25544, 48000.00000, 11.30541
1322, 10.00000, 35.71429, 0.25624, 48000.00000, 11.33778
1323, 10.00000, 35.71429, 0.25703, 48000.00000, 11.36981
1324, 10.00000, 35.71429, 0.25783, 48000.00000, 11.40152
