t,x,y
4.76948,-10.80634,-10.34014
4.76748,-11.17935,-10.33455
4.76548,-11.55202,-10.32893
4.76348,-11.92403,-10.32327
4.76148,-12.29556,-10.31758
4.75948,-12.66632,-10.31185
4.75748,-13.03654,-10.30609
4.75548,-13.40623,-10.30029
4.75348,-13.77534,-10.29446
4.75147,-14.14380,-10.28859
4.74948,-14.51163,-10.28268
4.74747,-14.87892,-10.27675
4.74547,-15.24562,-10.27078
4.74347,-15.61153,-10.26476
4.74147,-15.97701,-10.25871
4.73947,-16.34178,-10.25263
4.73747,-16.70613,-10.24652
4.73547,-17.06958,-10.24036
4.73347,-17.43279,-10.23417
4.73147,-17.79504,-10.22795
4.72947,-18.15688,-10.22170
4.72747,-18.51797,-10.21540
4.72547,-18.87865,-10.20907
4.72347,-19.23848,-10.20270
4.72147,-19.59775,-10.19630
4.71947,-19.95656,-10.18987
4.71747,-20.31474,-10.18341
4.71547,-20.67210,-10.17689
4.71347,-21.02902,-10.17035
4.71147,-21.38525,-10.16378
4.70947,-21.74081,-10.15717
4.70747,-22.09589,-10.15053
4.70547,-22.45011,-10.14385
4.70347,-22.80381,-10.13713
4.70147,-23.15701,-10.13038
4.69947,-23.50950,-10.12358
4.69747,-23.86115,-10.11676
4.69547,-24.21243,-10.10992
4.69347,-24.56296,-10.10303
4.69147,-24.91299,-10.09610
4.68947,-25.26224,-10.08914
4.68747,-25.61070,-10.08214
4.68547,-25.95889,-10.07512
4.68347,-26.30615,-10.06805
4.68147,-26.65305,-10.06096
4.67947,-26.99912,-10.05382
4.67747,-27.34447,-10.04665
4.67547,-27.68926,-10.03945
4.67347,-28.03342,-10.03221
4.67147,-28.37706,-10.02494
4.66947,-28.71987,-10.01763
4.66747,-29.06191,-10.01028
4.66547,-29.40356,-10.00291
4.66347,-29.74445,-9.99550
4.66147,-30.08475,-9.98805
4.65947,-30.42429,-9.98057
4.65747,-30.76330,-9.97306
4.65547,-31.10134,-9.96550
4.65347,-31.43916,-9.95792
4.65147,-31.77596,-9.95031
4.64947,-32.11248,-9.94265
4.64746,-32.44810,-9.93497
4.64546,-32.78299,-9.92724
4.64346,-33.11739,-9.91949
4.64146,-33.45091,-9.91170
4.63946,-33.78394,-9.90388
4.63746,-34.11624,-9.89602
4.63546,-34.44798,-9.88813
4.63346,-34.77881,-9.88020
4.63146,-35.10914,-9.87224
4.62946,-35.43875,-9.86425
4.62746,-35.76794,-9.85622
4.62546,-36.09610,-9.84817
4.62346,-36.42371,-9.84007
4.62146,-36.75065,-9.83194
4.61946,-37.07690,-9.82378
4.61746,-37.40256,-9.81557
4.61546,-37.72726,-9.80734
4.61346,-38.05165,-9.79908
4.61146,-38.37514,-9.79078
4.60946,-38.69801,-9.78245
4.60746,-39.02020,-9.77408
4.60546,-39.34164,-9.76568
4.60346,-39.66250,-9.75724
4.60146,-39.98246,-9.74878
4.59946,-40.30199,-9.74027
4.59746,-40.62074,-9.73174
4.59546,-40.93871,-9.72317
4.59346,-41.25612,-9.71456
4.59146,-41.57276,-9.70594
4.58946,-41.88876,-9.69726
4.58746,-42.20391,-9.68856
4.58546,-42.51860,-9.67982
4.58346,-42.83240,-9.67104
4.58146,-43.14568,-9.66226
4.57946,-43.45810,-9.65342
4.57746,-43.76989,-9.64454
4.57546,-44.08083,-9.63563
4.57346,-44.39122,-9.62670
4.57146,-44.70100,-9.61773
4.56946,-45.00983,-9.60873
4.56746,-45.31824,-9.59970
4.56546,-45.62581,-9.59062
4.56346,-45.93263,-9.58152
4.56146,-46.23861,-9.57238
4.55946,-46.54417,-9.56323
4.55746,-46.84878,-9.55402
4.55546,-47.15288,-9.54478
4.55346,-47.45610,-9.53550
4.55146,-47.75844,-9.52621
4.54946,-48.06039,-9.51688
4.54745,-48.36154,-9.50751
4.54545,-48.66207,-9.49811
4.54345,-48.96181,-9.48868
4.54145,-49.26069,-9.47921
4.53945,-49.55904,-9.46972
4.53745,-49.85652,-9.46019
4.53545,-50.15344,-9.45063
4.53345,-50.44935,-9.44103
4.53145,-50.74491,-9.43141
4.52945,-51.03948,-9.42174
4.52745,-51.33324,-9.41205
4.52545,-51.62653,-9.40232
4.52345,-51.91894,-9.39258
4.52145,-52.21074,-9.38277
4.51945,-52.50158,-9.37294
4.51745,-52.79202,-9.36310
4.51545,-53.08139,-9.35321
4.51345,-53.37033,-9.34330
4.51145,-53.65841,-9.33334
4.50945,-53.94566,-9.32335
4.50745,-54.23226,-9.31334
4.50545,-54.51818,-9.30330
4.50345,-54.80321,-9.29321
4.50145,-55.08761,-9.28309
4.49945,-55.37131,-9.27295
4.49745,-55.65405,-9.26277
4.49545,-55.93615,-9.25257
4.49345,-56.21779,-9.24233
4.49145,-56.49832,-9.23205
4.48945,-56.77831,-9.22174
4.48745,-57.05750,-9.21141
4.48545,-57.33585,-9.20105
4.48345,-57.61359,-9.19064
4.48145,-57.89029,-9.18021
4.47945,-58.16662,-9.16975
4.47745,-58.44190,-9.15925
4.47545,-58.71667,-9.14874
4.47345,-58.99060,-9.13817
4.47145,-59.26377,-9.12758
4.46945,-59.53603,-9.11695
4.46745,-59.80780,-9.10631
4.46545,-60.07874,-9.09563
4.46345,-60.34872,-9.08490
4.46145,-60.61824,-9.07417
4.45945,-60.88676,-9.06338
4.45745,-61.15479,-9.05257
4.45545,-61.42173,-9.04174
4.45344,-61.68809,-9.03086
4.45145,-61.95354,-9.01997
4.44944,-62.21848,-9.00902
4.44744,-62.48245,-8.99806
4.44544,-62.74581,-8.98706
4.44344,-63.00816,-8.97604
4.44144,-63.26990,-8.96498
4.43944,-63.53107,-8.95389
4.43744,-63.79113,-8.94277
4.43544,-64.05048,-8.93162
4.43344,-64.30912,-8.92044
4.43144,-64.56697,-8.90922
4.42944,-64.82422,-8.89798
4.42744,-65.08052,-8.88670
4.42544,-65.33601,-8.87540
4.42344,-65.59079,-8.86406
4.42144,-65.84485,-8.85270
4.41944,-66.09814,-8.84130
4.41744,-66.35043,-8.82986
4.41544,-66.60209,-8.81841
4.41344,-66.85304,-8.80694
4.41144,-67.10312,-8.79540
4.40944,-67.35251,-8.78386
4.40744,-67.60106,-8.77228
4.40544,-67.84866,-8.76067
4.40344,-68.09573,-8.74904
4.40144,-68.34187,-8.73736
4.39944,-68.58730,-8.72566
4.39744,-68.83187,-8.71392
4.39544,-69.07570,-8.70217
4.39344,-69.31879,-8.69038
4.39144,-69.56100,-8.67857
4.38944,-69.80255,-8.66673
4.38744,-70.04316,-8.65484
4.38544,-70.28298,-8.64292
4.38344,-70.52202,-8.63098
4.38144,-70.76037,-8.61900
4.37944,-70.99776,-8.60701
4.37744,-71.23460,-8.59499
4.37544,-71.47038,-8.58293
4.37344,-71.70546,-8.57083
4.37144,-71.93971,-8.55872
4.36944,-72.17314,-8.54657
4.36744,-72.40579,-8.53439
4.36544,-72.63773,-8.52218
4.36344,-72.86894,-8.50995
4.36144,-73.09918,-8.49768
4.35944,-73.32869,-8.48539
4.35744,-73.55730,-8.47306
4.35544,-73.78523,-8.46071
4.35344,-74.01231,-8.44833
4.35144,-74.23853,-8.43591
4.34943,-74.46401,-8.42347
4.34743,-74.68872,-8.41101
4.34543,-74.91254,-8.39850
4.34343,-75.13549,-8.38597
4.34143,-75.35775,-8.37343
4.33943,-75.57923,-8.36083
4.33743,-75.79973,-8.34821
4.33543,-76.01959,-8.33558
4.33343,-76.23856,-8.32290
4.33143,-76.45667,-8.31020
4.32943,-76.67415,-8.29748
4.32743,-76.89064,-8.28471
4.32543,-77.10636,-8.27194
4.32343,-77.32122,-8.25912
4.32143,-77.53532,-8.24627
4.31943,-77.74863,-8.23340
4.31743,-77.96120,-8.22050
4.31543,-78.17274,-8.20758
4.31343,-78.38354,-8.19462
4.31143,-78.59352,-8.18162
4.30943,-78.80260,-8.16861
4.30743,-79.01096,-8.15558
4.30543,-79.21846,-8.14250
4.30343,-79.42517,-8.12940
4.30143,-79.63111,-8.11627
4.29943,-79.83605,-8.10311
4.29743,-80.04029,-8.08994
4.29543,-80.24373,-8.07673
4.29343,-80.44624,-8.06349
4.29143,-80.64809,-8.05022
4.28943,-80.84888,-8.03693
4.28743,-81.04901,-8.02361
4.28543,-81.24824,-8.01025
4.28343,-81.44665,-7.99688
4.28143,-81.64416,-7.98347
4.27943,-81.84085,-7.97004
4.27743,-82.03683,-7.95658
4.27543,-82.23195,-7.94309
4.27343,-82.42626,-7.92958
4.27143,-82.61961,-7.91604
4.26943,-82.81221,-7.90247
4.26743,-83.00400,-7.88888
4.26543,-83.19482,-7.87525
4.26343,-83.38485,-7.86159
4.26143,-83.57406,-7.84792
4.25943,-83.76255,-7.83422
4.25743,-83.95009,-7.82049
4.25543,-84.13682,-7.80673
4.25343,-84.32259,-7.79293
4.25143,-84.50765,-7.77913
4.24942,-84.69181,-7.76528
4.24742,-84.87516,-7.75142
4.24542,-85.05773,-7.73753
4.24342,-85.23922,-7.72359
4.24142,-85.42008,-7.70966
4.23942,-85.60009,-7.69568
4.23742,-85.77919,-7.68168
4.23542,-85.95734,-7.66766
4.23342,-86.13496,-7.65360
4.23142,-86.31139,-7.63953
4.22942,-86.48720,-7.62541
4.22742,-86.66210,-7.61129
4.22542,-86.83600,-7.59713
4.22342,-87.00919,-7.58294
4.22142,-87.18157,-7.56874
4.21942,-87.35304,-7.55449
4.21742,-87.52361,-7.54023
4.21542,-87.69341,-7.52594
4.21342,-87.86240,-7.51163
4.21142,-88.03029,-7.49728
4.20942,-88.19756,-7.48292
4.20742,-88.36384,-7.46852
4.20542,-88.52935,-7.45410
4.20342,-88.69409,-7.43966
4.20142,-88.85784,-7.42519
4.19942,-89.02068,-7.41070
4.19742,-89.18271,-7.39618
4.19542,-89.34398,-7.38163
4.19342,-89.50429,-7.36705
4.19142,-89.66383,-7.35245
4.18942,-89.82239,-7.33784
4.18742,-89.98017,-7.32319
4.18542,-90.13715,-7.30852
4.18342,-90.29317,-7.29382
4.18142,-90.44829,-7.27909
4.17942,-90.60264,-7.26434
4.17742,-90.75599,-7.24957
4.17542,-90.90862,-7.23476
4.17342,-91.06045,-7.21994
4.17142,-91.21127,-7.20510
4.16942,-91.36124,-7.19022
4.16742,-91.51039,-7.17532
4.16542,-91.65865,-7.16039
4.16342,-91.80603,-7.14545
4.16142,-91.95256,-7.13048
4.15942,-92.09814,-7.11547
4.15742,-92.24296,-7.10045
4.15542,-92.38682,-7.08540
4.15342,-92.53001,-7.07034
4.15142,-92.67225,-7.05525
4.14942,-92.81345,-7.04012
4.14741,-92.95387,-7.02497
4.14541,-93.09349,-7.00981
4.14341,-93.23216,-6.99462
4.14141,-93.37001,-6.97940
4.13941,-93.50690,-6.96415
4.13741,-93.64309,-6.94890
4.13541,-93.77823,-6.93361
4.13341,-93.91251,-6.91829
4.13141,-94.04597,-6.90295
4.12941,-94.17854,-6.88759
4.12741,-94.31029,-6.87221
4.12541,-94.44103,-6.85680
4.12341,-94.57106,-6.84136
4.12141,-94.70015,-6.82592
4.11941,-94.82837,-6.81043
4.11741,-94.95549,-6.79492
4.11541,-95.08205,-6.77940
4.11341,-95.20764,-6.76386
4.11141,-95.33238,-6.74829
4.10941,-95.45617,-6.73269
4.10741,-95.57900,-6.71707
4.10541,-95.70103,-6.70143
4.10341,-95.82228,-6.68576
4.10141,-95.94250,-6.67007
4.09941,-96.06194,-6.65437
4.09741,-96.18044,-6.63863
4.09541,-96.29812,-6.62287
4.09341,-96.41486,-6.60709
4.09141,-96.53068,-6.59128
4.08941,-96.64564,-6.57546
4.08741,-96.75966,-6.55962
4.08541,-96.87295,-6.54374
4.08341,-96.98520,-6.52784
4.08141,-97.09668,-6.51193
4.07941,-97.20726,-6.49600
4.07741,-97.31689,-6.48003
4.07541,-97.42570,-6.46404
4.07341,-97.53361,-6.44804
4.07141,-97.64061,-6.43202
4.06941,-97.74661,-6.41596
4.06741,-97.85194,-6.39989
4.06541,-97.95618,-6.38379
4.06341,-98.05971,-6.36768
4.06141,-98.16227,-6.35153
4.05941,-98.26398,-6.33538
4.05741,-98.36483,-6.31920
4.05541,-98.46473,-6.30299
4.05341,-98.56358,-6.28676
4.05140,-98.66180,-6.27051
4.04941,-98.75894,-6.25425
4.04740,-98.85540,-6.23796
4.04540,-98.95071,-6.22165
4.04340,-99.04528,-6.20531
4.04140,-99.13893,-6.18896
4.03940,-99.23163,-6.17257
4.03740,-99.32356,-6.15618
4.03540,-99.41444,-6.13976
4.03340,-99.50461,-6.12332
4.03140,-99.59387,-6.10686
4.02940,-99.68210,-6.09037
4.02740,-99.76945,-6.07387
4.02540,-99.85605,-6.05735
4.02340,-99.94154,-6.04080
4.02140,-100.02628,-6.02423
4.01940,-100.11005,-6.00764
4.01740,-100.19307,-5.99104
4.01540,-100.27504,-5.97442
4.01340,-100.35610,-5.95775
4.01140,-100.43640,-5.94109
4.00940,-100.51566,-5.92440
4.00740,-100.59418,-5.90769
4.00540,-100.67168,-5.89096
4.00340,-100.74835,-5.87420
4.00140,-100.82402,-5.85743
3.99940,-100.89893,-5.84064
3.99740,-100.97284,-5.82383
3.99540,-101.04599,-5.80700
3.99340,-101.11804,-5.79014
3.99140,-101.18925,-5.77327
3.98940,-101.25966,-5.75638
3.98740,-101.32899,-5.73946
3.98540,-101.39751,-5.72253
3.98340,-101.46523,-5.70558
3.98140,-101.53203,-5.68861
3.97940,-101.59783,-5.67162
3.97740,-101.66273,-5.65461
3.97540,-101.72687,-5.63758
3.97340,-101.78986,-5.62053
3.97140,-101.85218,-5.60346
3.96940,-101.91345,-5.58637
3.96740,-101.97385,-5.56926
3.96540,-102.03333,-5.55212
3.96340,-102.09203,-5.53499
3.96140,-102.14977,-5.51782
3.95940,-102.20661,-5.50064
3.95740,-102.26250,-5.48344
3.95540,-102.31743,-5.46621
3.95340,-102.37146,-5.44897
3.95140,-102.42481,-5.43171
3.94939,-102.47707,-5.41443
3.94739,-102.52847,-5.39713
3.94539,-102.57893,-5.37982
3.94339,-102.62852,-5.36248
3.94139,-102.67720,-5.34513
3.93939,-102.72494,-5.32775
3.93739,-102.77180,-5.31037
3.93539,-102.81778,-5.29296
3.93339,-102.86284,-5.27554
3.93139,-102.90697,-5.25809
3.92939,-102.95033,-5.24063
3.92739,-102.99258,-5.22315
3.92539,-103.03402,-5.20565
3.92339,-103.07451,-5.18813
3.92139,-103.11413,-5.17059
3.91939,-103.15285,-5.15304
3.91739,-103.19066,-5.13547
3.91539,-103.22757,-5.11788
3.91339,-103.26352,-5.10027
3.91139,-103.29852,-5.08265
3.90939,-103.33281,-5.06502
3.90739,-103.36611,-5.04735
3.90539,-103.39847,-5.02968
3.90339,-103.42993,-5.01198
3.90139,-103.46041,-4.99427
3.89939,-103.49007,-4.97655
3.89739,-103.51877,-4.95880
3.89539,-103.54657,-4.94104
3.89339,-103.57352,-4.92326
3.89139,-103.59945,-4.90546
3.88939,-103.62459,-4.88765
3.88739,-103.64876,-4.86981
3.88539,-103.67207,-4.85198
3.88339,-103.69439,-4.83410
3.88139,-103.71590,-4.81623
3.87939,-103.73650,-4.79833
3.87739,-103.75620,-4.78042
3.87539,-103.77483,-4.76248
3.87339,-103.79262,-4.74454
3.87139,-103.80965,-4.72658
3.86939,-103.82561,-4.70860
3.86739,-103.84068,-4.69060
3.86539,-103.85494,-4.67259
3.86339,-103.86820,-4.65457
3.86139,-103.88055,-4.63652
3.85939,-103.89209,-4.61847
3.85739,-103.90253,-4.60038
3.85539,-103.91216,-4.58229
3.85339,-103.92088,-4.56418
3.85139,-103.92871,-4.54606
3.84938,-103.93572,-4.52793
3.84738,-103.94170,-4.50977
3.84538,-103.94678,-4.49160
3.84338,-103.95103,-4.47341
3.84138,-103.95422,-4.45521
3.83938,-103.95670,-4.43700
3.83738,-103.95818,-4.41877
3.83538,-103.95863,-4.40051
3.83338,-103.95825,-4.38226
3.83138,-103.95699,-4.36398
3.82938,-103.95479,-4.34569
3.82738,-103.95164,-4.32738
3.82538,-103.94774,-4.30905
3.82338,-103.94287,-4.29072
3.82138,-103.93696,-4.27237
3.81938,-103.93028,-4.25400
3.81738,-103.92265,-4.23562
3.81538,-103.91412,-4.21722
3.81338,-103.90458,-4.19880
3.81138,-103.89430,-4.18039
3.80938,-103.88298,-4.16194
3.80738,-103.87082,-4.14350
3.80538,-103.85776,-4.12502
3.80338,-103.84364,-4.10654
3.80138,-103.82886,-4.08804
3.79938,-103.81293,-4.06953
3.79738,-103.79630,-4.05101
3.79538,-103.77869,-4.03248
3.79338,-103.76006,-4.01391
3.79138,-103.74060,-3.99536
3.78938,-103.72023,-3.97677
3.78738,-103.69892,-3.95817
3.78538,-103.67689,-3.93958
3.78338,-103.65367,-3.92095
3.78138,-103.62964,-3.90231
3.77938,-103.60484,-3.88367
3.77738,-103.57899,-3.86500
3.77538,-103.55232,-3.84633
3.77338,-103.52464,-3.82764
3.77138,-103.49612,-3.80894
3.76938,-103.46665,-3.79023
3.76738,-103.43628,-3.77149
3.76538,-103.40505,-3.75276
3.76338,-103.37286,-3.73400
3.76138,-103.33969,-3.71523
3.75938,-103.30577,-3.69645
3.75738,-103.27086,-3.67766
3.75538,-103.23506,-3.65886
3.75338,-103.19839,-3.64004
3.75138,-103.16081,-3.62122
3.74937,-103.12224,-3.60237
3.74738,-103.08280,-3.58351
3.74537,-103.04250,-3.56465
3.74337,-103.00127,-3.54577
3.74137,-102.95906,-3.52687
3.73937,-102.91605,-3.50797
3.73737,-102.87206,-3.48906
3.73537,-102.82716,-3.47012
3.73337,-102.78143,-3.45119
3.73137,-102.73476,-3.43223
3.72937,-102.68712,-3.41326
3.72737,-102.63877,-3.39430
3.72537,-102.58927,-3.37530
3.72337,-102.53892,-3.35630
3.72137,-102.48771,-3.33728
3.71937,-102.43564,-3.31827
3.71737,-102.38271,-3.29924
3.71537,-102.32874,-3.28019
3.71337,-102.27389,-3.26113
3.71137,-102.21825,-3.24207
3.70937,-102.16161,-3.22299
3.70737,-102.10414,-3.20390
3.70537,-102.04563,-3.18480
3.70337,-101.98631,-3.16568
3.70137,-101.92612,-3.14656
3.69937,-101.86496,-3.12743
3.69737,-101.80292,-3.10828
3.69537,-101.73997,-3.08913
3.69337,-101.67609,-3.06996
3.69137,-101.61128,-3.05078
3.68937,-101.54569,-3.03160
3.68737,-101.47910,-3.01239
3.68537,-101.41168,-2.99319
3.68337,-101.34328,-2.97397
3.68137,-101.27420,-2.95475
3.67937,-101.20387,-2.93550
3.67737,-101.13283,-2.91625
3.67537,-101.06094,-2.89700
3.67337,-100.98801,-2.87773
3.67137,-100.91434,-2.85845
3.66937,-100.83963,-2.83916
3.66737,-100.76408,-2.81986
3.66537,-100.68768,-2.80056
3.66337,-100.61031,-2.78123
3.66137,-100.53201,-2.76190
3.65937,-100.45300,-2.74257
3.65737,-100.37286,-2.72322
3.65537,-100.29204,-2.70387
3.65337,-100.21011,-2.68450
3.65137,-100.12738,-2.66513
3.64936,-100.04379,-2.64574
3.64737,-99.95930,-2.62635
3.64536,-99.87378,-2.60695
3.64336,-99.78754,-2.58754
3.64136,-99.70031,-2.56812
3.63936,-99.61226,-2.54869
3.63736,-99.52321,-2.52925
3.63536,-99.43333,-2.50980
3.63336,-99.34249,-2.49035
3.63136,-99.25084,-2.47088
3.62936,-99.15826,-2.45141
3.62736,-99.06483,-2.43194
3.62536,-98.97046,-2.41244
3.62336,-98.87517,-2.39294
3.62136,-98.77898,-2.37343
3.61936,-98.68192,-2.35392
3.61736,-98.58405,-2.33441
3.61536,-98.48515,-2.31487
3.61336,-98.38545,-2.29533
3.61136,-98.28493,-2.27579
3.60936,-98.18344,-2.25624
3.60736,-98.08109,-2.23668
3.60536,-97.97778,-2.21710
3.60336,-97.87360,-2.19752
3.60136,-97.76857,-2.17794
3.59936,-97.66267,-2.15835
3.59736,-97.55585,-2.13875
3.59536,-97.44814,-2.11914
3.59336,-97.33954,-2.09953
3.59136,-97.23005,-2.07991
3.58936,-97.11971,-2.06028
3.58736,-97.00839,-2.04064
3.58536,-96.89624,-2.02100
3.58336,-96.78330,-2.00136
3.58136,-96.66936,-1.98170
3.57936,-96.55459,-1.96203
3.57736,-96.43886,-1.94236
3.57536,-96.32232,-1.92269
3.57336,-96.20485,-1.90300
3.57136,-96.08655,-1.88331
3.56936,-95.96727,-1.86361
3.56736,-95.84718,-1.84390
3.56536,-95.72627,-1.82420
3.56336,-95.60442,-1.80449
3.56136,-95.48166,-1.78476
3.55936,-95.35809,-1.76504
3.55736,-95.23354,-1.74530
3.55536,-95.10822,-1.72556
3.55336,-94.98190,-1.70581
3.55135,-94.85476,-1.68606
3.54935,-94.72673,-1.66630
3.54735,-94.59789,-1.64654
3.54535,-94.46812,-1.62677
3.54335,-94.33746,-1.60699
3.54135,-94.20600,-1.58721
3.53935,-94.07351,-1.56742
3.53735,-93.94033,-1.54763
3.53535,-93.80620,-1.52784
3.53335,-93.67116,-1.50804
3.53135,-93.53521,-1.48823
3.52935,-93.39845,-1.46842
3.52735,-93.26079,-1.44860
3.52535,-93.12227,-1.42877
3.52335,-92.98289,-1.40895
3.52135,-92.84270,-1.38911
3.51935,-92.70156,-1.36928
3.51735,-92.55952,-1.34943
3.51535,-92.41665,-1.32959
3.51335,-92.27286,-1.30973
3.51135,-92.12837,-1.28989
3.50935,-91.98282,-1.27002
3.50735,-91.83658,-1.25016
3.50535,-91.68920,-1.23028
3.50335,-91.54127,-1.21042
3.50135,-91.39230,-1.19055
3.49935,-91.24245,-1.17066
3.49735,-91.09180,-1.15078
3.49535,-90.94017,-1.13088
3.49335,-90.78782,-1.11099
3.49135,-90.63454,-1.09109
3.48935,-90.48039,-1.07119
3.48735,-90.32543,-1.05129
3.48535,-90.16950,-1.03138
3.48335,-90.01276,-1.01146
3.48135,-89.85519,-0.99155
3.47935,-89.69676,-0.97163
3.47735,-89.53748,-0.95171
3.47535,-89.37738,-0.93179
3.47335,-89.21628,-0.91186
3.47135,-89.05447,-0.89193
3.46935,-88.89165,-0.87199
3.46735,-88.72809,-0.85206
3.46535,-88.56364,-0.83212
3.46335,-88.39828,-0.81217
3.46135,-88.23211,-0.79222
3.45935,-88.06508,-0.77227
3.45735,-87.89718,-0.75232
3.45535,-87.72850,-0.73237
3.45335,-87.55882,-0.71241
3.45134,-87.38844,-0.69245
3.44935,-87.21721,-0.67250
3.44734,-87.04495,-0.65252
3.44534,-86.87208,-0.63257
3.44334,-86.69807,-0.61259
3.44134,-86.52344,-0.59262
3.43934,-86.34801,-0.57265
3.43734,-86.17151,-0.55267
3.43534,-85.99432,-0.53270
3.43334,-85.81617,-0.51271
3.43134,-85.63724,-0.49273
3.42934,-85.45754,-0.47276
3.42734,-85.27689,-0.45278
3.42534,-85.09533,-0.43278
3.42334,-84.91306,-0.41280
3.42134,-84.72991,-0.39281
3.41934,-84.54585,-0.37282
3.41734,-84.36107,-0.35283
3.41534,-84.17535,-0.33284
3.41334,-83.98885,-0.31285
3.41134,-83.80148,-0.29286
3.40934,-83.61317,-0.27285
3.40734,-83.42421,-0.25286
3.40534,-83.23429,-0.23286
3.40334,-83.04353,-0.21286
3.40134,-82.85205,-0.19287
3.39934,-82.65953,-0.17286
3.39734,-82.46638,-0.15288
3.39534,-82.27227,-0.13286
3.39334,-82.07741,-0.11287
3.39134,-81.88171,-0.09287
3.38934,-81.68507,-0.07287
3.38734,-81.48766,-0.05286
3.38534,-81.28948,-0.03287
3.38334,-81.09030,-0.01286
3.38134,-80.89044,0.00714
3.37934,-80.68967,0.02715
3.37734,-80.48823,0.04714
3.37534,-80.28581,0.06714
3.37334,-80.08256,0.08715
3.37134,-79.87854,0.10715
3.36934,-79.67363,0.12715
3.36734,-79.46797,0.14714
3.36534,-79.26144,0.16715
3.36334,-79.05412,0.18714
3.36134,-78.84586,0.20715
3.35934,-78.63689,0.22715
3.35734,-78.42715,0.24714
3.35534,-78.21643,0.26714
3.35334,-78.00503,0.28713
3.35134,-77.79269,0.30714
3.34934,-77.57961,0.32712
3.34733,-77.36583,0.34711
3.34533,-77.15105,0.36710
3.34333,-76.93552,0.38709
3.34133,-76.71900,0.40709
3.33933,-76.50187,0.42707
3.33733,-76.28391,0.44706
3.33533,-76.06506,0.46704
3.33333,-75.84546,0.48702
3.33133,-75.62498,0.50701
3.32933,-75.40376,0.52698
3.32733,-75.18169,0.54696
3.32533,-74.95887,0.56693
3.32333,-74.73512,0.58692
3.32133,-74.51082,0.60687
3.31933,-74.28539,0.62685
3.31733,-74.05930,0.64682
3.31533,-73.83244,0.66678
3.31333,-73.60471,0.68674
3.31133,-73.37625,0.70669
3.30933,-73.14684,0.72666
3.30733,-72.91670,0.74662
3.30533,-72.68575,0.76657
3.30333,-72.45414,0.78651
3.30133,-72.22152,0.80647
3.29933,-71.98811,0.82642
3.29733,-71.75407,0.84635
3.29533,-71.51923,0.86628
3.29333,-71.28341,0.88623
3.29133,-71.04695,0.90615
3.28933,-70.80953,0.92609
3.28733,-70.57143,0.94602
3.28533,-70.33264,0.96593
3.28333,-70.09292,0.98585
3.28133,-69.85240,1.00577
3.27933,-69.61107,1.02569
3.27733,-69.36903,1.04559
3.27533,-69.12624,1.06550
3.27333,-68.88242,1.08541
3.27133,-68.63806,1.10530
3.26933,-68.39281,1.12519
3.26733,-68.14683,1.14508
3.26533,-67.89999,1.16497
3.26333,-67.65239,1.18486
3.26133,-67.40405,1.20473
3.25933,-67.15494,1.22460
3.25733,-66.90498,1.24447
3.25533,-66.65423,1.26434
3.25333,-66.40279,1.28420
3.25132,-66.15041,1.30406
3.24933,-65.89742,1.32391
3.24732,-65.64350,1.34377
3.24532,-65.38896,1.36360
3.24332,-65.13351,1.38345
3.24132,-64.87737,1.40327
3.23932,-64.62050,1.42310
3.23732,-64.36269,1.44293
3.23532,-64.10420,1.46275
3.23332,-63.84487,1.48257
3.23132,-63.58493,1.50237
3.22932,-63.32411,1.52217
3.22732,-63.06250,1.54198
3.22532,-62.80022,1.56177
3.22332,-62.53712,1.58155
3.22132,-62.27317,1.60134
3.21932,-62.00857,1.62111
3.21732,-61.74314,1.64089
3.21532,-61.47701,1.66065
3.21332,-61.21022,1.68040
3.21132,-60.94239,1.70017
3.20932,-60.67393,1.71991
3.20732,-60.40475,1.73965
3.20532,-60.13465,1.75940
3.20332,-59.86411,1.77912
3.20132,-59.59258,1.79884
3.19932,-59.32017,1.81857
3.19732,-59.04727,1.83827
3.19532,-58.77354,1.85797
3.19332,-58.49901,1.87768
3.19132,-58.22368,1.89737
3.18932,-57.94771,1.91706
3.18732,-57.67090,1.93674
3.18532,-57.39350,1.95640
3.18332,-57.11515,1.97607
3.18132,-56.83622,1.99573
3.17932,-56.55632,2.01539
3.17732,-56.27596,2.03502
3.17532,-55.99472,2.05466
3.17332,-55.71273,2.07429
3.17132,-55.42998,2.09392
3.16932,-55.14641,2.11354
3.16732,-54.86221,2.13315
3.16532,-54.57728,2.15275
3.16332,-54.29159,2.17234
3.16132,-54.00514,2.19193
3.15932,-53.71802,2.21150
3.15732,-53.43008,2.23108
3.15532,-53.14142,2.25064
3.15332,-52.85206,2.27020
3.15131,-52.56192,2.28975
3.14931,-52.27108,2.30928
3.14732,-51.97955,2.32882
3.14531,-51.68719,2.34835
3.14331,-51.39418,2.36786
3.14131,-51.10049,2.38736
3.13931,-50.80607,2.40686
3.13731,-50.51074,2.42636
3.13531,-50.21489,2.44583
3.13331,-49.91810,2.46532
3.13131,-49.62077,2.48478
3.12931,-49.32268,2.50424
3.12731,-49.02384,2.52369
3.12531,-48.72419,2.54313
3.12331,-48.42403,2.56256
3.12131,-48.12303,2.58198
3.11931,-47.82138,2.60139
3.11731,-47.51880,2.62080
3.11531,-47.21570,2.64020
3.11331,-46.91195,2.65958
3.11131,-46.60728,2.67896
3.10931,-46.30212,2.69833
