t,x,y
-0.99710,217.96388,-8.60529
-0.99910,217.48651,-8.61730
-1.00110,217.00873,-8.62927
-1.00310,216.53073,-8.64122
-1.00510,216.05301,-8.65313
-1.00710,215.57487,-8.66501
-1.00910,215.09628,-8.67687
-1.01110,214.61777,-8.68869
-1.01310,214.13882,-8.70049
-1.01510,213.65990,-8.71225
-1.01710,213.18054,-8.72399
-1.01910,212.70125,-8.73569
-1.02110,212.22156,-8.74737
-1.02310,211.74213,-8.75901
-1.02510,211.26208,-8.77062
-1.02710,210.78204,-8.78220
-1.02910,210.30185,-8.79376
-1.03110,209.82129,-8.80528
-1.03310,209.34052,-8.81678
-1.03510,208.85980,-8.82824
-1.03710,208.37892,-8.83967
-1.03910,207.89763,-8.85107
-1.04110,207.41666,-8.86244
-1.04310,206.93506,-8.87378
-1.04510,206.45352,-8.88509
-1.04710,205.97159,-8.89637
-1.04910,205.48972,-8.90761
-1.05111,205.00745,-8.91883
-1.05311,204.52527,-8.93002
-1.05511,204.04269,-8.94118
-1.05711,203.56021,-8.95230
-1.05910,203.07782,-8.96339
-1.06111,202.59479,-8.97445
-1.06311,202.11160,-8.98549
-1.06511,201.62851,-8.99649
-1.06711,201.14526,-9.00746
-1.06911,200.66167,-9.01840
-1.07111,200.17792,-9.02931
-1.07311,199.69427,-9.04018
-1.07511,199.21046,-9.05103
-1.07711,198.72653,-9.06184
-1.07911,198.24245,-9.07262
-1.08111,197.75800,-9.08337
-1.08311,197.27368,-9.09409
-1.08511,196.78897,-9.10478
-1.08711,196.30435,-9.11544
-1.08911,195.81943,-9.12607
-1.09111,195.33456,-9.13666
-1.09311,194.84940,-9.14723
-1.09511,194.36453,-9.15775
-1.09711,193.87932,-9.16825
-1.09911,193.39372,-9.17872
-1.10111,192.90805,-9.18916
-1.10311,192.42249,-9.19956
-1.10511,191.93680,-9.20993
-1.10711,191.45074,-9.22027
-1.10911,190.96463,-9.23059
-1.11111,190.47861,-9.24086
-1.11311,189.99277,-9.25110
-1.11511,189.50629,-9.26132
-1.11711,189.01999,-9.27150
-1.11911,188.53329,-9.28165
-1.12111,188.04683,-9.29176
-1.12311,187.55994,-9.30185
-1.12511,187.07321,-9.31190
-1.12711,186.58617,-9.32193
-1.12911,186.09924,-9.33191
-1.13111,185.61224,-9.34187
-1.13311,185.12518,-9.35179
-1.13511,184.63797,-9.36168
-1.13711,184.15048,-9.37155
-1.13911,183.66290,-9.38138
-1.14111,183.17545,-9.39117
-1.14311,182.68790,-9.40093
-1.14511,182.20010,-9.41066
-1.14712,181.71219,-9.42036
-1.14911,181.22467,-9.43002
-1.15111,180.73683,-9.43965
-1.15312,180.24872,-9.44925
-1.15512,179.76074,-9.45882
-1.15712,179.27246,-9.46836
-1.15912,178.78436,-9.47786
-1.16112,178.29590,-9.48733
-1.16312,177.80768,-9.49677
-1.16512,177.31918,-9.50617
-1.16712,176.83105,-9.51554
-1.16912,176.34235,-9.52488
-1.17112,175.85390,-9.53418
-1.17312,175.36536,-9.54345
-1.17512,174.87653,-9.55270
-1.17712,174.38766,-9.56190
-1.17912,173.89893,-9.57108
-1.18112,173.41019,-9.58021
-1.18312,172.92111,-9.58932
-1.18512,172.43256,-9.59839
-1.18712,171.94339,-9.60744
-1.18912,171.45450,-9.61644
-1.19112,170.96529,-9.62542
-1.19312,170.47626,-9.63436
-1.19512,169.98703,-9.64327
-1.19712,169.49791,-9.65214
-1.19912,169.00853,-9.66099
-1.20112,168.51941,-9.66979
-1.20312,168.03049,-9.67856
-1.20512,167.54102,-9.68731
-1.20712,167.05153,-9.69602
-1.20912,166.56226,-9.70469
-1.21112,166.07297,-9.71333
-1.21312,165.58342,-9.72194
-1.21512,165.09384,-9.73052
-1.21712,164.60452,-9.73906
-1.21912,164.11514,-9.74756
-1.22112,163.62573,-9.75603
-1.22312,163.13635,-9.76447
-1.22512,162.64670,-9.77288
-1.22712,162.15727,-9.78125
-1.22912,161.66763,-9.78959
-1.23112,161.17815,-9.79789
-1.23312,160.68843,-9.80617
-1.23512,160.19907,-9.81440
-1.23712,159.70934,-9.82261
-1.23912,159.22012,-9.83077
-1.24112,158.73065,-9.83890
-1.24312,158.24100,-9.84701
-1.24512,157.75131,-9.85508
-1.24712,157.26187,-9.86311
-1.24912,156.77246,-9.87111
-1.25113,156.28278,-9.87907
-1.25313,155.79312,-9.88700
-1.25513,155.30376,-9.89490
-1.25712,154.81459,-9.90276
-1.25913,154.32501,-9.91059
-1.26113,153.83566,-9.91838
-1.26313,153.34605,-9.92614
-1.26513,152.85678,-9.93387
-1.26713,152.36725,-9.94156
-1.26913,151.87802,-9.94922
-1.27113,151.38850,-9.95684
-1.27313,150.89929,-9.96443
-1.27513,150.41016,-9.97198
-1.27713,149.92099,-9.97950
-1.27913,149.43190,-9.98698
-1.28113,148.94257,-9.99444
-1.28313,148.45331,-10.00185
-1.28513,147.96432,-10.00923
-1.28713,147.47534,-10.01658
-1.28913,146.98621,-10.02389
-1.29113,146.49707,-10.03117
-1.29313,146.00848,-10.03841
-1.29513,145.51970,-10.04562
-1.29713,145.03070,-10.05279
-1.29913,144.54202,-10.05993
-1.30113,144.05316,-10.06704
-1.30313,143.56454,-10.07411
-1.30513,143.07582,-10.08114
-1.30713,142.58736,-10.08814
-1.30913,142.09869,-10.09511
-1.31113,141.61057,-10.10203
-1.31313,141.12201,-10.10893
-1.31513,140.63385,-10.11579
-1.31713,140.14566,-10.12262
-1.31913,139.65735,-10.12941
-1.32113,139.16907,-10.13617
-1.32313,138.68111,-10.14289
-1.32513,138.19321,-10.14957
-1.32713,137.70515,-10.15622
-1.32913,137.21765,-10.16284
-1.33113,136.72980,-10.16942
-1.33313,136.24220,-10.17596
-1.33513,135.75447,-10.18247
-1.33713,135.26706,-10.18895
-1.33913,134.77950,-10.19539
-1.34113,134.29224,-10.20179
-1.34313,133.80484,-10.20816
-1.34513,133.31778,-10.21450
-1.34714,132.83057,-10.22080
-1.34913,132.34390,-10.22706
-1.35114,131.85687,-10.23329
-1.35314,131.37018,-10.23948
-1.35513,130.88358,-10.24564
-1.35714,130.39682,-10.25176
-1.35914,129.91022,-10.25785
-1.36114,129.42389,-10.26390
-1.36314,128.93768,-10.26991
-1.36514,128.45139,-10.27590
-1.36714,127.96562,-10.28184
-1.36914,127.47951,-10.28775
-1.37114,126.99375,-10.29362
-1.37314,126.50783,-10.29947
-1.37514,126.02232,-10.30527
-1.37714,125.53663,-10.31104
-1.37914,125.05138,-10.31677
-1.38114,124.56593,-10.32247
-1.38314,124.08086,-10.32812
-1.38514,123.59614,-10.33375
-1.38714,123.11111,-10.33934
-1.38914,122.62616,-10.34489
-1.39114,122.14164,-10.35041
-1.39314,121.65717,-10.35589
-1.39514,121.17265,-10.36134
-1.39714,120.68819,-10.36675
-1.39914,120.20414,-10.37213
-1.40114,119.72028,-10.37746
-1.40314,119.23651,-10.38277
-1.40514,118.75287,-10.38803
-1.40714,118.26916,-10.39326
-1.40914,117.78581,-10.39846
-1.41114,117.30238,-10.40362
-1.41314,116.81932,-10.40874
-1.41514,116.33618,-10.41384
-1.41714,115.85343,-10.41888
-1.41914,115.37055,-10.42390
-1.42114,114.88836,-10.42888
-1.42314,114.40604,-10.43382
-1.42514,113.92365,-10.43873
-1.42714,113.44144,-10.44361
-1.42914,112.95962,-10.44844
-1.43114,112.47795,-10.45324
-1.43314,111.99625,-10.45800
-1.43514,111.51463,-10.46273
-1.43714,111.03345,-10.46742
-1.43914,110.55269,-10.47208
-1.44114,110.07159,-10.47670
-1.44314,109.59093,-10.48128
-1.44514,109.11020,-10.48583
-1.44714,108.62989,-10.49034
-1.44915,108.14951,-10.49482
-1.45115,107.66953,-10.49925
-1.45315,107.18949,-10.50366
-1.45515,106.70991,-10.50802
-1.45715,106.23045,-10.51235
-1.45915,105.75121,-10.51664
-1.46115,105.27214,-10.52090
-1.46315,104.79306,-10.52512
-1.46515,104.31412,-10.52931
-1.46715,103.83563,-10.53345
-1.46915,103.35731,-10.53756
-1.47115,102.87899,-10.54164
-1.47315,102.40085,-10.54568
-1.47515,101.92338,-10.54968
-1.47715,101.44586,-10.55364
-1.47915,100.96832,-10.55758
-1.48115,100.49120,-10.56147
-1.48315,100.01405,-10.56532
-1.48515,99.53735,-10.56915
-1.48715,99.06062,-10.57293
-1.48915,98.58437,-10.57668
-1.49115,98.10804,-10.58039
-1.49315,97.63241,-10.58406
-1.49515,97.15653,-10.58770
-1.49715,96.68105,-10.59130
-1.49915,96.20586,-10.59486
-1.50115,95.73063,-10.59839
-1.50315,95.25560,-10.60188
-1.50515,94.78105,-10.60534
-1.50715,94.30671,-10.60876
-1.50915,93.83237,-10.61214
-1.51115,93.35873,-10.61548
-1.51315,92.88483,-10.61879
-1.51515,92.41141,-10.62206
-1.51715,91.93798,-10.62530
-1.51915,91.46502,-10.62850
-1.52115,90.99206,-10.63166
-1.52315,90.51958,-10.63478
-1.52515,90.04707,-10.63787
-1.52715,89.57508,-10.64092
-1.52915,89.10351,-10.64394
-1.53115,88.63177,-10.64691
-1.53315,88.16025,-10.64985
-1.53515,87.68925,-10.65276
-1.53715,87.21844,-10.65563
-1.53915,86.74766,-10.65846
-1.54115,86.27717,-10.66125
-1.54315,85.80713,-10.66401
-1.54515,85.33736,-10.66673
-1.54715,84.86781,-10.66941
-1.54915,84.39855,-10.67206
-1.55116,83.92933,-10.67467
-1.55315,83.46056,-10.67724
-1.55516,82.99188,-10.67978
-1.55716,82.52361,-10.68228
-1.55916,82.05546,-10.68474
-1.56116,81.58778,-10.68717
-1.56316,81.12015,-10.68956
-1.56516,80.65324,-10.69191
-1.56716,80.18633,-10.69422
-1.56916,79.71951,-10.69650
-1.57116,79.25295,-10.69874
-1.57316,78.78692,-10.70094
-1.57516,78.32117,-10.70311
-1.57716,77.85545,-10.70524
-1.57916,77.39000,-10.70734
-1.58116,76.92508,-10.70939
-1.58316,76.46067,-10.71141
-1.58516,75.99604,-10.71339
-1.58716,75.53201,-10.71534
-1.58916,75.06802,-10.71725
-1.59116,74.60452,-10.71912
-1.59316,74.14110,-10.72095
-1.59516,73.67824,-10.72275
-1.59716,73.21538,-10.72451
-1.59916,72.75307,-10.72623
-1.60116,72.29108,-10.72792
-1.60316,71.82939,-10.72957
-1.60516,71.36800,-10.73118
-1.60716,70.90666,-10.73276
-1.60916,70.44566,-10.73430
-1.61116,69.98517,-10.73580
-1.61316,69.52500,-10.73726
-1.61516,69.06493,-10.73869
-1.61716,68.60513,-10.74008
-1.61916,68.14616,-10.74143
-1.62116,67.68723,-10.74274
-1.62316,67.22841,-10.74402
-1.62516,66.77013,-10.74527
-1.62716,66.31190,-10.74647
-1.62916,65.85428,-10.74764
-1.63116,65.39675,-10.74877
-1.63316,64.93976,-10.74986
-1.63516,64.48286,-10.75092
-1.63716,64.02671,-10.75193
-1.63916,63.57051,-10.75292
-1.64116,63.11481,-10.75386
-1.64316,62.65948,-10.75477
-1.64516,62.20426,-10.75564
-1.64717,61.74936,-10.75647
-1.64917,61.29501,-10.75727
-1.65117,60.84102,-10.75803
-1.65317,60.38713,-10.75875
-1.65516,59.93403,-10.75943
-1.65717,59.48083,-10.76008
-1.65917,59.02821,-10.76069
-1.66117,58.57570,-10.76127
-1.66317,58.12383,-10.76180
-1.66517,57.67200,-10.76230
-1.66717,57.22074,-10.76276
-1.66917,56.76968,-10.76319
-1.67117,56.31914,-10.76358
-1.67317,55.86917,-10.76393
-1.67517,55.41917,-10.76424
-1.67717,54.96948,-10.76451
-1.67917,54.52042,-10.76475
-1.68117,54.07166,-10.76495
-1.68317,53.62310,-10.76512
-1.68517,53.17486,-10.76525
-1.68717,52.72724,-10.76534
-1.68917,52.28000,-10.76539
-1.69117,51.83309,-10.76541
-1.69317,51.38660,-10.76539
-1.69517,50.94023,-10.76533
-1.69717,50.49444,-10.76523
-1.69917,50.04881,-10.76510
-1.70117,49.60385,-10.76493
-1.70317,49.15898,-10.76472
-1.70517,48.71474,-10.76448
-1.70717,48.27058,-10.76420
-1.70917,47.82734,-10.76388
-1.71117,47.38422,-10.76352
-1.71317,46.94133,-10.76313
-1.71517,46.49878,-10.76270
-1.71717,46.05682,-10.76223
-1.71917,45.61527,-10.76173
-1.72117,45.17390,-10.76118
-1.72317,44.73293,-10.76061
-1.72517,44.29256,-10.75999
-1.72717,43.85284,-10.75934
-1.72917,43.41305,-10.75865
-1.73117,42.97388,-10.75792
-1.73317,42.53490,-10.75716
-1.73517,42.09654,-10.75636
-1.73717,41.65836,-10.75552
-1.73917,41.22083,-10.75464
-1.74117,40.78345,-10.75373
-1.74317,40.34676,-10.75278
-1.74517,39.91040,-10.75179
-1.74717,39.47451,-10.75077
-1.74917,39.03902,-10.74971
-1.75117,38.60371,-10.74861
-1.75318,38.16886,-10.74747
-1.75518,37.73462,-10.74630
-1.75718,37.30080,-10.74509
-1.75918,36.86722,-10.74384
-1.76118,36.43401,-10.74256
-1.76318,36.00166,-10.74124
-1.76518,35.56953,-10.73988
-1.76718,35.13760,-10.73848
-1.76918,34.70638,-10.73705
-1.77118,34.27531,-10.73558
-1.77318,33.84491,-10.73408
-1.77518,33.41473,-10.73253
-1.77718,32.98519,-10.73095
-1.77918,32.55589,-10.72934
-1.78118,32.12724,-10.72768
-1.78318,31.69903,-10.72599
-1.78518,31.27125,-10.72426
-1.78718,30.84389,-10.72250
-1.78918,30.41682,-10.72069
-1.79118,29.99016,-10.71885
-1.79318,29.56416,-10.71698
-1.79518,29.13862,-10.71506
-1.79718,28.71329,-10.71311
-1.79918,28.28848,-10.71112
-1.80118,27.86446,-10.70910
-1.80318,27.44075,-10.70704
-1.80518,27.01724,-10.70494
-1.80718,26.59441,-10.70280
-1.80918,26.17185,-10.70063
-1.81118,25.74988,-10.69842
-1.81318,25.32827,-10.69617
-1.81518,24.90730,-10.69389
-1.81718,24.48657,-10.69157
-1.81918,24.06670,-10.68922
-1.82118,23.64695,-10.68682
-1.82318,23.22781,-10.68439
-1.82518,22.80914,-10.68192
-1.82718,22.39077,-10.67942
-1.82918,21.97287,-10.67688
-1.83118,21.55566,-10.67430
-1.83318,21.13890,-10.67168
-1.83518,20.72245,-10.66903
-1.83718,20.30682,-10.66634
-1.83918,19.89130,-10.66362
-1.84118,19.47648,-10.66085
-1.84318,19.06193,-10.65806
-1.84518,18.64808,-10.65522
-1.84719,18.23449,-10.65234
-1.84918,17.82162,-10.64944
-1.85119,17.40901,-10.64649
-1.85319,16.99712,-10.64351
-1.85518,16.58585,-10.64049
-1.85719,16.17474,-10.63743
-1.85919,15.76411,-10.63434
-1.86119,15.35419,-10.63121
-1.86319,14.94474,-10.62804
-1.86519,14.53561,-10.62484
-1.86719,14.12699,-10.62160
-1.86919,13.71906,-10.61832
-1.87119,13.31161,-10.61501
-1.87319,12.90472,-10.61166
-1.87519,12.49826,-10.60827
-1.87719,12.09216,-10.60485
-1.87919,11.68677,-10.60139
-1.88119,11.28170,-10.59789
-1.88319,10.87732,-10.59436
-1.88519,10.47319,-10.59079
-1.88719,10.06985,-10.58718
-1.88919,9.66682,-10.58354
-1.89119,9.26471,-10.57986
-1.89319,8.86291,-10.57614
-1.89519,8.46140,-10.57239
-1.89719,8.06046,-10.56860
-1.89919,7.66027,-10.56478
-1.90119,7.26049,-10.56091
-1.90319,6.86115,-10.55702
-1.90519,6.46230,-10.55308
-1.90719,6.06416,-10.54911
-1.90919,5.66673,-10.54510
-1.91119,5.26943,-10.54106
-1.91319,4.87290,-10.53698
-1.91519,4.47670,-10.53286
-1.91719,4.08122,-10.52871
-1.91919,3.68610,-10.52452
-1.92119,3.29170,-10.52029
-1.92319,2.89764,-10.51603
-1.92519,2.50432,-10.51173
-1.92719,2.11156,-10.50740
-1.92919,1.71931,-10.50303
-1.93119,1.32764,-10.49862
-1.93319,0.93630,-10.49418
-1.93519,0.54555,-10.48969
-1.93719,0.15547,-10.48518
-1.93919,-0.23402,-10.48063
-1.94119,-0.62315,-10.47604
-1.94320,-1.01173,-10.47141
-1.94519,-1.39938,-10.46676
-1.94719,-1.78666,-10.46206
-1.94919,-2.17357,-10.45732
-1.95119,-2.55973,-10.45256
-1.95320,-2.94552,-10.44775
-1.95520,-3.33054,-10.44291
-1.95720,-3.71528,-10.43803
-1.95920,-4.09917,-10.43312
-1.96120,-4.48272,-10.42817
-1.96320,-4.86533,-10.42319
-1.96520,-5.24774,-10.41816
-1.96720,-5.62940,-10.41311
-1.96920,-6.01048,-10.40802
-1.97120,-6.39117,-10.40289
-1.97320,-6.77132,-10.39772
-1.97520,-7.15067,-10.39252
-1.97720,-7.52947,-10.38728
-1.97920,-7.90787,-10.38201
-1.98120,-8.28533,-10.37670
-1.98320,-8.66252,-10.37136
-1.98520,-9.03905,-10.36598
-1.98720,-9.41510,-10.36056
-1.98920,-9.79042,-10.35511
-1.99120,-10.16537,-10.34962
-1.99320,-10.53948,-10.34410
-1.99520,-10.91325,-10.33854
-1.99720,-11.28617,-10.33295
-1.99920,-11.65839,-10.32732
-2.00120,-12.03034,-10.32165
-2.00320,-12.40170,-10.31595
-2.00520,-12.77232,-10.31021
-2.00720,-13.14230,-10.30444
-2.00920,-13.51190,-10.29863
-2.01120,-13.88090,-10.29279
-2.01320,-14.24913,-10.28691
-2.01520,-14.61673,-10.28099
-2.01720,-14.98379,-10.27505
-2.01920,-15.35021,-10.26906
-2.02120,-15.71618,-10.26304
-2.02320,-16.08138,-10.25698
-2.02520,-16.44612,-10.25089
-2.02720,-16.81012,-10.24476
-2.02920,-17.17373,-10.23860
-2.03120,-17.53647,-10.23240
-2.03320,-17.89883,-10.22616
-2.03520,-18.26017,-10.21990
-2.03720,-18.62112,-10.21360
-2.03920,-18.98160,-10.20725
-2.04120,-19.34150,-10.20088
-2.04320,-19.70060,-10.19447
-2.04520,-20.05909,-10.18802
-2.04720,-20.41706,-10.18154
-2.04921,-20.77448,-10.17503
-2.05121,-21.13108,-10.16848
-2.05320,-21.48692,-10.16190
-2.05521,-21.84243,-10.15527
-2.05721,-22.19714,-10.14862
-2.05921,-22.55145,-10.14193
-2.06121,-22.90487,-10.13520
-2.06321,-23.25793,-10.12844
-2.06521,-23.61014,-10.12165
-2.06721,-23.96189,-10.11481
-2.06921,-24.31282,-10.10795
-2.07121,-24.66312,-10.10105
-2.07321,-25.01284,-10.09411
-2.07521,-25.36189,-10.08715
-2.07721,-25.71043,-10.08014
-2.07921,-26.05837,-10.07310
-2.08121,-26.40551,-10.06602
-2.08321,-26.75201,-10.05892
-2.08521,-27.09801,-10.05177
-2.08721,-27.44337,-10.04459
-2.08921,-27.78774,-10.03738
-2.09121,-28.13165,-10.03013
-2.09321,-28.47510,-10.02285
-2.09521,-28.81772,-10.01553
-2.09721,-29.15982,-10.00818
-2.09921,-29.50111,-10.00079
-2.10121,-29.84193,-9.99337
-2.10321,-30.18189,-9.98592
-2.10521,-30.52145,-9.97842
-2.10721,-30.85995,-9.97091
-2.10921,-31.19814,-9.96334
-2.11121,-31.53555,-9.95575
-2.11321,-31.87224,-9.94813
-2.11521,-32.20847,-9.94046
-2.11721,-32.54404,-9.93276
-2.11921,-32.87877,-9.92504
-2.12121,-33.21285,-9.91727
-2.12321,-33.54639,-9.90947
-2.12521,-33.87894,-9.90164
-2.12721,-34.21119,-9.89377
-2.12921,-34.54260,-9.88587
-2.13121,-34.87345,-9.87793
-2.13321,-35.20352,-9.86997
-2.13521,-35.53308,-9.86196
-2.13721,-35.86180,-9.85392
-2.13921,-36.18999,-9.84585
-2.14121,-36.51733,-9.83774
-2.14321,-36.84385,-9.82961
-2.14521,-37.17003,-9.82143
-2.14721,-37.49548,-9.81322
-2.14921,-37.82018,-9.80498
-2.15121,-38.14414,-9.79671
-2.15322,-38.46757,-9.78840
-2.15522,-38.79029,-9.78005
-2.15722,-39.11226,-9.77168
-2.15922,-39.43348,-9.76327
-2.16122,-39.75402,-9.75483
-2.16322,-40.07388,-9.74635
-2.16522,-40.39323,-9.73783
-2.16722,-40.71170,-9.72929
-2.16922,-41.02966,-9.72071
-2.17122,-41.34678,-9.71210
-2.17322,-41.66331,-9.70345
-2.17522,-41.97898,-9.69477
-2.17722,-42.29423,-9.68606
-2.17922,-42.60832,-9.67732
-2.18122,-42.92193,-9.66854
-2.18322,-43.23497,-9.65973
-2.18522,-43.54737,-9.65088
-2.18722,-43.85886,-9.64200
-2.18922,-44.16970,-9.63308
-2.19122,-44.48001,-9.62414
-2.19322,-44.78953,-9.61515
-2.19522,-45.09824,-9.60615
-2.19722,-45.40607,-9.59711
-2.19922,-45.71353,-9.58802
-2.20122,-46.02010,-9.57891
-2.20322,-46.32613,-9.56977
-2.20522,-46.63128,-9.56059
-2.20722,-46.93588,-9.55137
-2.20922,-47.23962,-9.54213
-2.21122,-47.54277,-9.53285
-2.21322,-47.84514,-9.52355
-2.21522,-48.14674,-9.51420
-2.21722,-48.44755,-9.50483
-2.21922,-48.74771,-9.49543
-2.22122,-49.04734,-9.48598
-2.22322,-49.34617,-9.47650
-2.22522,-49.64422,-9.46700
-2.22722,-49.94146,-9.45746
-2.22922,-50.23816,-9.44788
-2.23122,-50.53416,-9.43828
-2.23322,-50.82925,-9.42864
-2.23522,-51.12351,-9.41898
-2.23722,-51.41730,-9.40927
-2.23922,-51.71022,-9.39954
-2.24122,-52.00255,-9.38977
-2.24322,-52.29401,-9.37997
-2.24522,-52.58488,-9.37014
-2.24722,-52.87492,-9.36028
-2.24923,-53.16435,-9.35037
-2.25123,-53.45281,-9.34045
-2.25323,-53.74068,-9.33049
-2.25523,-54.02772,-9.32050
-2.25723,-54.31398,-9.31047
-2.25923,-54.59975,-9.30041
-2.26123,-54.88474,-9.29032
-2.26323,-55.16885,-9.28020
-2.26523,-55.45222,-9.27004
-2.26723,-55.73496,-9.25986
-2.26923,-56.01701,-9.24964
-2.27123,-56.29799,-9.23940
-2.27323,-56.57842,-9.22911
-2.27523,-56.85822,-9.21880
-2.27723,-57.13705,-9.20845
-2.27923,-57.41541,-9.19807
-2.28123,-57.69278,-9.18766
-2.28323,-57.96962,-9.17722
-2.28523,-58.24554,-9.16675
-2.28723,-58.52076,-9.15625
-2.28923,-58.79505,-9.14572
-2.29123,-59.06883,-9.13514
-2.29323,-59.34173,-9.12455
-2.29523,-59.61385,-9.11392
-2.29723,-59.88536,-9.10326
-2.29923,-60.15612,-9.09256
-2.30123,-60.42599,-9.08184
-2.30323,-60.69508,-9.07108
-2.30523,-60.96357,-9.06029
-2.30723,-61.23103,-9.04948
-2.30923,-61.49804,-9.03863
-2.31123,-61.76405,-9.02775
-2.31323,-62.02946,-9.01684
-2.31523,-62.29403,-9.00589
-2.31723,-62.55789,-8.99492
-2.31923,-62.82094,-8.98391
-2.32123,-63.08329,-8.97287
-2.32323,-63.34474,-8.96181
-2.32523,-63.60532,-8.95072
-2.32723,-63.86538,-8.93958
-2.32923,-64.12462,-8.92842
-2.33123,-64.38298,-8.91723
-2.33323,-64.64064,-8.90601
-2.33523,-64.89763,-8.89476
-2.33723,-65.15376,-8.88347
-2.33923,-65.40907,-8.87216
-2.34123,-65.66359,-8.86082
-2.34323,-65.91737,-8.84944
-2.34523,-66.17023,-8.83804
-2.34723,-66.42256,-8.82660
-2.34923,-66.67397,-8.81514
-2.35124,-66.92470,-8.80363
-2.35324,-67.17453,-8.79211
-2.35524,-67.42373,-8.78055
-2.35724,-67.67199,-8.76896
-2.35924,-67.91956,-8.75734
-2.36124,-68.16614,-8.74570
-2.36324,-68.41206,-8.73402
-2.36524,-68.65730,-8.72231
-2.36724,-68.90174,-8.71057
-2.36924,-69.14532,-8.69880
-2.37124,-69.38810,-8.68701
-2.37324,-69.63013,-8.67517
-2.37524,-69.87144,-8.66331
-2.37724,-70.11185,-8.65142
-2.37924,-70.35131,-8.63951
-2.38124,-70.59026,-8.62756
-2.38324,-70.82827,-8.61558
-2.38524,-71.06555,-8.60357
-2.38724,-71.30204,-8.59154
-2.38924,-71.53771,-8.57946
-2.39124,-71.77255,-8.56737
-2.39324,-72.00671,-8.55524
-2.39524,-72.23993,-8.54309
-2.39724,-72.47239,-8.53090
-2.39924,-72.70399,-8.51869
-2.40124,-72.93480,-8.50645
-2.40324,-73.16489,-8.49417
-2.40524,-73.39423,-8.48186
-2.40724,-73.62268,-8.46954
-2.40924,-73.85025,-8.45718
-2.41124,-74.07718,-8.44478
-2.41324,-74.30329,-8.43235
-2.41524,-74.52843,-8.41992
-2.41724,-74.75277,-8.40743
-2.41924,-74.97644,-8.39493
-2.42124,-75.19925,-8.38239
-2.42324,-75.42130,-8.36982
-2.42524,-75.64243,-8.35723
-2.42724,-75.86288,-8.34460
-2.42924,-76.08237,-8.33196
-2.43124,-76.30118,-8.31927
-2.43324,-76.51903,-8.30657
-2.43524,-76.73615,-8.29383
-2.43724,-76.95243,-8.28106
-2.43924,-77.16789,-8.26828
-2.44124,-77.38258,-8.25544
-2.44324,-77.59658,-8.24259
-2.44524,-77.80952,-8.22971
-2.44724,-78.02168,-8.21680
-2.44925,-78.23313,-8.20386
-2.45124,-78.44358,-8.19091
-2.45325,-78.65341,-8.17791
-2.45525,-78.86227,-8.16489
-2.45725,-79.07045,-8.15183
-2.45925,-79.27772,-8.13876
-2.46125,-79.48422,-8.12565
-2.46325,-79.68981,-8.11251
-2.46525,-79.89467,-8.09935
-2.46725,-80.09859,-8.08616
-2.46925,-80.30164,-8.07295
-2.47125,-80.50399,-8.05970
-2.47325,-80.70564,-8.04642
-2.47525,-80.90623,-8.03313
-2.47725,-81.10604,-8.01980
-2.47925,-81.30508,-8.00643
-2.48125,-81.50334,-7.99304
-2.48325,-81.70061,-7.97963
-2.48525,-81.89711,-7.96620
-2.48725,-82.09274,-7.95273
-2.48925,-82.28753,-7.93924
-2.49125,-82.48164,-7.92571
-2.49325,-82.67471,-7.91216
-2.49525,-82.86716,-7.89858
-2.49725,-83.05867,-7.88498
-2.49925,-83.24934,-7.87134
-2.50125,-83.43915,-7.85769
-2.50325,-83.62822,-7.84399
-2.50525,-83.81621,-7.83029
-2.50725,-84.00342,-7.81655
-2.50925,-84.18999,-7.80279
-2.51125,-84.37569,-7.78898
-2.51325,-84.56044,-7.77517
-2.51525,-84.74429,-7.76132
-2.51725,-84.92751,-7.74744
-2.51925,-85.10976,-7.73354
-2.52125,-85.29116,-7.71961
-2.52325,-85.47159,-7.70567
-2.52525,-85.65137,-7.69168
-2.52725,-85.83022,-7.67768
-2.52925,-86.00826,-7.66364
-2.53125,-86.18539,-7.64958
-2.53325,-86.36180,-7.63549
-2.53525,-86.53729,-7.62138
-2.53725,-86.71192,-7.60723
-2.53925,-86.88570,-7.59307
-2.54125,-87.05859,-7.57888
-2.54325,-87.23065,-7.56466
-2.54525,-87.40182,-7.55043
-2.54725,-87.57227,-7.53614
-2.54926,-87.74181,-7.52184
-2.55126,-87.91050,-7.50752
-2.55326,-88.07825,-7.49318
-2.55526,-88.24528,-7.47880
-2.55726,-88.41144,-7.46440
-2.55926,-88.57654,-7.44998
-2.56126,-88.74092,-7.43553
-2.56326,-88.90449,-7.42105
-2.56526,-89.06710,-7.40655
-2.56726,-89.22900,-7.39201
-2.56926,-89.38993,-7.37747
-2.57126,-89.55008,-7.36288
-2.57326,-89.70924,-7.34828
-2.57526,-89.86772,-7.33364
-2.57726,-90.02514,-7.31900
-2.57926,-90.18182,-7.30431
-2.58126,-90.33759,-7.28961
-2.58326,-90.49255,-7.27488
-2.58526,-90.64661,-7.26012
-2.58726,-90.79984,-7.24533
-2.58926,-90.95219,-7.23052
-2.59126,-91.10361,-7.21570
-2.59326,-91.25427,-7.20084
-2.59526,-91.40399,-7.18597
-2.59726,-91.55286,-7.17106
-2.59926,-91.70083,-7.15613
-2.60126,-91.84807,-7.14117
