x,sinx,approx,ex
-4.51987,0.98153,1.34211,0.98129
-4.50730,0.97904,1.33148,0.97878
-4.49473,0.97640,1.32080,0.97611
-4.48215,0.97361,1.31009,0.97329
-4.46958,0.97067,1.29934,0.97031
-4.45701,0.96757,1.28854,0.96718
-4.44443,0.96431,1.27771,0.96389
-4.43186,0.96091,1.26684,0.96045
-4.41929,0.95735,1.25593,0.95685
-4.40672,0.95364,1.24498,0.95311
-4.39414,0.94979,1.23399,0.94921
-4.38157,0.94578,1.22297,0.94516
-4.36900,0.94162,1.21190,0.94097
-4.35643,0.93731,1.20080,0.93662
-4.34385,0.93286,1.18966,0.93213
-4.33128,0.92825,1.17848,0.92749
-4.31871,0.92350,1.16726,0.92270
-4.30614,0.91861,1.15601,0.91776
-4.29356,0.91357,1.14472,0.91269
-4.28099,0.90838,1.13339,0.90746
-4.26842,0.90305,1.12202,0.90210
-4.25585,0.89758,1.11062,0.89659
-4.24327,0.89197,1.09918,0.89094
-4.23070,0.88621,1.08770,0.88515
-4.21813,0.88032,1.07619,0.87923
-4.20555,0.87429,1.06464,0.87316
-4.19298,0.86811,1.05305,0.86696
-4.18041,0.86180,1.04143,0.86063
-4.16784,0.85536,1.02977,0.85415
-4.15526,0.84878,1.01808,0.84755
-4.14269,0.84206,1.00635,0.84081
-4.13012,0.83522,0.99459,0.83394
-4.11755,0.82824,0.98279,0.82695
-4.10497,0.82113,0.97096,0.81982
-4.09240,0.81389,0.95910,0.81257
-4.07983,0.80652,0.94720,0.80519
-4.06725,0.79902,0.93527,0.79768
-4.05468,0.79140,0.92330,0.79005
-4.04211,0.78365,0.91131,0.78230
-4.02954,0.77578,0.89928,0.77443
-4.01696,0.76778,0.88722,0.76644
-4.00439,0.75967,0.87512,0.75833
-3.99182,0.75143,0.86300,0.75011
-3.97925,0.74307,0.85084,0.74176
-3.96667,0.73460,0.83866,0.73331
-3.95410,0.72601,0.82644,0.72474
-3.94153,0.71731,0.81419,0.71606
-3.92896,0.70850,0.80192,0.70727
-3.91638,0.69957,0.78962,0.69837
-3.90381,0.69053,0.77728,0.68936
-3.89124,0.68138,0.76492,0.68025
-3.87866,0.67212,0.75254,0.67103
-3.86609,0.66276,0.74012,0.66171
-3.85352,0.65329,0.72768,0.65229
-3.84095,0.64372,0.71521,0.64276
-3.82837,0.63405,0.70272,0.63314
-3.81580,0.62428,0.69020,0.62343
-3.80323,0.61441,0.67765,0.61361
-3.79066,0.60444,0.66508,0.60371
-3.77808,0.59438,0.65249,0.59370
-3.76551,0.58422,0.63988,0.58361
-3.75294,0.57397,0.62724,0.57343
-3.74037,0.56363,0.61458,0.56316
-3.72779,0.55320,0.60190,0.55281
-3.71522,0.54268,0.58920,0.54236
-3.70265,0.53208,0.57648,0.53184
-3.69007,0.52139,0.56373,0.52123
-3.67750,0.51062,0.55097,0.51054
-3.66493,0.49977,0.53819,0.49977
-3.65236,0.48884,0.52540,0.48893
-3.63978,0.47784,0.51259,0.47801
-3.62721,0.46676,0.49975,0.46701
-3.61464,0.45560,0.48691,0.45594
-3.60207,0.44437,0.47405,0.44480
-3.58949,0.43307,0.46117,0.43359
-3.57692,0.42171,0.44829,0.42231
-3.56435,0.41027,0.43538,0.41096
-3.55177,0.39878,0.42247,0.39954
-3.53920,0.38722,0.40955,0.38806
-3.52663,0.37559,0.39661,0.37652
-3.51406,0.36391,0.38367,0.36492
-3.50148,0.35217,0.37071,0.35325
-3.48891,0.34038,0.35775,0.34153
-3.47634,0.32853,0.34478,0.32975
-3.46377,0.31663,0.33180,0.31792
-3.45119,0.30468,0.31882,0.30603
-3.43862,0.29268,0.30584,0.29409
-3.42605,0.28064,0.29285,0.28209
-3.41348,0.26855,0.27985,0.27005
-3.40090,0.25641,0.26686,0.25796
-3.38833,0.24424,0.25386,0.24582
-3.37576,0.23203,0.24086,0.23363
-3.36319,0.21978,0.22787,0.22140
-3.35061,0.20750,0.21487,0.20913
-3.33804,0.19519,0.20188,0.19682
-3.32547,0.18284,0.18889,0.18446
-3.31289,0.17047,0.17591,0.17207
-3.30032,0.15806,0.16293,0.15964
-3.28775,0.14564,0.14996,0.14717
-3.27518,0.13319,0.13700,0.13467
-3.26260,0.12072,0.12404,0.12213
-3.25003,0.10823,0.11109,0.10956
-3.23746,0.09572,0.09816,0.09696
-3.22489,0.08320,0.08524,0.08433
-3.21231,0.07066,0.07233,0.07168
-3.19974,0.05812,0.05943,0.05899
-3.18717,0.04556,0.04655,0.04628
-3.17460,0.03300,0.03368,0.03354
-3.16202,0.02043,0.02084,0.02078
-3.14945,0.00786,0.00801,0.00800
-3.13688,-0.00471,-0.00480,-0.00480
-3.12431,-0.01729,-0.01759,-0.01759
-3.11173,-0.02986,-0.03035,-0.03035
-3.09916,-0.04242,-0.04310,-0.04310
-3.08659,-0.05498,-0.05582,-0.05582
-3.07401,-0.06753,-0.06851,-0.06851
-3.06144,-0.08006,-0.08117,-0.08117
-3.04887,-0.09259,-0.09381,-0.09381
-3.03630,-0.10510,-0.10642,-0.10642
-3.02372,-0.11760,-0.11899,-0.11899
-3.01115,-0.13007,-0.13154,-0.13154
-2.99858,-0.14253,-0.14405,-0.14405
-2.98601,-0.15496,-0.15653,-0.15653
-2.97343,-0.16737,-0.16897,-0.16897
-2.96086,-0.17975,-0.18137,-0.18137
-2.94829,-0.19210,-0.19373,-0.19373
-2.93572,-0.20443,-0.20606,-0.20606
-2.92314,-0.21672,-0.21834,-0.21834
-2.91057,-0.22897,-0.23058,-0.23058
-2.89800,-0.24119,-0.24278,-0.24278
-2.88542,-0.25338,-0.25493,-0.25493
-2.87285,-0.26552,-0.26703,-0.26703
-2.86028,-0.27762,-0.27909,-0.27909
-2.84771,-0.28967,-0.29109,-0.29109
-2.83513,-0.30168,-0.30305,-0.30305
-2.82256,-0.31365,-0.31495,-0.31495
-2.80999,-0.32556,-0.32680,-0.32680
-2.79742,-0.33742,-0.33859,-0.33859
-2.78484,-0.34923,-0.35033,-0.35033
-2.77227,-0.36098,-0.36201,-0.36201
-2.75970,-0.37268,-0.37363,-0.37363
-2.74713,-0.38432,-0.38518,-0.38518
-2.73455,-0.39589,-0.39668,-0.39668
-2.72198,-0.40741,-0.40811,-0.40811
-2.70941,-0.41886,-0.41947,-0.41947
-2.69683,-0.43024,-0.43077,-0.43077
-2.68426,-0.44155,-0.44200,-0.44200
-2.67169,-0.45280,-0.45316,-0.45316
-2.65912,-0.46397,-0.46425,-0.46425
-2.64654,-0.47507,-0.47526,-0.47526
-2.63397,-0.48610,-0.48621,-0.48621
-2.62140,-0.49705,-0.49707,-0.49707
-2.60883,-0.50792,-0.50786,-0.50786
-2.59625,-0.51871,-0.51857,-0.51857
-2.58368,-0.52942,-0.52919,-0.52919
-2.57111,-0.54004,-0.53974,-0.53974
-2.55854,-0.55058,-0.55020,-0.55020
-2.54596,-0.56103,-0.56058,-0.56058
-2.53339,-0.57139,-0.57087,-0.57087
-2.52082,-0.58167,-0.58108,-0.58108
-2.50825,-0.59185,-0.59119,-0.59119
-2.49567,-0.60193,-0.60121,-0.60121
-2.48310,-0.61193,-0.61114,-0.61114
-2.47053,-0.62182,-0.62098,-0.62098
-2.45795,-0.63162,-0.63072,-0.63072
-2.44538,-0.64131,-0.64037,-0.64037
-2.43281,-0.65091,-0.64992,-0.64992
-2.42024,-0.66040,-0.65936,-0.65936
-2.40766,-0.66979,-0.66871,-0.66871
-2.39509,-0.67907,-0.67795,-0.67795
-2.38252,-0.68825,-0.68709,-0.68709
-2.36995,-0.69732,-0.69612,-0.69612
-2.35737,-0.70627,-0.70505,-0.70505
-2.34480,-0.71512,-0.71387,-0.71387
-2.33223,-0.72385,-0.72258,-0.72258
-2.31966,-0.73247,-0.73118,-0.73117
-2.30708,-0.74097,-0.73966,-0.73966
-2.29451,-0.74935,-0.74803,-0.74803
-2.28194,-0.75762,-0.75629,-0.75629
-2.26936,-0.76576,-0.76443,-0.76443
-2.25679,-0.77379,-0.77245,-0.77245
-2.24422,-0.78169,-0.78035,-0.78035
-2.23165,-0.78947,-0.78813,-0.78813
-2.21907,-0.79712,-0.79579,-0.79579
-2.20650,-0.80465,-0.80332,-0.80332
-2.19393,-0.81205,-0.81073,-0.81073
-2.18136,-0.81933,-0.81802,-0.81802
-2.16878,-0.82647,-0.82518,-0.82518
-2.15621,-0.83348,-0.83221,-0.83221
-2.14364,-0.84036,-0.83911,-0.83911
-2.13107,-0.84711,-0.84588,-0.84588
-2.11849,-0.85373,-0.85252,-0.85251
-2.10592,-0.86021,-0.85902,-0.85902
-2.09335,-0.86655,-0.86539,-0.86539
-2.08077,-0.87276,-0.87163,-0.87163
-2.06820,-0.87882,-0.87772,-0.87772
-2.05563,-0.88475,-0.88369,-0.88369
-2.04306,-0.89054,-0.88951,-0.88951
-2.03048,-0.89619,-0.89519,-0.89519
-2.01791,-0.90170,-0.90073,-0.90073
-2.00534,-0.90706,-0.90613,-0.90613
-1.99277,-0.91228,-0.91139,-0.91139
-1.98019,-0.91736,-0.91651,-0.91651
-1.96762,-0.92229,-0.92148,-0.92148
-1.95505,-0.92708,-0.92630,-0.92630
-1.94248,-0.93172,-0.93098,-0.93098
-1.92990,-0.93621,-0.93551,-0.93551
-1.91733,-0.94056,-0.93990,-0.93990
-1.90476,-0.94475,-0.94413,-0.94413
-1.89219,-0.94880,-0.94821,-0.94821
-1.87961,-0.95269,-0.95215,-0.95215
-1.86704,-0.95644,-0.95593,-0.95593
-1.85447,-0.96003,-0.95956,-0.95956
-1.84189,-0.96348,-0.96304,-0.96304
-1.82932,-0.96677,-0.96637,-0.96637
-1.81675,-0.96991,-0.96954,-0.96954
-1.80418,-0.97289,-0.97256,-0.97256
-1.79160,-0.97572,-0.97542,-0.97542
-1.77903,-0.97840,-0.97813,-0.97813
-1.76646,-0.98092,-0.98068,-0.98068
-1.75389,-0.98329,-0.98308,-0.98308
-1.74131,-0.98550,-0.98531,-0.98531
-1.72874,-0.98755,-0.98739,-0.98739
-1.71617,-0.98945,-0.98932,-0.98932
-1.70360,-0.99120,-0.99108,-0.99108
-1.69102,-0.99278,-0.99269,-0.99269
-1.67845,-0.99421,-0.99414,-0.99414
-1.66588,-0.99548,-0.99542,-0.99542
-1.65331,-0.99660,-0.99655,-0.99655
-1.64073,-0.99756,-0.99752,-0.99752
-1.62816,-0.99836,-0.99833,-0.99833
-1.61559,-0.99900,-0.99898,-0.99898
-1.60301,-0.99948,-0.99947,-0.99947
-1.59044,-0.99981,-0.99980,-0.99980
-1.57787,-0.99997,-0.99997,-0.99997
-1.56530,-0.99998,-0.99998,-0.99998
-1.55272,-0.99984,-0.99983,-0.99983
-1.54015,-0.99953,-0.99952,-0.99952
-1.52758,-0.99907,-0.99905,-0.99905
-1.51501,-0.99844,-0.99842,-0.99842
-1.50243,-0.99766,-0.99763,-0.99763
-1.48986,-0.99673,-0.99668,-0.99668
-1.47729,-0.99563,-0.99557,-0.99557
-1.46471,-0.99438,-0.99431,-0.99431
-1.45214,-0.99297,-0.99288,-0.99288
-1.43957,-0.99140,-0.99129,-0.99129
-1.42700,-0.98968,-0.98955,-0.98955
-1.41442,-0.98780,-0.98764,-0.98764
-1.40185,-0.98576,-0.98558,-0.98558
-1.38928,-0.98357,-0.98336,-0.98336
-1.37671,-0.98122,-0.98099,-0.98099
-1.36413,-0.97872,-0.97846,-0.97846
-1.35156,-0.97606,-0.97577,-0.97577
-1.33899,-0.97325,-0.97292,-0.97292
-1.32642,-0.97029,-0.96993,-0.96993
-1.31384,-0.96717,-0.96677,-0.96677
-1.30127,-0.96390,-0.96347,-0.96347
-1.28870,-0.96047,-0.96001,-0.96001
-1.27612,-0.95690,-0.95639,-0.95639
-1.26355,-0.95317,-0.95263,-0.95263
-1.25098,-0.94929,-0.94871,-0.94871
-1.23841,-0.94527,-0.94465,-0.94465
-1.22583,-0.94109,-0.94043,-0.94043
-1.21326,-0.93676,-0.93607,-0.93607
-1.20069,-0.93229,-0.93156,-0.93156
-1.18812,-0.92767,-0.92690,-0.92690
-1.17554,-0.92290,-0.92209,-0.92209
-1.16297,-0.91799,-0.91714,-0.91714
-1.15040,-0.91293,-0.91204,-0.91204
-1.13783,-0.90772,-0.90680,-0.90680
-1.12525,-0.90238,-0.90142,-0.90142
-1.11268,-0.89689,-0.89589,-0.89589
-1.10011,-0.89126,-0.89023,-0.89023
-1.08753,-0.88548,-0.88442,-0.88442
-1.07496,-0.87957,-0.87848,-0.87848
-1.06239,-0.87352,-0.87240,-0.87240
-1.04982,-0.86733,-0.86618,-0.86618
-1.03724,-0.86101,-0.85982,-0.85982
-1.02467,-0.85454,-0.85334,-0.85334
-1.01210,-0.84795,-0.84671,-0.84671
-0.99953,-0.84121,-0.83996,-0.83996
-0.98695,-0.83435,-0.83308,-0.83308
-0.97438,-0.82735,-0.82606,-0.82606
-0.96181,-0.82023,-0.81892,-0.81892
-0.94923,-0.81297,-0.81165,-0.81165
-0.93666,-0.80559,-0.80426,-0.80426
-0.92409,-0.79807,-0.79674,-0.79674
-0.91152,-0.79043,-0.78909,-0.78909
-0.89894,-0.78267,-0.78133,-0.78133
-0.88637,-0.77478,-0.77344,-0.77344
-0.87380,-0.76677,-0.76543,-0.76543
-0.86123,-0.75864,-0.75731,-0.75731
-0.84865,-0.75039,-0.74907,-0.74907
-0.83608,-0.74202,-0.74071,-0.74071
-0.82351,-0.73354,-0.73224,-0.73224
-0.81094,-0.72493,-0.72366,-0.72366
-0.79836,-0.71622,-0.71496,-0.71496
-0.78579,-0.70738,-0.70616,-0.70616
-0.77322,-0.69844,-0.69725,-0.69725
-0.76065,-0.68939,-0.68823,-0.68823
-0.74807,-0.68023,-0.67910,-0.67910
-0.73550,-0.67096,-0.66987,-0.66987
-0.72293,-0.66158,-0.66054,-0.66054
-0.71035,-0.65210,-0.65110,-0.65110
-0.69778,-0.64252,-0.64157,-0.64157
-0.68521,-0.63284,-0.63194,-0.63194
-0.67264,-0.62305,-0.62220,-0.62220
-0.66006,-0.61317,-0.61238,-0.61238
-0.64749,-0.60319,-0.60246,-0.60246
-0.63492,-0.59311,-0.59245,-0.59245
-0.62235,-0.58294,-0.58235,-0.58235
-0.60977,-0.57268,-0.57215,-0.57215
-0.59720,-0.56233,-0.56187,-0.56187
-0.58463,-0.55189,-0.55151,-0.55151
-0.57206,-0.54136,-0.54105,-0.54105
-0.55948,-0.53075,-0.53052,-0.53052
-0.54691,-0.52005,-0.51990,-0.51990
-0.53434,-0.50927,-0.50920,-0.50920
-0.52177,-0.49841,-0.49842,-0.49842
-0.50919,-0.48747,-0.48757,-0.48757
-0.49662,-0.47646,-0.47664,-0.47664
-0.48405,-0.46536,-0.46563,-0.46563
-0.47147,-0.45420,-0.45455,-0.45455
-0.45890,-0.44296,-0.44340,-0.44340
-0.44633,-0.43166,-0.43218,-0.43218
-0.43376,-0.42028,-0.42089,-0.42089
-0.42118,-0.40884,-0.40953,-0.40953
-0.40861,-0.39734,-0.39811,-0.39811
-0.39604,-0.38577,-0.38662,-0.38662
-0.38347,-0.37414,-0.37507,-0.37507
-0.37089,-0.36245,-0.36346,-0.36346
-0.35832,-0.35070,-0.35179,-0.35179
-0.34575,-0.33890,-0.34006,-0.34006
-0.33318,-0.32705,-0.32828,-0.32828
-0.32060,-0.31514,-0.31643,-0.31643
-0.30803,-0.30318,-0.30454,-0.30454
-0.29546,-0.29118,-0.29259,-0.29259
-0.28288,-0.27913,-0.28059,-0.28059
-0.27031,-0.26703,-0.26854,-0.26854
-0.25774,-0.25489,-0.25644,-0.25644
-0.24517,-0.24272,-0.24430,-0.24430
-0.23259,-0.23050,-0.23211,-0.23211
-0.22002,-0.21825,-0.21987,-0.21987
-0.20745,-0.20596,-0.20759,-0.20759
-0.19488,-0.19365,-0.19528,-0.19528
-0.18230,-0.18130,-0.18292,-0.18292
-0.16973,-0.16892,-0.17052,-0.17052
-0.15716,-0.15651,-0.15808,-0.15808
-0.14459,-0.14408,-0.14561,-0.14561
-0.13201,-0.13163,-0.13310,-0.13310
-0.11944,-0.11916,-0.12056,-0.12056
-0.10687,-0.10666,-0.10799,-0.10799
-0.09429,-0.09415,-0.09539,-0.09539
-0.08172,-0.08163,-0.08275,-0.08275
-0.06915,-0.06909,-0.07009,-0.07009
-0.05658,-0.05655,-0.05740,-0.05740
-0.04400,-0.04399,-0.04469,-0.04469
-0.03143,-0.03143,-0.03195,-0.03195
-0.01886,-0.01886,-0.01919,-0.01919
-0.00629,-0.00629,-0.00640,-0.00640
0.00629,0.00629,0.00640,0.00640
0.01886,0.01886,0.01919,0.01919
0.03143,0.03143,0.03195,0.03195
0.04400,0.04399,0.04469,0.04469
0.05658,0.05655,0.05740,0.05740
0.06915,0.06909,0.07009,0.07009
0.08172,0.08163,0.08275,0.08275
0.09429,0.09415,0.09539,0.09539
0.10687,0.10666,0.10799,0.10799
0.11944,0.11916,0.12056,0.12056
0.13201,0.13163,0.13310,0.13310
0.14459,0.14408,0.14561,0.14561
0.15716,0.15651,0.15808,0.15808
0.16973,0.16892,0.17052,0.17052
0.18230,0.18130,0.18292,0.18292
0.19488,0.19364,0.19528,0.19528
0.20745,0.20596,0.20759,0.20759
0.22002,0.21825,0.21987,0.21987
0.23259,0.23050,0.23211,0.23211
0.24517,0.24272,0.24430,0.24430
0.25774,0.25489,0.25644,0.25644
0.27031,0.26703,0.26854,0.26854
0.28288,0.27913,0.28059,0.28059
0.29546,0.29118,0.29259,0.29259
0.30803,0.30318,0.30454,0.30454
0.32060,0.31514,0.31644,0.31644
0.33317,0.32704,0.32828,0.32828
0.34575,0.33890,0.34006,0.34006
0.35832,0.35070,0.35179,0.35179
0.37089,0.36245,0.36346,0.36346
0.38347,0.37414,0.37507,0.37507
0.39604,0.38577,0.38662,0.38662
0.40861,0.39734,0.39811,0.39811
0.42118,0.40884,0.40953,0.40953
0.43376,0.42028,0.42089,0.42089
0.44633,0.43166,0.43218,0.43218
0.45890,0.44296,0.44340,0.44340
0.47147,0.45420,0.45455,0.45455
0.48405,0.46536,0.46563,0.46563
0.49662,0.47646,0.47664,0.47664
0.50919,0.48747,0.48757,0.48757
0.52176,0.49841,0.49842,0.49842
0.53434,0.50927,0.50920,0.50920
0.54691,0.52005,0.51990,0.51990
0.55948,0.53075,0.53052,0.53052
0.57206,0.54136,0.54105,0.54105
0.58463,0.55189,0.55151,0.55151
0.59720,0.56233,0.56187,0.56187
0.60977,0.57268,0.57215,0.57215
0.62235,0.58294,0.58235,0.58235
0.63492,0.59311,0.59245,0.59245
0.64749,0.60319,0.60246,0.60246
0.66006,0.61317,0.61238,0.61238
0.67264,0.62305,0.62220,0.62220
0.68521,0.63284,0.63194,0.63194
0.69778,0.64252,0.64157,0.64157
0.71035,0.65210,0.65110,0.65110
0.72293,0.66158,0.66054,0.66054
0.73550,0.67096,0.66987,0.66987
0.74807,0.68023,0.67910,0.67910
0.76065,0.68939,0.68823,0.68823
0.77322,0.69844,0.69725,0.69725
0.78579,0.70738,0.70616,0.70616
0.79836,0.71622,0.71496,0.71496
0.81094,0.72493,0.72366,0.72366
0.82351,0.73354,0.73224,0.73224
0.83608,0.74202,0.74071,0.74071
0.84865,0.75039,0.74907,0.74907
0.86123,0.75864,0.75731,0.75731
0.87380,0.76677,0.76543,0.76543
0.88637,0.77478,0.77344,0.77344
0.89895,0.78267,0.78133,0.78133
0.91152,0.79043,0.78909,0.78909
0.92409,0.79807,0.79674,0.79674
0.93666,0.80559,0.80426,0.80426
0.94924,0.81297,0.81165,0.81165
0.96181,0.82023,0.81892,0.81892
0.97438,0.82735,0.82606,0.82606
0.98695,0.83435,0.83308,0.83308
0.99953,0.84121,0.83996,0.83996
1.01210,0.84795,0.84671,0.84671
1.02467,0.85454,0.85334,0.85334
1.03724,0.86101,0.85982,0.85982
1.04982,0.86733,0.86618,0.86618
1.06239,0.87352,0.87240,0.87240
1.07496,0.87957,0.87848,0.87848
1.08754,0.88548,0.88442,0.88442
1.10011,0.89126,0.89023,0.89023
1.11268,0.89689,0.89589,0.89589
1.12525,0.90238,0.90142,0.90142
1.13783,0.90772,0.90680,0.90680
1.15040,0.91293,0.91204,0.91204
1.16297,0.91799,0.91714,0.91714
1.17554,0.92290,0.92209,0.92209
1.18812,0.92767,0.92690,0.92690
1.20069,0.93229,0.93156,0.93156
1.21326,0.93676,0.93607,0.93607
1.22583,0.94109,0.94043,0.94043
1.23841,0.94527,0.94465,0.94465
1.25098,0.94929,0.94871,0.94871
1.26355,0.95317,0.95263,0.95263
1.27612,0.95690,0.95639,0.95639
1.28870,0.96047,0.96001,0.96001
1.30127,0.96390,0.96347,0.96347
1.31384,0.96717,0.96677,0.96677
1.32642,0.97029,0.96993,0.96993
1.33899,0.97325,0.97292,0.97293
1.35156,0.97606,0.97577,0.97577
1.36413,0.97872,0.97846,0.97846
1.37671,0.98122,0.98099,0.98099
1.38928,0.98357,0.98336,0.98336
1.40185,0.98576,0.98558,0.98558
1.41442,0.98780,0.98764,0.98764
1.42700,0.98968,0.98955,0.98955
1.43957,0.99140,0.99129,0.99129
1.45214,0.99297,0.99288,0.99288
1.46472,0.99438,0.99431,0.99431
1.47729,0.99563,0.99557,0.99557
1.48986,0.99673,0.99668,0.99668
1.50243,0.99766,0.99763,0.99763
1.51501,0.99844,0.99842,0.99842
1.52758,0.99907,0.99905,0.99905
1.54015,0.99953,0.99952,0.99952
1.55272,0.99984,0.99983,0.99983
1.56530,0.99998,0.99998,0.99998
1.57787,0.99997,0.99997,0.99997
1.59044,0.99981,0.99980,0.99980
1.60301,0.99948,0.99947,0.99947
1.61559,0.99900,0.99898,0.99898
1.62816,0.99836,0.99833,0.99833
1.64073,0.99756,0.99752,0.99752
1.65331,0.99660,0.99655,0.99655
1.66588,0.99548,0.99542,0.99542
1.67845,0.99421,0.99414,0.99414
1.69102,0.99278,0.99269,0.99269
1.70360,0.99120,0.99108,0.99108
1.71617,0.98945,0.98932,0.98932
1.72874,0.98755,0.98739,0.98739
1.74131,0.98550,0.98531,0.98531
1.75389,0.98329,0.98308,0.98308
1.76646,0.98092,0.98068,0.98068
1.77903,0.97840,0.97813,0.97813
1.79160,0.97572,0.97542,0.97542
1.80418,0.97289,0.97256,0.97256
1.81675,0.96991,0.96954,0.96954
1.82932,0.96677,0.96637,0.96637
1.84189,0.96348,0.96304,0.96304
1.85447,0.96003,0.95956,0.95956
1.86704,0.95644,0.95593,0.95593
1.87961,0.95269,0.95215,0.95215
1.89219,0.94880,0.94821,0.94821
1.90476,0.94475,0.94413,0.94413
1.91733,0.94056,0.93989,0.93989
1.92990,0.93621,0.93551,0.93551
1.94248,0.93172,0.93098,0.93098
1.95505,0.92708,0.92630,0.92630
1.96762,0.92229,0.92148,0.92148
1.98019,0.91736,0.91651,0.91651
1.99277,0.91228,0.91139,0.91139
2.00534,0.90706,0.90613,0.90613
2.01791,0.90170,0.90073,0.90073
2.03048,0.89619,0.89519,0.89519
2.04306,0.89054,0.88951,0.88951
2.05563,0.88475,0.88369,0.88369
2.06820,0.87882,0.87772,0.87772
2.08077,0.87276,0.87163,0.87163
2.09335,0.86655,0.86539,0.86539
2.10592,0.86021,0.85902,0.85902
2.11849,0.85373,0.85252,0.85251
2.13107,0.84711,0.84588,0.84588
2.14364,0.84036,0.83911,0.83911
2.15621,0.83348,0.83221,0.83221
2.16878,0.82647,0.82518,0.82518
2.18136,0.81933,0.81802,0.81802
2.19393,0.81205,0.81073,0.81073
2.20650,0.80465,0.80332,0.80332
2.21907,0.79712,0.79579,0.79579
2.23165,0.78947,0.78813,0.78813
2.24422,0.78169,0.78035,0.78035
2.25679,0.77379,0.77245,0.77245
2.26936,0.76576,0.76443,0.76443
2.28194,0.75762,0.75629,0.75629
2.29451,0.74935,0.74803,0.74803
2.30708,0.74097,0.73966,0.73966
2.31965,0.73247,0.73118,0.73118
2.33223,0.72385,0.72258,0.72258
2.34480,0.71512,0.71387,0.71387
2.35737,0.70627,0.70505,0.70505
2.36995,0.69732,0.69612,0.69612
2.38252,0.68825,0.68709,0.68709
2.39509,0.67907,0.67795,0.67795
2.40766,0.66979,0.66871,0.66871
2.42024,0.66040,0.65936,0.65936
2.43281,0.65091,0.64992,0.64991
2.44538,0.64132,0.64037,0.64037
2.45795,0.63162,0.63072,0.63072
2.47053,0.62182,0.62098,0.62098
2.48310,0.61193,0.61114,0.61114
2.49567,0.60193,0.60121,0.60121
2.50824,0.59185,0.59119,0.59119
2.52082,0.58167,0.58108,0.58108
2.53339,0.57139,0.57087,0.57087
2.54596,0.56103,0.56058,0.56058
2.55854,0.55058,0.55020,0.55020
2.57111,0.54004,0.53974,0.53974
2.58368,0.52942,0.52920,0.52920
2.59625,0.51871,0.51857,0.51857
2.60883,0.50792,0.50786,0.50786
2.62140,0.49705,0.49707,0.49707
2.63397,0.48610,0.48621,0.48621
2.64654,0.47507,0.47527,0.47527
2.65912,0.46397,0.46425,0.46425
2.67169,0.45280,0.45316,0.45316
2.68426,0.44155,0.44200,0.44200
2.69684,0.43024,0.43077,0.43077
2.70941,0.41886,0.41947,0.41947
2.72198,0.40741,0.40811,0.40811
2.73455,0.39589,0.39668,0.39668
2.74713,0.38432,0.38518,0.38518
2.75970,0.37268,0.37363,0.37362
2.77227,0.36098,0.36201,0.36201
2.78484,0.34923,0.35033,0.35033
2.79742,0.33742,0.33859,0.33859
2.80999,0.32556,0.32680,0.32680
2.82256,0.31365,0.31495,0.31495
2.83513,0.30168,0.30305,0.30305
2.84771,0.28967,0.29109,0.29109
2.86028,0.27762,0.27909,0.27909
2.87285,0.26552,0.26703,0.26703
2.88543,0.25337,0.25493,0.25493
2.89800,0.24119,0.24278,0.24278
2.91057,0.22897,0.23058,0.23058
2.92314,0.21672,0.21834,0.21834
2.93572,0.20443,0.20606,0.20606
2.94829,0.19210,0.19373,0.19373
2.96086,0.17975,0.18137,0.18137
2.97343,0.16737,0.16897,0.16897
2.98601,0.15496,0.15653,0.15653
2.99858,0.14253,0.14405,0.14405
3.01115,0.13007,0.13154,0.13154
3.02372,0.11760,0.11899,0.11899
3.03630,0.10510,0.10642,0.10642
3.04887,0.09259,0.09381,0.09381
3.06144,0.08006,0.08117,0.08117
3.07402,0.06753,0.06851,0.06851
3.08659,0.05498,0.05582,0.05582
3.09916,0.04242,0.04310,0.04310
3.11173,0.02986,0.03035,0.03035
3.12431,0.01729,0.01759,0.01759
3.13688,0.00471,0.00480,0.00480
3.14945,-0.00786,-0.00801,-0.00800
3.16202,-0.02043,-0.02084,-0.02078
3.17460,-0.03300,-0.03368,-0.03354
3.18717,-0.04556,-0.04655,-0.04628
3.19974,-0.05812,-0.05943,-0.05899
3.21231,-0.07066,-0.07233,-0.07168
3.22489,-0.08320,-0.08524,-0.08433
3.23746,-0.09572,-0.09816,-0.09696
3.25003,-0.10823,-0.11109,-0.10956
3.26260,-0.12072,-0.12404,-0.12213
3.27518,-0.13319,-0.13700,-0.13467
3.28775,-0.14564,-0.14996,-0.14717
3.30032,-0.15806,-0.16293,-0.15964
3.31289,-0.17047,-0.17591,-0.17207
3.32547,-0.18284,-0.18889,-0.18446
3.33804,-0.19519,-0.20188,-0.19682
3.35061,-0.20750,-0.21487,-0.20913
3.36319,-0.21978,-0.22787,-0.22140
3.37576,-0.23203,-0.24086,-0.23363
3.38833,-0.24424,-0.25386,-0.24582
3.40090,-0.25642,-0.26686,-0.25796
3.41348,-0.26855,-0.27985,-0.27005
3.42605,-0.28064,-0.29285,-0.28209
3.43862,-0.29268,-0.30584,-0.29409
3.45119,-0.30468,-0.31882,-0.30603
3.46377,-0.31663,-0.33180,-0.31792
3.47634,-0.32853,-0.34478,-0.32975
3.48891,-0.34038,-0.35775,-0.34153
3.50148,-0.35217,-0.37071,-0.35325
