x,sinx,approx,ex
3.51406,-0.36391,-0.38367,-0.36492
3.52663,-0.37560,-0.39661,-0.37652
3.53920,-0.38722,-0.40955,-0.38806
3.55178,-0.39878,-0.42247,-0.39954
3.56435,-0.41028,-0.43538,-0.41096
3.57692,-0.42171,-0.44828,-0.42230
3.58949,-0.43307,-0.46117,-0.43359
3.60207,-0.44437,-0.47405,-0.44480
3.61464,-0.45560,-0.48691,-0.45594
3.62721,-0.46676,-0.49975,-0.46701
3.63978,-0.47784,-0.51259,-0.47801
3.65236,-0.48885,-0.52540,-0.48893
3.66493,-0.49977,-0.53819,-0.49977
3.67750,-0.51062,-0.55097,-0.51054
3.69007,-0.52139,-0.56373,-0.52123
3.70265,-0.53208,-0.57648,-0.53184
3.71522,-0.54268,-0.58920,-0.54236
3.72779,-0.55320,-0.60190,-0.55281
3.74037,-0.56363,-0.61458,-0.56316
3.75294,-0.57397,-0.62724,-0.57343
3.76551,-0.58422,-0.63988,-0.58361
3.77808,-0.59438,-0.65249,-0.59371
3.79066,-0.60444,-0.66508,-0.60371
3.80323,-0.61441,-0.67765,-0.61361
3.81580,-0.62428,-0.69020,-0.62343
3.82837,-0.63405,-0.70272,-0.63314
3.84095,-0.64372,-0.71521,-0.64277
3.85352,-0.65329,-0.72768,-0.65229
3.86609,-0.66276,-0.74012,-0.66171
3.87866,-0.67212,-0.75254,-0.67103
3.89124,-0.68138,-0.76492,-0.68025
3.90381,-0.69053,-0.77728,-0.68936
3.91638,-0.69957,-0.78962,-0.69837
3.92895,-0.70849,-0.80192,-0.70727
3.94153,-0.71731,-0.81419,-0.71606
3.95410,-0.72601,-0.82644,-0.72474
3.96667,-0.73460,-0.83866,-0.73331
3.97925,-0.74308,-0.85084,-0.74176
3.99182,-0.75143,-0.86300,-0.75011
4.00439,-0.75967,-0.87512,-0.75833
4.01696,-0.76778,-0.88722,-0.76644
4.02954,-0.77578,-0.89928,-0.77443
4.04211,-0.78365,-0.91131,-0.78230
4.05468,-0.79140,-0.92330,-0.79005
4.06725,-0.79902,-0.93527,-0.79768
4.07983,-0.80652,-0.94720,-0.80519
4.09240,-0.81389,-0.95910,-0.81257
4.10497,-0.82113,-0.97096,-0.81982
4.11755,-0.82824,-0.98279,-0.82695
4.13012,-0.83522,-0.99459,-0.83395
4.14269,-0.84206,-1.00635,-0.84081
4.15526,-0.84878,-1.01808,-0.84755
4.16784,-0.85536,-1.02977,-0.85415
4.18041,-0.86180,-1.04143,-0.86062
4.19298,-0.86811,-1.05305,-0.86696
4.20555,-0.87429,-1.06464,-0.87316
4.21813,-0.88032,-1.07619,-0.87923
4.23070,-0.88621,-1.08770,-0.88516
4.24327,-0.89197,-1.09918,-0.89094
4.25584,-0.89758,-1.11062,-0.89659
4.26842,-0.90305,-1.12202,-0.90210
4.28099,-0.90838,-1.13339,-0.90746
4.29356,-0.91357,-1.14472,-0.91269
4.30614,-0.91861,-1.15601,-0.91776
4.31871,-0.92350,-1.16726,-0.92270
4.33128,-0.92825,-1.17848,-0.92749
4.34385,-0.93286,-1.18966,-0.93213
4.35643,-0.93731,-1.20080,-0.93662
4.36900,-0.94162,-1.21190,-0.94097
4.38157,-0.94578,-1.22297,-0.94516
4.39414,-0.94979,-1.23399,-0.94921
4.40672,-0.95364,-1.24498,-0.95311
4.41929,-0.95735,-1.25593,-0.95685
4.43186,-0.96091,-1.26684,-0.96045
4.44443,-0.96431,-1.27771,-0.96389
4.45701,-0.96757,-1.28854,-0.96718
4.46958,-0.97067,-1.29934,-0.97031
4.48215,-0.97361,-1.31009,-0.97329
4.49473,-0.97640,-1.32080,-0.97611
4.50730,-0.97904,-1.33148,-0.97878
4.51987,-0.98153,-1.34211,-0.98129
4.53244,-0.98385,-1.35271,-0.98365
4.54502,-0.98603,-1.36327,-0.98585
4.55759,-0.98804,-1.37378,-0.98789
4.57016,-0.98990,-1.38426,-0.98977
4.58273,-0.99161,-1.39470,-0.99150
4.59531,-0.99315,-1.40509,-0.99306
4.60788,-0.99454,-1.41545,-0.99447
4.62045,-0.99578,-1.42577,-0.99572
4.63302,-0.99685,-1.43605,-0.99681
4.64560,-0.99777,-1.44628,-0.99774
4.65817,-0.99853,-1.45648,-0.99851
4.67074,-0.99913,-1.46664,-0.99912
4.68332,-0.99958,-1.47676,-0.99957
4.69589,-0.99986,-1.48683,-0.99986
4.70846,-0.99999,-1.49687,-0.99999
4.72103,-0.99996,-1.50687,-0.99996
4.73361,-0.99977,-1.51683,-0.99977
4.74618,-0.99943,-1.52674,-0.99942
4.75875,-0.99893,-1.53662,-0.99891
4.77132,-0.99826,-1.54646,-0.99824
4.78390,-0.99744,-1.55626,-0.99741
4.79647,-0.99647,-1.56601,-0.99642
4.80904,-0.99533,-1.57573,-0.99527
4.82161,-0.99404,-1.58541,-0.99396
4.83419,-0.99259,-1.59505,-0.99250
4.84676,-0.99099,-1.60464,-0.99087
4.85933,-0.98922,-1.61420,-0.98909
4.87191,-0.98730,-1.62372,-0.98714
4.88448,-0.98523,-1.63320,-0.98504
4.89705,-0.98300,-1.64264,-0.98278
4.90962,-0.98061,-1.65204,-0.98037
4.92220,-0.97807,-1.66140,-0.97780
4.93477,-0.97538,-1.67071,-0.97507
4.94734,-0.97253,-1.68000,-0.97219
4.95991,-0.96952,-1.68924,-0.96915
4.97249,-0.96637,-1.69844,-0.96596
4.98506,-0.96306,-1.70760,-0.96262
4.99763,-0.95959,-1.71672,-0.95912
5.01021,-0.95598,-1.72581,-0.95547
5.02278,-0.95222,-1.73485,-0.95167
5.03535,-0.94830,-1.74386,-0.94771
5.04792,-0.94424,-1.75282,-0.94361
5.06049,-0.94002,-1.76175,-0.93936
5.07307,-0.93566,-1.77064,-0.93495
5.08564,-0.93115,-1.77949,-0.93040
5.09821,-0.92649,-1.78830,-0.92571
5.11079,-0.92168,-1.79707,-0.92086
5.12336,-0.91673,-1.80581,-0.91588
5.13593,-0.91164,-1.81451,-0.91074
5.14850,-0.90640,-1.82316,-0.90547
5.16107,-0.90102,-1.83178,-0.90005
5.17365,-0.89549,-1.84036,-0.89449
5.18622,-0.88983,-1.84891,-0.88879
5.19879,-0.88402,-1.85741,-0.88295
5.21137,-0.87807,-1.86588,-0.87697
5.22394,-0.87199,-1.87431,-0.87085
5.23651,-0.86576,-1.88270,-0.86460
5.24909,-0.85940,-1.89106,-0.85821
5.26166,-0.85291,-1.89937,-0.85169
5.27423,-0.84628,-1.90765,-0.84504
5.28680,-0.83951,-1.91590,-0.83825
5.29937,-0.83261,-1.92410,-0.83134
5.31195,-0.82558,-1.93227,-0.82429
5.32452,-0.81842,-1.94040,-0.81712
5.33709,-0.81114,-1.94850,-0.80981
5.34967,-0.80372,-1.95656,-0.80239
5.36224,-0.79617,-1.96458,-0.79484
5.37481,-0.78851,-1.97257,-0.78716
5.38738,-0.78071,-1.98051,-0.77937
5.39995,-0.77279,-1.98843,-0.77145
5.41253,-0.76475,-1.99630,-0.76341
5.42510,-0.75659,-2.00415,-0.75526
5.43767,-0.74831,-2.01195,-0.74699
5.45025,-0.73991,-2.01972,-0.73860
5.46282,-0.73139,-2.02746,-0.73011
5.47539,-0.72276,-2.03515,-0.72150
5.48797,-0.71402,-2.04282,-0.71277
5.50054,-0.70516,-2.05045,-0.70394
5.51311,-0.69619,-2.05804,-0.69500
5.52568,-0.68711,-2.06560,-0.68595
5.53825,-0.67792,-2.07312,-0.67680
5.55083,-0.66862,-2.08061,-0.66755
5.56340,-0.65922,-2.08806,-0.65819
5.57597,-0.64972,-2.09548,-0.64873
5.58855,-0.64011,-2.10287,-0.63917
5.60112,-0.63040,-2.11022,-0.62951
5.61369,-0.62059,-2.11754,-0.61976
5.62626,-0.61068,-2.12482,-0.60991
5.63884,-0.60068,-2.13207,-0.59997
5.65141,-0.59058,-2.13929,-0.58993
5.66398,-0.58039,-2.14647,-0.57981
5.67655,-0.57010,-2.15362,-0.56959
5.68913,-0.55973,-2.16073,-0.55929
5.70170,-0.54926,-2.16782,-0.54890
5.71427,-0.53872,-2.17486,-0.53843
5.72685,-0.52808,-2.18188,-0.52787
5.73942,-0.51736,-2.18886,-0.51723
5.75199,-0.50656,-2.19582,-0.50651
5.76456,-0.49568,-2.20273,-0.49572
5.77714,-0.48472,-2.20962,-0.48484
5.78971,-0.47369,-2.21648,-0.47389
5.80228,-0.46258,-2.22330,-0.46287
5.81485,-0.45140,-2.23009,-0.45177
5.82743,-0.44014,-2.23685,-0.44060
5.84000,-0.42882,-2.24357,-0.42936
5.85257,-0.41743,-2.25027,-0.41806
5.86514,-0.40597,-2.25693,-0.40668
5.87772,-0.39445,-2.26357,-0.39524
5.89029,-0.38286,-2.27017,-0.38374
5.90286,-0.37122,-2.27674,-0.37218
5.91543,-0.35952,-2.28328,-0.36055
5.92801,-0.34776,-2.28979,-0.34886
5.94058,-0.33594,-2.29627,-0.33712
5.95315,-0.32407,-2.30271,-0.32532
5.96573,-0.31215,-2.30913,-0.31347
5.97830,-0.30019,-2.31552,-0.30156
5.99087,-0.28817,-2.32188,-0.28960
6.00344,-0.27611,-2.32820,-0.27758
6.01602,-0.26400,-2.33450,-0.26552
6.02859,-0.25185,-2.34077,-0.25341
6.04116,-0.23967,-2.34701,-0.24125
6.05373,-0.22744,-2.35322,-0.22905
6.06631,-0.21518,-2.35940,-0.21681
6.07888,-0.20289,-2.36555,-0.20452
6.09145,-0.19056,-2.37167,-0.19219
6.10403,-0.17820,-2.37776,-0.17982
6.11660,-0.16582,-2.38383,-0.16741
6.12917,-0.15341,-2.38986,-0.15497
6.14174,-0.14097,-2.39587,-0.14249
6.15432,-0.12851,-2.40185,-0.12997
6.16689,-0.11604,-2.40780,-0.11742
6.17946,-0.10354,-2.41373,-0.10484
6.19203,-0.09103,-2.41962,-0.09223
6.20461,-0.07850,-2.42549,-0.07959
6.21718,-0.06596,-2.43133,-0.06692
6.22975,-0.05341,-2.43714,-0.05423
6.24232,-0.04085,-2.44292,-0.04151
6.25490,-0.02828,-2.44868,-0.02876
6.26747,-0.01571,-2.45441,-0.01599
6.28004,-0.00314,-2.46012,-0.00320
6.29261,0.00943,-2.46579,0.00960
6.30519,0.02200,-2.47144,0.02238
6.31776,0.03457,-2.47707,0.03514
6.33033,0.04713,-2.48266,0.04787
6.34291,0.05969,-2.48823,0.06058
6.35548,0.07223,-2.49378,0.07326
6.36805,0.08476,-2.49930,0.08591
6.38062,0.09728,-2.50479,0.09854
6.39320,0.10979,-2.51026,0.11114
6.40577,0.12228,-2.51570,0.12370
6.41834,0.13475,-2.52111,0.13623
6.43091,0.14719,-2.52650,0.14873
6.44349,0.15962,-2.53186,0.16119
6.45606,0.17201,-2.53720,0.17362
6.46863,0.18439,-2.54252,0.18601
6.48121,0.19673,-2.54781,0.19836
6.49378,0.20904,-2.55307,0.21067
6.50635,0.22132,-2.55831,0.22294
6.51892,0.23356,-2.56352,0.23516
6.53150,0.24577,-2.56872,0.24734
6.54407,0.25793,-2.57388,0.25947
6.55664,0.27006,-2.57902,0.27156
6.56921,0.28214,-2.58414,0.28360
6.58179,0.29418,-2.58924,0.29558
6.59436,0.30618,-2.59431,0.30752
6.60693,0.31812,-2.59935,0.31940
6.61950,0.33001,-2.60437,0.33123
6.63208,0.34185,-2.60937,0.34300
6.64465,0.35364,-2.61435,0.35471
6.65722,0.36538,-2.61930,0.36637
6.66980,0.37705,-2.62423,0.37797
6.68237,0.38867,-2.62914,0.38950
6.69494,0.40022,-2.63402,0.40097
6.70751,0.41171,-2.63888,0.41238
6.72009,0.42313,-2.64372,0.42372
6.73266,0.43449,-2.64853,0.43499
6.74523,0.44578,-2.65333,0.44620
6.75780,0.45700,-2.65810,0.45733
6.77038,0.46814,-2.66284,0.46839
6.78295,0.47922,-2.66757,0.47938
6.79552,0.49022,-2.67228,0.49029
6.80809,0.50113,-2.67696,0.50113
6.82067,0.51197,-2.68162,0.51188
6.83324,0.52273,-2.68626,0.52256
6.84581,0.53341,-2.69087,0.53316
6.85838,0.54400,-2.69547,0.54367
6.87096,0.55451,-2.70004,0.55411
6.88353,0.56493,-2.70460,0.56445
6.89610,0.57526,-2.70913,0.57471
6.90868,0.58549,-2.71364,0.58488
6.92125,0.59564,-2.71813,0.59496
6.93382,0.60569,-2.72260,0.60495
6.94639,0.61565,-2.72705,0.61485
6.95897,0.62551,-2.73148,0.62465
6.97154,0.63527,-2.73589,0.63435
6.98411,0.64493,-2.74027,0.64396
6.99668,0.65448,-2.74464,0.65347
7.00926,0.66394,-2.74899,0.66288
7.02183,0.67329,-2.75331,0.67219
7.03440,0.68253,-2.75762,0.68139
7.04698,0.69166,-2.76191,0.69049
7.05955,0.70069,-2.76618,0.69949
7.07212,0.70960,-2.77042,0.70837
7.08469,0.71840,-2.77465,0.71715
7.09726,0.72709,-2.77886,0.72581
7.10984,0.73567,-2.78305,0.73437
7.12241,0.74413,-2.78722,0.74281
7.13498,0.75247,-2.79137,0.75114
7.14756,0.76069,-2.79550,0.75935
7.16013,0.76879,-2.79962,0.76745
7.17270,0.77677,-2.80371,0.77542
7.18527,0.78462,-2.80779,0.78328
7.19785,0.79236,-2.81184,0.79102
7.21042,0.79996,-2.81588,0.79863
7.22299,0.80744,-2.81990,0.80612
7.23556,0.81480,-2.82390,0.81348
7.24814,0.82202,-2.82789,0.82072
7.26071,0.82912,-2.83185,0.82783
7.27328,0.83608,-2.83580,0.83481
7.28586,0.84291,-2.83973,0.84166
7.29843,0.84961,-2.84364,0.84838
7.31100,0.85617,-2.84753,0.85497
7.32357,0.86260,-2.85141,0.86143
7.33614,0.86889,-2.85527,0.86774
7.34872,0.87505,-2.85911,0.87393
7.36129,0.88106,-2.86293,0.87998
7.37386,0.88694,-2.86674,0.88589
7.38644,0.89268,-2.87053,0.89166
7.39901,0.89827,-2.87430,0.89729
7.41158,0.90373,-2.87806,0.90278
7.42415,0.90904,-2.88179,0.90812
7.43673,0.91420,-2.88551,0.91333
7.44930,0.91923,-2.88922,0.91839
7.46187,0.92410,-2.89291,0.92330
7.47444,0.92884,-2.89658,0.92807
7.48702,0.93342,-2.90023,0.93270
7.49959,0.93786,-2.90387,0.93717
7.51216,0.94215,-2.90749,0.94150
7.52474,0.94629,-2.91110,0.94568
7.53731,0.95028,-2.91469,0.94971
7.54988,0.95412,-2.91826,0.95359
7.56245,0.95781,-2.92182,0.95731
7.57503,0.96134,-2.92536,0.96089
7.58760,0.96473,-2.92888,0.96431
7.60017,0.96796,-2.93239,0.96758
7.61274,0.97104,-2.93589,0.97069
7.62532,0.97397,-2.93936,0.97365
7.63789,0.97674,-2.94283,0.97645
7.65046,0.97936,-2.94627,0.97910
7.66303,0.98182,-2.94971,0.98160
7.67561,0.98413,-2.95312,0.98393
7.68818,0.98629,-2.95652,0.98611
7.70075,0.98828,-2.95991,0.98813
7.71333,0.99012,-2.96328,0.99000
7.72590,0.99181,-2.96664,0.99170
7.73847,0.99334,-2.96998,0.99325
7.75104,0.99471,-2.97331,0.99464
7.76362,0.99592,-2.97662,0.99587
7.77619,0.99698,-2.97992,0.99694
7.78876,0.99787,-2.98320,0.99785
7.80133,0.99861,-2.98647,0.99860
7.81391,0.99920,-2.98972,0.99919
7.82648,0.99962,-2.99296,0.99962
7.83905,0.99989,-2.99619,0.99989
7.85162,1.00000,-2.99940,1.00000
7.86420,0.99995,-3.00260,0.99995
7.87677,0.99974,-3.00578,0.99974
7.88934,0.99937,-3.00895,0.99937
7.90192,0.99885,-3.01210,0.99884
7.91449,0.99817,-3.01525,0.99815
7.92706,0.99733,-3.01837,0.99730
7.93963,0.99633,-3.02149,0.99629
7.95221,0.99518,-3.02459,0.99512
7.96478,0.99387,-3.02768,0.99379
7.97735,0.99240,-3.03075,0.99230
7.98992,0.99077,-3.03381,0.99066
8.00250,0.98899,-3.03686,0.98885
8.01507,0.98705,-3.03989,0.98689
8.02764,0.98496,-3.04291,0.98477
8.04021,0.98271,-3.04592,0.98249
8.05279,0.98030,-3.04891,0.98006
8.06536,0.97774,-3.05189,0.97747
8.07793,0.97503,-3.05486,0.97472
8.09050,0.97216,-3.05782,0.97182
8.10308,0.96914,-3.06076,0.96876
8.11565,0.96596,-3.06369,0.96555
8.12822,0.96263,-3.06661,0.96219
8.14080,0.95915,-3.06951,0.95867
8.15337,0.95552,-3.07240,0.95500
8.16594,0.95173,-3.07528,0.95118
8.17851,0.94780,-3.07815,0.94721
8.19109,0.94372,-3.08101,0.94308
8.20366,0.93948,-3.08385,0.93881
8.21623,0.93510,-3.08668,0.93439
8.22880,0.93057,-3.08950,0.92983
8.24138,0.92590,-3.09230,0.92511
8.25395,0.92107,-3.09510,0.92025
8.26652,0.91611,-3.09788,0.91524
8.27910,0.91099,-3.10065,0.91009
8.29167,0.90573,-3.10341,0.90480
8.30424,0.90033,-3.10616,0.89936
8.31681,0.89479,-3.10889,0.89378
8.32938,0.88911,-3.11162,0.88807
8.34196,0.88328,-3.11433,0.88221
8.35453,0.87732,-3.11703,0.87621
8.36710,0.87122,-3.11972,0.87008
8.37968,0.86498,-3.12240,0.86381
8.39225,0.85860,-3.12506,0.85741
8.40482,0.85208,-3.12772,0.85087
8.41740,0.84544,-3.13036,0.84420
8.42997,0.83866,-3.13300,0.83739
8.44254,0.83174,-3.13562,0.83046
8.45511,0.82470,-3.13823,0.82340
8.46768,0.81752,-3.14083,0.81621
8.48026,0.81022,-3.14342,0.80889
8.49283,0.80278,-3.14599,0.80145
8.50540,0.79522,-3.14856,0.79388
8.51798,0.78754,-3.15112,0.78619
8.53055,0.77973,-3.15366,0.77838
8.54312,0.77179,-3.15620,0.77045
8.55569,0.76374,-3.15872,0.76240
8.56826,0.75556,-3.16124,0.75423
8.58084,0.74727,-3.16374,0.74595
8.59341,0.73885,-3.16623,0.73755
8.60598,0.73032,-3.16871,0.72904
8.61856,0.72168,-3.17119,0.72041
8.63113,0.71292,-3.17365,0.71167
8.64370,0.70404,-3.17610,0.70283
8.65628,0.69506,-3.17854,0.69387
8.66885,0.68597,-3.18097,0.68482
8.68142,0.67677,-3.18339,0.67565
8.69399,0.66746,-3.18580,0.66638
8.70656,0.65804,-3.18821,0.65701
8.71914,0.64852,-3.19060,0.64754
8.73171,0.63890,-3.19298,0.63797
8.74428,0.62918,-3.19535,0.62830
8.75686,0.61936,-3.19771,0.61853
8.76943,0.60944,-3.20006,0.60867
8.78200,0.59942,-3.20241,0.59872
8.79457,0.58931,-3.20474,0.58867
8.80715,0.57911,-3.20706,0.57853
8.81972,0.56881,-3.20938,0.56831
8.83229,0.55843,-3.21168,0.55800
8.84486,0.54795,-3.21397,0.54760
8.85744,0.53739,-3.21626,0.53711
8.87001,0.52674,-3.21854,0.52654
8.88258,0.51602,-3.22080,0.51590
8.89515,0.50521,-3.22306,0.50517
8.90773,0.49432,-3.22531,0.49436
8.92030,0.48335,-3.22755,0.48348
8.93287,0.47231,-3.22978,0.47252
8.94545,0.46119,-3.23200,0.46148
8.95802,0.44999,-3.23421,0.45038
8.97059,0.43873,-3.23641,0.43920
8.98316,0.42740,-3.23861,0.42795
8.99574,0.41600,-3.24079,0.41664
9.00831,0.40453,-3.24297,0.40526
9.02088,0.39300,-3.24514,0.39381
9.03345,0.38141,-3.24729,0.38230
9.04603,0.36976,-3.24944,0.37073
9.05860,0.35805,-3.25159,0.35909
9.07117,0.34628,-3.25372,0.34740
9.08375,0.33446,-3.25584,0.33565
9.09632,0.32259,-3.25796,0.32384
9.10889,0.31066,-3.26007,0.31198
9.12146,0.29869,-3.26216,0.30006
9.13403,0.28666,-3.26425,0.28810
9.14661,0.27460,-3.26634,0.27608
9.15918,0.26249,-3.26841,0.26401
9.17175,0.25033,-3.27048,0.25189
9.18433,0.23814,-3.27253,0.23973
9.19690,0.22591,-3.27458,0.22752
9.20947,0.21365,-3.27662,0.21527
9.22204,0.20135,-3.27866,0.20298
9.23462,0.18902,-3.28068,0.19065
9.24719,0.17666,-3.28270,0.17827
9.25976,0.16427,-3.28471,0.16586
9.27233,0.15185,-3.28671,0.15341
9.28491,0.13941,-3.28870,0.14092
9.29748,0.12695,-3.29068,0.12840
9.31005,0.11447,-3.29266,0.11585
9.32263,0.10198,-3.29463,0.10327
9.33520,0.08946,-3.29659,0.09065
9.34777,0.07693,-3.29854,0.07801
9.36034,0.06439,-3.30049,0.06534
9.37292,0.05184,-3.30243,0.05264
9.38549,0.03928,-3.30436,0.03991
9.39806,0.02671,-3.30628,0.02717
9.41063,0.01414,-3.30820,0.01439
9.42321,0.00157,-3.31011,0.00160
9.43578,-0.01100,-3.31201,-0.01120
9.44835,-0.02357,-3.31390,-0.02397
9.46092,-0.03614,-3.31579,-0.03673
9.47350,-0.04870,-3.31766,-0.04946
9.48607,-0.06125,-3.31954,-0.06216
9.49864,-0.07380,-3.32140,-0.07484
9.51122,-0.08633,-3.32326,-0.08750
9.52379,-0.09885,-3.32511,-0.10012
9.53636,-0.11135,-3.32695,-0.11271
9.54893,-0.12384,-3.32878,-0.12527
9.56151,-0.13630,-3.33061,-0.13780
9.57408,-0.14875,-3.33243,-0.15029
9.58665,-0.16117,-3.33425,-0.16275
9.59922,-0.17356,-3.33605,-0.17517
9.61180,-0.18593,-3.33785,-0.18756
9.62437,-0.19827,-3.33965,-0.19990
9.63694,-0.21058,-3.34143,-0.21221
9.64951,-0.22285,-3.34321,-0.22447
9.66209,-0.23509,-3.34498,-0.23668
9.67466,-0.24729,-3.34675,-0.24886
9.68723,-0.25945,-3.34851,-0.26099
9.69981,-0.27157,-3.35026,-0.27307
9.71238,-0.28365,-3.35201,-0.28510
9.72495,-0.29568,-3.35374,-0.29708
9.73752,-0.30767,-3.35548,-0.30901
9.75010,-0.31961,-3.35720,-0.32088
9.76267,-0.33150,-3.35892,-0.33270
9.77524,-0.34333,-3.36063,-0.34447
9.78781,-0.35511,-3.36234,-0.35618
9.80039,-0.36684,-3.36404,-0.36782
9.81296,-0.37851,-3.36573,-0.37941
9.82553,-0.39011,-3.36742,-0.39094
9.83810,-0.40166,-3.36910,-0.40240
9.85068,-0.41314,-3.37077,-0.41380
9.86325,-0.42456,-3.37244,-0.42513
9.87582,-0.43591,-3.37410,-0.43640
9.88840,-0.44719,-3.37575,-0.44759
9.90097,-0.45840,-3.37740,-0.45871
9.91354,-0.46953,-3.37904,-0.46977
9.92611,-0.48060,-3.38068,-0.48074
9.93869,-0.49158,-3.38231,-0.49165
9.95126,-0.50249,-3.38393,-0.50247
9.96383,-0.51332,-3.38555,-0.51322
9.97640,-0.52407,-3.38716,-0.52389
9.98898,-0.53474,-3.38877,-0.53448
10.00155,-0.54532,-3.39037,-0.54498
10.01412,-0.55582,-3.39196,-0.55540
10.02669,-0.56622,-3.39355,-0.56574
10.03927,-0.57654,-3.39513,-0.57599
10.05184,-0.58677,-3.39671,-0.58614
10.06441,-0.59690,-3.39828,-0.59621
10.07699,-0.60694,-3.39984,-0.60619
10.08956,-0.61689,-3.40140,-0.61608
10.10213,-0.62673,-3.40295,-0.62587
10.11470,-0.63648,-3.40450,-0.63556
10.12728,-0.64613,-3.40604,-0.64516
10.13985,-0.65567,-3.40757,-0.65465
10.15242,-0.66511,-3.40910,-0.66405
10.16499,-0.67445,-3.41063,-0.67334
10.17757,-0.68368,-3.41215,-0.68253
10.19014,-0.69280,-3.41366,-0.69162
10.20271,-0.70181,-3.41517,-0.70060
10.21529,-0.71071,-3.41667,-0.70947
10.22786,-0.71950,-3.41816,-0.71824
10.24043,-0.72817,-3.41965,-0.72689
10.25300,-0.73673,-3.42114,-0.73543
10.26557,-0.74517,-3.42262,-0.74386
10.27815,-0.75350,-3.42409,-0.75217
10.29072,-0.76171,-3.42556,-0.76037
10.30329,-0.76979,-3.42703,-0.76845
10.31587,-0.77776,-3.42848,-0.77641
10.32844,-0.78560,-3.42994,-0.78425
10.34101,-0.79331,-3.43138,-0.79197
10.35358,-0.80091,-3.43283,-0.79957
10.36615,-0.80837,-3.43426,-0.80704
10.37873,-0.81571,-3.43570,-0.81439
10.39130,-0.82292,-3.43712,-0.82161
10.40387,-0.82999,-3.43854,-0.82871
10.41645,-0.83694,-3.43996,-0.83567
10.42902,-0.84375,-3.44137,-0.84251
10.44159,-0.85044,-3.44278,-0.84921
10.45417,-0.85698,-3.44418,-0.85578
10.46674,-0.86339,-3.44557,-0.86222
10.47931,-0.86967,-3.44696,-0.86853
10.49188,-0.87581,-3.44835,-0.87469
10.50445,-0.88181,-3.44973,-0.88072
10.51703,-0.88767,-3.45111,-0.88661
10.52960,-0.89338,-3.45248,-0.89237
10.54217,-0.89896,-3.45384,-0.89798
10.55475,-0.90440,-3.45521,-0.90345
10.56732,-0.90969,-3.45656,-0.90878
10.57989,-0.91484,-3.45791,-0.91397
10.59246,-0.91985,-3.45926,-0.91901
10.60504,-0.92470,-3.46060,-0.92391
10.61761,-0.92942,-3.46194,-0.92866
10.63018,-0.93398,-3.46327,-0.93326
10.64275,-0.93840,-3.46460,-0.93772
10.65533,-0.94267,-3.46592,-0.94203
10.66790,-0.94679,-3.46724,-0.94619
10.68047,-0.95076,-3.46855,-0.95020
10.69305,-0.95459,-3.46986,-0.95406
10.70562,-0.95826,-3.47116,-0.95777
10.71819,-0.96178,-3.47246,-0.96132
10.73076,-0.96514,-3.47376,-0.96473
10.74333,-0.96836,-3.47505,-0.96797
10.75591,-0.97142,-3.47634,-0.97107
10.76848,-0.97433,-3.47762,-0.97401
10.78105,-0.97708,-3.47889,-0.97679
10.79363,-0.97968,-3.48017,-0.97942
10.80620,-0.98212,-3.48143,-0.98190
10.81877,-0.98441,-3.48270,-0.98421
10.83134,-0.98654,-3.48395,-0.98637
10.84392,-0.98852,-3.48521,-0.98838
10.85649,-0.99034,-3.48646,-0.99022
10.86906,-0.99201,-3.48770,-0.99190
10.88163,-0.99352,-3.48895,-0.99343
10.89421,-0.99487,-3.49018,-0.99480
10.90678,-0.99606,-3.49142,-0.99601
10.91935,-0.99710,-3.49264,-0.99706
10.93193,-0.99798,-3.49387,-0.99795
10.94450,-0.99870,-3.49509,-0.99868
10.95707,-0.99926,-3.49630,-0.99925
10.96964,-0.99966,-3.49751,-0.99966
10.98222,-0.99991,-3.49872,-0.99991
10.99479,-1.00000,-3.49992,-1.00000
11.00736,-0.99993,-3.50112,-0.99993
11.01993,-0.99970,-3.50232,-0.99970
11.03251,-0.99932,-3.50351,-0.99931
11.04508,-0.99877,-3.50470,-0.99876
11.05765,-0.99807,-3.50588,-0.99805
11.07022,-0.99722,-3.50706,-0.99718
11.08280,-0.99620,-3.50823,-0.99615
11.09537,-0.99502,-3.50940,-0.99496
11.10794,-0.99369,-3.51057,-0.99361
11.12051,-0.99221,-3.51173,-0.99210
11.13309,-0.99056,-3.51289,-0.99044
11.14566,-0.98876,-3.51404,-0.98861
11.15823,-0.98680,-3.51519,-0.98663
11.17081,-0.98469,-3.51634,-0.98449
11.18338,-0.98242,-3.51748,-0.98220
11.19595,-0.97999,-3.51862,-0.97974
11.20852,-0.97741,-3.51975,-0.97713
11.22110,-0.97468,-3.52088,-0.97437
11.23367,-0.97179,-3.52201,-0.97144
11.24624,-0.96875,-3.52313,-0.96837
11.25881,-0.96555,-3.52425,-0.96514
11.27139,-0.96220,-3.52537,-0.96176
11.28396,-0.95870,-3.52648,-0.95822
11.29653,-0.95505,-3.52759,-0.95453
11.30911,-0.95125,-3.52869,-0.95069
11.32168,-0.94730,-3.52979,-0.94670
11.33425,-0.94320,-3.53089,-0.94256
11.34682,-0.93894,-3.53198,-0.93827
11.35940,-0.93454,-3.53307,-0.93383
11.37197,-0.93000,-3.53416,-0.92924
11.38454,-0.92530,-3.53524,-0.92451
11.39711,-0.92046,-3.53632,-0.91963
11.40969,-0.91547,-3.53739,-0.91461
