t,spline,actual,error
0.00000,0.00000,0.00000,0.00000
0.00090,0.00581,0.00582,0.00001
0.00181,0.01162,0.01163,0.00001
0.00271,0.01744,0.01745,0.00002
0.00362,0.02325,0.02327,0.00002
0.00452,0.02906,0.02908,0.00003
0.00543,0.03487,0.03490,0.00003
0.00633,0.04068,0.04072,0.00004
0.00723,0.04649,0.04653,0.00004
0.00814,0.05231,0.05235,0.00004
0.00904,0.05812,0.05817,0.00005
0.00995,0.06393,0.06398,0.00005
0.01085,0.06974,0.06980,0.00006
0.01176,0.07555,0.07561,0.00006
0.01266,0.08136,0.08143,0.00006
0.01356,0.08718,0.08724,0.00007
0.01447,0.09299,0.09306,0.00007
0.01537,0.09880,0.09887,0.00008
0.01628,0.10461,0.10469,0.00008
0.01718,0.11042,0.11050,0.00008
0.01809,0.11623,0.11632,0.00009
0.01899,0.12205,0.12213,0.00009
0.01989,0.12786,0.12795,0.00009
0.02080,0.13367,0.13376,0.00009
0.02170,0.13948,0.13958,0.00010
0.02261,0.14529,0.14539,0.00010
0.02351,0.15110,0.15121,0.00010
0.02442,0.15692,0.15702,0.00010
0.02532,0.16273,0.16283,0.00011
0.02622,0.16854,0.16865,0.00011
0.02713,0.17435,0.17446,0.00011
0.02803,0.18016,0.18028,0.00011
0.02894,0.18597,0.18609,0.00011
0.02984,0.19179,0.19190,0.00012
0.03075,0.19760,0.19772,0.00012
0.03165,0.20341,0.20353,0.00012
0.03256,0.20922,0.20934,0.00012
0.03346,0.21503,0.21516,0.00012
0.03436,0.22084,0.22097,0.00012
0.03527,0.22666,0.22678,0.00013
0.03617,0.23247,0.23259,0.00013
0.03708,0.23828,0.23841,0.00013
0.03798,0.24409,0.24422,0.00013
0.03889,0.24990,0.25003,0.00013
0.03979,0.25572,0.25584,0.00013
0.04069,0.26153,0.26166,0.00013
0.04160,0.26734,0.26747,0.00013
0.04250,0.27315,0.27328,0.00013
0.04341,0.27896,0.27909,0.00013
0.04431,0.28477,0.28490,0.00013
0.04522,0.29059,0.29072,0.00013
0.04612,0.29640,0.29653,0.00013
0.04702,0.30221,0.30234,0.00013
0.04793,0.30802,0.30815,0.00013
0.04883,0.31383,0.31396,0.00013
0.04974,0.31964,0.31977,0.00013
0.05064,0.32546,0.32558,0.00013
0.05155,0.33127,0.33139,0.00013
0.05245,0.33708,0.33721,0.00013
0.05335,0.34289,0.34302,0.00013
0.05426,0.34870,0.34883,0.00012
0.05516,0.35451,0.35464,0.00012
0.05607,0.36033,0.36045,0.00012
0.05697,0.36614,0.36626,0.00012
0.05788,0.37195,0.37207,0.00012
0.05878,0.37776,0.37788,0.00012
0.05968,0.38357,0.38369,0.00012
0.06059,0.38938,0.38950,0.00011
0.06149,0.39520,0.39531,0.00011
0.06240,0.40101,0.40112,0.00011
0.06330,0.40682,0.40693,0.00011
0.06421,0.41263,0.41274,0.00011
0.06511,0.41844,0.41855,0.00010
0.06601,0.42425,0.42436,0.00010
0.06692,0.43007,0.43017,0.00010
0.06782,0.43588,0.43598,0.00010
0.06873,0.44169,0.44178,0.00009
0.06963,0.44750,0.44759,0.00009
0.07054,0.45331,0.45340,0.00009
0.07144,0.45912,0.45921,0.00009
0.07234,0.46494,0.46502,0.00008
0.07325,0.47075,0.47083,0.00008
0.07415,0.47656,0.47664,0.00008
0.07506,0.48237,0.48245,0.00007
0.07596,0.48818,0.48825,0.00007
0.07687,0.49399,0.49406,0.00007
0.07777,0.49981,0.49987,0.00006
0.07867,0.50562,0.50568,0.00006
0.07958,0.51143,0.51149,0.00006
0.08048,0.51724,0.51729,0.00005
0.08139,0.52305,0.52310,0.00005
0.08229,0.52887,0.52891,0.00004
0.08320,0.53468,0.53472,0.00004
0.08410,0.54049,0.54053,0.00004
0.08501,0.54630,0.54633,0.00003
0.08591,0.55211,0.55214,0.00003
0.08681,0.55792,0.55795,0.00002
0.08772,0.56374,0.56375,0.00002
0.08862,0.56955,0.56956,0.00001
0.08953,0.57536,0.57537,0.00001
0.09043,0.58117,0.58118,0.00000
0.09134,0.58698,0.58698,0.00000
0.09224,0.59279,0.59279,0.00000
0.09314,0.59859,0.59860,0.00001
0.09405,0.60439,0.60440,0.00001
0.09495,0.61019,0.61021,0.00001
0.09586,0.61600,0.61602,0.00002
0.09676,0.62180,0.62182,0.00002
0.09767,0.62760,0.62763,0.00002
0.09857,0.63341,0.63343,0.00003
0.09947,0.63921,0.63924,0.00003
0.10038,0.64501,0.64505,0.00003
0.10128,0.65081,0.65085,0.00004
0.10219,0.65662,0.65666,0.00004
0.10309,0.66242,0.66246,0.00004
0.10400,0.66822,0.66827,0.00005
0.10490,0.67403,0.67407,0.00005
0.10580,0.67983,0.67988,0.00005
0.10671,0.68563,0.68569,0.00005
0.10761,0.69144,0.69149,0.00006
0.10852,0.69724,0.69730,0.00006
0.10942,0.70304,0.70310,0.00006
0.11033,0.70884,0.70891,0.00006
0.11123,0.71465,0.71471,0.00006
0.11213,0.72045,0.72052,0.00007
0.11304,0.72625,0.72632,0.00007
0.11394,0.73206,0.73213,0.00007
0.11485,0.73786,0.73793,0.00007
0.11575,0.74366,0.74374,0.00007
0.11666,0.74946,0.74954,0.00008
0.11756,0.75527,0.75534,0.00008
0.11846,0.76107,0.76115,0.00008
0.11937,0.76687,0.76695,0.00008
0.12027,0.77268,0.77276,0.00008
0.12118,0.77848,0.77856,0.00008
0.12208,0.78428,0.78437,0.00008
0.12299,0.79009,0.79017,0.00008
0.12389,0.79589,0.79597,0.00009
0.12479,0.80169,0.80178,0.00009
0.12570,0.80749,0.80758,0.00009
0.12660,0.81330,0.81338,0.00009
0.12751,0.81910,0.81919,0.00009
0.12841,0.82490,0.82499,0.00009
0.12932,0.83071,0.83080,0.00009
0.13022,0.83651,0.83660,0.00009
0.13112,0.84231,0.84240,0.00009
0.13203,0.84811,0.84821,0.00009
0.13293,0.85392,0.85401,0.00009
0.13384,0.85972,0.85981,0.00009
0.13474,0.86552,0.86561,0.00009
0.13565,0.87133,0.87142,0.00009
0.13655,0.87713,0.87722,0.00009
0.13746,0.88293,0.88302,0.00009
0.13836,0.88874,0.88883,0.00009
0.13926,0.89454,0.89463,0.00009
0.14017,0.90034,0.90043,0.00009
0.14107,0.90614,0.90623,0.00009
0.14198,0.91195,0.91204,0.00009
0.14288,0.91775,0.91784,0.00009
0.14379,0.92355,0.92364,0.00009
0.14469,0.92936,0.92944,0.00009
0.14559,0.93516,0.93525,0.00009
0.14650,0.94096,0.94105,0.00009
0.14740,0.94677,0.94685,0.00008
0.14831,0.95257,0.95265,0.00008
0.14921,0.95837,0.95845,0.00008
0.15012,0.96417,0.96426,0.00008
0.15102,0.96998,0.97006,0.00008
0.15192,0.97578,0.97586,0.00008
0.15283,0.98158,0.98166,0.00008
0.15373,0.98739,0.98746,0.00008
0.15464,0.99319,0.99326,0.00008
0.15554,0.99899,0.99907,0.00007
0.15645,1.00479,1.00487,0.00007
0.15735,1.01060,1.01067,0.00007
0.15825,1.01640,1.01647,0.00007
0.15916,1.02220,1.02227,0.00007
0.16006,1.02801,1.02807,0.00007
0.16097,1.03381,1.03387,0.00006
0.16187,1.03961,1.03967,0.00006
0.16278,1.04542,1.04547,0.00006
0.16368,1.05122,1.05128,0.00006
0.16458,1.05702,1.05708,0.00006
0.16549,1.06282,1.06288,0.00005
0.16639,1.06863,1.06868,0.00005
0.16730,1.07443,1.07448,0.00005
0.16820,1.08023,1.08028,0.00005
0.16911,1.08604,1.08608,0.00004
0.17001,1.09184,1.09188,0.00004
0.17091,1.09764,1.09768,0.00004
0.17182,1.10344,1.10348,0.00004
0.17272,1.10925,1.10928,0.00003
0.17363,1.11505,1.11508,0.00003
0.17453,1.12085,1.12088,0.00003
0.17544,1.12666,1.12668,0.00003
0.17634,1.13246,1.13248,0.00002
0.17724,1.13826,1.13828,0.00002
0.17815,1.14407,1.14408,0.00002
0.17905,1.14987,1.14988,0.00001
0.17996,1.15567,1.15568,0.00001
0.18086,1.16147,1.16148,0.00001
0.18177,1.16728,1.16728,0.00000
0.18267,1.17308,1.17308,0.00000
0.18357,1.17888,1.17888,0.00000
0.18448,1.18467,1.18468,0.00000
0.18538,1.19047,1.19048,0.00001
0.18629,1.19627,1.19628,0.00001
0.18719,1.20207,1.20208,0.00001
0.18810,1.20786,1.20788,0.00001
0.18900,1.21366,1.21368,0.00001
0.18991,1.21946,1.21948,0.00002
0.19081,1.22526,1.22527,0.00002
0.19171,1.23105,1.23107,0.00002
0.19262,1.23685,1.23687,0.00002
0.19352,1.24265,1.24267,0.00002
0.19443,1.24845,1.24847,0.00003
0.19533,1.25424,1.25427,0.00003
0.19624,1.26004,1.26007,0.00003
0.19714,1.26584,1.26587,0.00003
0.19804,1.27163,1.27167,0.00003
0.19895,1.27743,1.27746,0.00003
0.19985,1.28323,1.28326,0.00003
0.20076,1.28903,1.28906,0.00004
0.20166,1.29482,1.29486,0.00004
0.20257,1.30062,1.30066,0.00004
0.20347,1.30642,1.30646,0.00004
0.20437,1.31222,1.31226,0.00004
0.20528,1.31801,1.31805,0.00004
0.20618,1.32381,1.32385,0.00004
0.20709,1.32961,1.32965,0.00004
0.20799,1.33540,1.33545,0.00004
0.20890,1.34120,1.34125,0.00004
0.20980,1.34700,1.34704,0.00005
0.21070,1.35280,1.35284,0.00005
0.21161,1.35859,1.35864,0.00005
0.21251,1.36439,1.36444,0.00005
0.21342,1.37019,1.37024,0.00005
0.21432,1.37599,1.37603,0.00005
0.21523,1.38178,1.38183,0.00005
0.21613,1.38758,1.38763,0.00005
0.21703,1.39338,1.39343,0.00005
0.21794,1.39918,1.39923,0.00005
0.21884,1.40497,1.40502,0.00005
0.21975,1.41077,1.41082,0.00005
0.22065,1.41657,1.41662,0.00005
0.22156,1.42236,1.42242,0.00005
0.22246,1.42816,1.42821,0.00005
0.22336,1.43396,1.43401,0.00005
0.22427,1.43976,1.43981,0.00005
0.22517,1.44555,1.44561,0.00005
0.22608,1.45135,1.45140,0.00005
0.22698,1.45715,1.45720,0.00005
0.22789,1.46295,1.46300,0.00005
0.22879,1.46874,1.46879,0.00005
0.22969,1.47454,1.47459,0.00005
0.23060,1.48034,1.48039,0.00005
0.23150,1.48613,1.48619,0.00005
0.23241,1.49193,1.49198,0.00005
0.23331,1.49773,1.49778,0.00005
0.23422,1.50353,1.50358,0.00005
0.23512,1.50932,1.50937,0.00005
0.23602,1.51512,1.51517,0.00005
0.23693,1.52092,1.52097,0.00005
0.23783,1.52672,1.52676,0.00005
0.23874,1.53251,1.53256,0.00005
0.23964,1.53831,1.53836,0.00005
0.24055,1.54411,1.54415,0.00005
0.24145,1.54991,1.54995,0.00005
0.24236,1.55570,1.55575,0.00005
0.24326,1.56150,1.56154,0.00004
0.24416,1.56730,1.56734,0.00004
0.24507,1.57309,1.57314,0.00004
0.24597,1.57889,1.57893,0.00004
0.24688,1.58469,1.58473,0.00004
0.24778,1.59049,1.59053,0.00004
0.24869,1.59628,1.59632,0.00004
0.24959,1.60208,1.60212,0.00004
0.25049,1.60788,1.60792,0.00004
0.25140,1.61368,1.61371,0.00004
0.25230,1.61947,1.61951,0.00003
0.25321,1.62527,1.62530,0.00003
0.25411,1.63107,1.63110,0.00003
0.25502,1.63687,1.63690,0.00003
0.25592,1.64266,1.64269,0.00003
0.25682,1.64846,1.64849,0.00003
0.25773,1.65426,1.65428,0.00003
0.25863,1.66005,1.66008,0.00003
0.25954,1.66585,1.66588,0.00003
0.26044,1.67165,1.67167,0.00002
0.26135,1.67745,1.67747,0.00002
0.26225,1.68324,1.68326,0.00002
0.26315,1.68904,1.68906,0.00002
0.26406,1.69484,1.69486,0.00002
0.26496,1.70064,1.70065,0.00002
0.26587,1.70643,1.70645,0.00002
0.26677,1.71223,1.71224,0.00001
0.26768,1.71803,1.71804,0.00001
0.26858,1.72382,1.72384,0.00001
0.26948,1.72962,1.72963,0.00001
0.27039,1.73542,1.73543,0.00001
0.27129,1.74122,1.74122,0.00001
0.27220,1.74701,1.74702,0.00000
0.27310,1.75281,1.75281,0.00000
0.27401,1.75861,1.75861,0.00000
0.27491,1.76440,1.76440,0.00000
0.27581,1.77020,1.77020,0.00000
0.27672,1.77599,1.77600,0.00000
0.27762,1.78179,1.78179,0.00000
0.27853,1.78758,1.78759,0.00000
0.27943,1.79338,1.79338,0.00000
0.28034,1.79917,1.79918,0.00001
0.28124,1.80497,1.80497,0.00001
0.28214,1.81076,1.81077,0.00001
0.28305,1.81656,1.81656,0.00001
0.28395,1.82235,1.82236,0.00001
0.28486,1.82815,1.82815,0.00001
0.28576,1.83394,1.83395,0.00001
0.28667,1.83974,1.83974,0.00001
0.28757,1.84553,1.84554,0.00001
0.28847,1.85133,1.85133,0.00001
0.28938,1.85712,1.85713,0.00001
0.29028,1.86291,1.86292,0.00001
0.29119,1.86871,1.86872,0.00001
0.29209,1.87450,1.87451,0.00001
0.29300,1.88030,1.88031,0.00001
0.29390,1.88609,1.88610,0.00001
0.29481,1.89189,1.89190,0.00001
0.29571,1.89768,1.89769,0.00001
0.29661,1.90348,1.90349,0.00001
0.29752,1.90927,1.90929,0.00001
0.29842,1.91507,1.91508,0.00001
0.29933,1.92086,1.92087,0.00001
0.30023,1.92666,1.92667,0.00001
0.30114,1.93245,1.93246,0.00001
0.30204,1.93825,1.93826,0.00001
0.30294,1.94404,1.94405,0.00001
0.30385,1.94984,1.94985,0.00001
0.30475,1.95563,1.95564,0.00001
0.30566,1.96143,1.96144,0.00001
0.30656,1.96722,1.96723,0.00001
0.30747,1.97302,1.97303,0.00001
0.30837,1.97881,1.97882,0.00001
0.30927,1.98461,1.98462,0.00001
0.31018,1.99040,1.99041,0.00001
0.31108,1.99619,1.99621,0.00001
0.31199,2.00199,2.00200,0.00001
0.31289,2.00778,2.00780,0.00001
0.31380,2.01358,2.01359,0.00001
0.31470,2.01937,2.01939,0.00001
0.31560,2.02517,2.02518,0.00001
0.31651,2.03096,2.03098,0.00001
0.31741,2.03676,2.03677,0.00001
0.31832,2.04255,2.04257,0.00001
0.31922,2.04835,2.04836,0.00001
0.32013,2.05414,2.05415,0.00001
0.32103,2.05994,2.05995,0.00001
0.32193,2.06573,2.06574,0.00001
0.32284,2.07153,2.07154,0.00001
0.32374,2.07732,2.07733,0.00001
0.32465,2.08312,2.08313,0.00001
0.32555,2.08891,2.08892,0.00001
0.32646,2.09471,2.09472,0.00001
0.32736,2.10050,2.10051,0.00001
0.32826,2.10630,2.10631,0.00001
0.32917,2.11209,2.11210,0.00001
0.33007,2.11789,2.11790,0.00001
0.33098,2.12368,2.12369,0.00001
0.33188,2.12947,2.12948,0.00001
0.33279,2.13527,2.13528,0.00001
0.33369,2.14106,2.14107,0.00001
0.33459,2.14686,2.14687,0.00001
0.33550,2.15265,2.15266,0.00001
0.33640,2.15845,2.15846,0.00001
0.33731,2.16424,2.16425,0.00001
0.33821,2.17004,2.17005,0.00001
0.33912,2.17583,2.17584,0.00001
0.34002,2.18163,2.18164,0.00001
0.34092,2.18742,2.18743,0.00001
0.34183,2.19322,2.19322,0.00001
0.34273,2.19901,2.19902,0.00001
0.34364,2.20481,2.20481,0.00001
0.34454,2.21060,2.21061,0.00001
0.34545,2.21640,2.21640,0.00001
0.34635,2.22219,2.22220,0.00001
0.34725,2.22799,2.22799,0.00001
0.34816,2.23378,2.23379,0.00000
0.34906,2.23958,2.23958,0.00000
0.34997,2.24537,2.24538,0.00001
0.35087,2.25116,2.25117,0.00000
0.35178,2.25696,2.25696,0.00000
0.35268,2.26275,2.26276,0.00000
0.35359,2.26855,2.26855,0.00000
0.35449,2.27434,2.27435,0.00000
0.35539,2.28014,2.28014,0.00000
0.35630,2.28593,2.28594,0.00000
0.35720,2.29173,2.29173,0.00000
0.35811,2.29752,2.29753,0.00000
0.35901,2.30332,2.30332,0.00000
0.35992,2.30911,2.30911,0.00000
0.36082,2.31491,2.31491,0.00000
0.36172,2.32070,2.32070,0.00000
0.36263,2.32650,2.32650,0.00000
0.36353,2.33229,2.33229,0.00000
0.36444,2.33809,2.33809,0.00000
0.36534,2.34388,2.34388,0.00000
0.36625,2.34968,2.34968,-0.00000
0.36715,2.35547,2.35547,-0.00000
0.36805,2.36127,2.36127,-0.00000
0.36896,2.36706,2.36706,-0.00000
0.36986,2.37286,2.37285,-0.00000
0.37077,2.37865,2.37865,-0.00000
0.37167,2.38445,2.38444,-0.00001
0.37258,2.39024,2.39024,-0.00001
0.37348,2.39604,2.39603,-0.00001
0.37438,2.40183,2.40183,-0.00001
0.37529,2.40763,2.40762,-0.00001
0.37619,2.41343,2.41342,-0.00001
0.37710,2.41922,2.41921,-0.00001
0.37800,2.42502,2.42501,-0.00001
0.37891,2.43081,2.43080,-0.00001
0.37981,2.43661,2.43659,-0.00001
0.38071,2.44240,2.44239,-0.00001
0.38162,2.44820,2.44818,-0.00001
0.38252,2.45399,2.45398,-0.00001
0.38343,2.45979,2.45977,-0.00001
0.38433,2.46558,2.46557,-0.00001
0.38524,2.47138,2.47136,-0.00002
0.38614,2.47717,2.47716,-0.00002
0.38704,2.48297,2.48295,-0.00002
0.38795,2.48876,2.48875,-0.00002
0.38885,2.49456,2.49454,-0.00002
0.38976,2.50036,2.50034,-0.00002
0.39066,2.50615,2.50613,-0.00002
0.39157,2.51195,2.51193,-0.00002
0.39247,2.51774,2.51772,-0.00002
0.39337,2.52354,2.52352,-0.00002
0.39428,2.52933,2.52931,-0.00002
0.39518,2.53513,2.53511,-0.00002
0.39609,2.54092,2.54090,-0.00002
0.39699,2.54672,2.54670,-0.00002
0.39790,2.55251,2.55249,-0.00002
0.39880,2.55831,2.55829,-0.00002
0.39970,2.56410,2.56408,-0.00002
0.40061,2.56990,2.56988,-0.00002
0.40151,2.57569,2.57567,-0.00002
0.40242,2.58149,2.58147,-0.00002
0.40332,2.58729,2.58726,-0.00002
0.40423,2.59308,2.59306,-0.00002
0.40513,2.59888,2.59885,-0.00002
0.40604,2.60467,2.60465,-0.00003
0.40694,2.61047,2.61044,-0.00003
0.40784,2.61626,2.61624,-0.00003
0.40875,2.62206,2.62203,-0.00003
0.40965,2.62785,2.62783,-0.00003
0.41056,2.63365,2.63362,-0.00003
0.41146,2.63944,2.63942,-0.00003
0.41237,2.64524,2.64521,-0.00003
0.41327,2.65103,2.65101,-0.00003
0.41417,2.65683,2.65680,-0.00003
0.41508,2.66262,2.66260,-0.00003
0.41598,2.66842,2.66839,-0.00003
0.41689,2.67421,2.67419,-0.00003
0.41779,2.68001,2.67998,-0.00003
0.41870,2.68581,2.68578,-0.00003
0.41960,2.69160,2.69157,-0.00003
0.42050,2.69740,2.69737,-0.00003
0.42141,2.70319,2.70317,-0.00003
0.42231,2.70899,2.70896,-0.00003
0.42322,2.71478,2.71476,-0.00003
0.42412,2.72058,2.72055,-0.00003
0.42503,2.72637,2.72635,-0.00003
0.42593,2.73217,2.73214,-0.00003
0.42683,2.73796,2.73794,-0.00003
0.42774,2.74376,2.74373,-0.00002
0.42864,2.74955,2.74953,-0.00002
0.42955,2.75535,2.75533,-0.00002
0.43045,2.76115,2.76112,-0.00002
0.43136,2.76694,2.76692,-0.00002
0.43226,2.77274,2.77271,-0.00002
0.43316,2.77853,2.77851,-0.00002
0.43407,2.78433,2.78430,-0.00002
0.43497,2.79012,2.79010,-0.00002
0.43588,2.79592,2.79590,-0.00002
0.43678,2.80171,2.80169,-0.00002
0.43769,2.80751,2.80749,-0.00002
0.43859,2.81330,2.81328,-0.00002
0.43949,2.81910,2.81908,-0.00002
0.44040,2.82489,2.82488,-0.00002
0.44130,2.83069,2.83067,-0.00002
0.44221,2.83648,2.83647,-0.00002
0.44311,2.84228,2.84226,-0.00002
0.44402,2.84807,2.84806,-0.00001
0.44492,2.85387,2.85386,-0.00001
0.44582,2.85967,2.85965,-0.00001
0.44673,2.86546,2.86545,-0.00001
0.44763,2.87126,2.87124,-0.00001
0.44854,2.87705,2.87704,-0.00001
0.44944,2.88285,2.88284,-0.00001
0.45035,2.88864,2.88863,-0.00001
0.45125,2.89444,2.89443,-0.00001
0.45215,2.90023,2.90023,-0.00001
0.45306,2.90603,2.90602,-0.00001
0.45396,2.91182,2.91182,-0.00000
0.45487,2.91762,2.91762,-0.00000
0.45577,2.92341,2.92341,-0.00000
0.45668,2.92921,2.92921,0.00000
0.45758,2.93501,2.93501,-0.00000
0.45849,2.94081,2.94080,-0.00000
0.45939,2.94661,2.94660,-0.00001
0.46029,2.95241,2.95240,-0.00001
0.46120,2.95820,2.95819,-0.00001
0.46210,2.96400,2.96399,-0.00001
0.46301,2.96980,2.96979,-0.00002
0.46391,2.97560,2.97558,-0.00002
0.46482,2.98140,2.98138,-0.00002
0.46572,2.98720,2.98718,-0.00002
0.46662,2.99300,2.99297,-0.00002
0.46753,2.99880,2.99877,-0.00003
0.46843,3.00460,3.00457,-0.00003
0.46934,3.01040,3.01037,-0.00003
0.47024,3.01619,3.01616,-0.00003
0.47115,3.02199,3.02196,-0.00003
0.47205,3.02779,3.02776,-0.00003
0.47295,3.03359,3.03356,-0.00004
0.47386,3.03939,3.03935,-0.00004
0.47476,3.04519,3.04515,-0.00004
0.47567,3.05099,3.05095,-0.00004
0.47657,3.05679,3.05674,-0.00004
0.47748,3.06259,3.06254,-0.00004
0.47838,3.06838,3.06834,-0.00004
0.47928,3.07418,3.07414,-0.00005
0.48019,3.07998,3.07993,-0.00005
0.48109,3.08578,3.08573,-0.00005
0.48200,3.09158,3.09153,-0.00005
0.48290,3.09738,3.09733,-0.00005
0.48381,3.10318,3.10313,-0.00005
0.48471,3.10898,3.10892,-0.00005
0.48561,3.11478,3.11472,-0.00005
0.48652,3.12058,3.12052,-0.00006
0.48742,3.12637,3.12632,-0.00006
0.48833,3.13217,3.13212,-0.00006
0.48923,3.13797,3.13791,-0.00006
0.49014,3.14377,3.14371,-0.00006
0.49104,3.14957,3.14951,-0.00006
0.49194,3.15537,3.15531,-0.00006
0.49285,3.16117,3.16111,-0.00006
0.49375,3.16697,3.16691,-0.00006
0.49466,3.17277,3.17270,-0.00006
0.49556,3.17857,3.17850,-0.00006
0.49647,3.18436,3.18430,-0.00006
0.49737,3.19016,3.19010,-0.00006
0.49827,3.19596,3.19590,-0.00006
0.49918,3.20176,3.20170,-0.00006
0.50008,3.20756,3.20749,-0.00006
0.50099,3.21336,3.21329,-0.00007
0.50189,3.21916,3.21909,-0.00007
0.50280,3.22496,3.22489,-0.00007
0.50370,3.23076,3.23069,-0.00007
0.50460,3.23655,3.23649,-0.00007
0.50551,3.24235,3.24229,-0.00007
0.50641,3.24815,3.24809,-0.00007
0.50732,3.25395,3.25389,-0.00007
0.50822,3.25975,3.25969,-0.00007
0.50913,3.26555,3.26548,-0.00006
0.51003,3.27135,3.27128,-0.00006
0.51094,3.27715,3.27708,-0.00006
0.51184,3.28295,3.28288,-0.00006
0.51274,3.28875,3.28868,-0.00006
0.51365,3.29454,3.29448,-0.00006
0.51455,3.30034,3.30028,-0.00006
0.51546,3.30614,3.30608,-0.00006
0.51636,3.31194,3.31188,-0.00006
0.51727,3.31774,3.31768,-0.00006
0.51817,3.32354,3.32348,-0.00006
0.51907,3.32934,3.32928,-0.00006
0.51998,3.33514,3.33508,-0.00006
0.52088,3.34094,3.34088,-0.00006
0.52179,3.34674,3.34668,-0.00006
0.52269,3.35253,3.35248,-0.00005
0.52360,3.35833,3.35828,-0.00005
0.52450,3.36413,3.36408,-0.00005
0.52540,3.36993,3.36988,-0.00005
0.52631,3.37573,3.37568,-0.00005
0.52721,3.38153,3.38148,-0.00005
0.52812,3.38733,3.38728,-0.00005
0.52902,3.39313,3.39308,-0.00005
0.52993,3.39893,3.39888,-0.00004
0.53083,3.40472,3.40468,-0.00004
0.53173,3.41052,3.41048,-0.00004
0.53264,3.41632,3.41628,-0.00004
0.53354,3.42212,3.42208,-0.00004
0.53445,3.42792,3.42789,-0.00004
0.53535,3.43372,3.43369,-0.00003
0.53626,3.43952,3.43949,-0.00003
0.53716,3.44532,3.44529,-0.00003
0.53806,3.45112,3.45109,-0.00003
0.53897,3.45692,3.45689,-0.00003
0.53987,3.46271,3.46269,-0.00002
0.54078,3.46851,3.46849,-0.00002
0.54168,3.47431,3.47429,-0.00002
0.54259,3.48011,3.48010,-0.00002
0.54349,3.48591,3.48590,-0.00001
0.54439,3.49171,3.49170,-0.00001
0.54530,3.49751,3.49750,-0.00001
0.54620,3.50331,3.50330,-0.00001
0.54711,3.50911,3.50910,-0.00000
0.54801,3.51490,3.51490,0.00000
0.54892,3.52071,3.52071,-0.00000
0.54982,3.52652,3.52651,-0.00001
0.55072,3.53232,3.53231,-0.00001
0.55163,3.53813,3.53811,-0.00001
0.55253,3.54393,3.54392,-0.00002
0.55344,3.54974,3.54972,-0.00002
0.55434,3.55555,3.55552,-0.00003
0.55525,3.56135,3.56132,-0.00003
0.55615,3.56716,3.56712,-0.00003
0.55705,3.57296,3.57293,-0.00004
0.55796,3.57877,3.57873,-0.00004
0.55886,3.58457,3.58453,-0.00004
0.55977,3.59038,3.59033,-0.00004
0.56067,3.59618,3.59614,-0.00005
0.56158,3.60199,3.60194,-0.00005
0.56248,3.60780,3.60774,-0.00005
0.56339,3.61360,3.61355,-0.00006
0.56429,3.61941,3.61935,-0.00006
0.56519,3.62521,3.62515,-0.00006
0.56610,3.63102,3.63096,-0.00006
0.56700,3.63682,3.63676,-0.00007
0.56791,3.64263,3.64256,-0.00007
0.56881,3.64844,3.64837,-0.00007
0.56972,3.65424,3.65417,-0.00007
0.57062,3.66005,3.65997,-0.00008
0.57152,3.66585,3.66578,-0.00008
0.57243,3.67166,3.67158,-0.00008
0.57333,3.67746,3.67738,-0.00008
0.57424,3.68327,3.68319,-0.00008
0.57514,3.68908,3.68899,-0.00009
0.57605,3.69488,3.69479,-0.00009
0.57695,3.70069,3.70060,-0.00009
0.57785,3.70649,3.70640,-0.00009
0.57876,3.71230,3.71221,-0.00009
0.57966,3.71810,3.71801,-0.00009
0.58057,3.72391,3.72382,-0.00009
0.58147,3.72972,3.72962,-0.00010
0.58238,3.73552,3.73542,-0.00010
0.58328,3.74133,3.74123,-0.00010
0.58418,3.74713,3.74703,-0.00010
0.58509,3.75294,3.75284,-0.00010
0.58599,3.75874,3.75864,-0.00010
0.58690,3.76455,3.76445,-0.00010
0.58780,3.77036,3.77025,-0.00010
0.58871,3.77616,3.77606,-0.00010
0.58961,3.78197,3.78186,-0.00010
0.59051,3.78777,3.78767,-0.00010
0.59142,3.79358,3.79347,-0.00010
0.59232,3.79938,3.79928,-0.00010
0.59323,3.80519,3.80509,-0.00011
0.59413,3.81100,3.81089,-0.00011
0.59504,3.81680,3.81670,-0.00011
0.59594,3.82261,3.82250,-0.00011
0.59684,3.82841,3.82831,-0.00010
0.59775,3.83422,3.83411,-0.00010
0.59865,3.84002,3.83992,-0.00010
0.59956,3.84583,3.84573,-0.00010
0.60046,3.85164,3.85153,-0.00010
0.60137,3.85744,3.85734,-0.00010
0.60227,3.86325,3.86315,-0.00010
0.60317,3.86905,3.86895,-0.00010
0.60408,3.87486,3.87476,-0.00010
0.60498,3.88066,3.88057,-0.00010
0.60589,3.88647,3.88637,-0.00010
0.60679,3.89228,3.89218,-0.00010
0.60770,3.89808,3.89798,-0.00010
0.60860,3.90389,3.90379,-0.00010
0.60950,3.90969,3.90960,-0.00009
0.61041,3.91550,3.91541,-0.00009
0.61131,3.92130,3.92121,-0.00009
0.61222,3.92711,3.92702,-0.00009
0.61312,3.93292,3.93283,-0.00009
0.61403,3.93872,3.93863,-0.00009
0.61493,3.94453,3.94444,-0.00008
0.61584,3.95033,3.95025,-0.00008
0.61674,3.95614,3.95606,-0.00008
0.61764,3.96194,3.96187,-0.00008
0.61855,3.96775,3.96767,-0.00008
