t,spline,actual,error
2.55196,17.18810,17.18778,-0.00032
2.55287,17.19498,17.19470,-0.00027
2.55377,17.20185,17.20163,-0.00022
2.55468,17.20872,17.20855,-0.00017
2.55558,17.21559,17.21548,-0.00011
2.55648,17.22246,17.22240,-0.00006
2.55739,17.22933,17.22934,0.00000
2.55829,17.23632,17.23627,-0.00006
2.55920,17.24331,17.24320,-0.00012
2.56010,17.25031,17.25013,-0.00018
2.56101,17.25729,17.25706,-0.00023
2.56191,17.26428,17.26399,-0.00029
2.56281,17.27127,17.27093,-0.00034
2.56372,17.27826,17.27787,-0.00040
2.56462,17.28526,17.28481,-0.00045
2.56553,17.29224,17.29174,-0.00050
2.56643,17.29923,17.29868,-0.00055
2.56734,17.30623,17.30563,-0.00060
2.56824,17.31322,17.31257,-0.00065
2.56914,17.32021,17.31951,-0.00069
2.57005,17.32719,17.32646,-0.00074
2.57095,17.33418,17.33340,-0.00078
2.57186,17.34118,17.34035,-0.00082
2.57276,17.34817,17.34730,-0.00087
2.57367,17.35516,17.35425,-0.00091
2.57457,17.36214,17.36120,-0.00095
2.57547,17.36913,17.36815,-0.00098
2.57638,17.37613,17.37511,-0.00102
2.57728,17.38312,17.38206,-0.00105
2.57819,17.39011,17.38902,-0.00109
2.57909,17.39710,17.39597,-0.00112
2.58000,17.40409,17.40293,-0.00116
2.58090,17.41108,17.40989,-0.00119
2.58180,17.41807,17.41685,-0.00122
2.58271,17.42506,17.42381,-0.00124
2.58361,17.43205,17.43078,-0.00127
2.58452,17.43904,17.43774,-0.00130
2.58542,17.44603,17.44471,-0.00132
2.58633,17.45301,17.45167,-0.00134
2.58723,17.46001,17.45864,-0.00137
2.58813,17.46700,17.46561,-0.00139
2.58904,17.47399,17.47258,-0.00141
2.58994,17.48098,17.47955,-0.00142
2.59085,17.48797,17.48653,-0.00144
2.59175,17.49496,17.49350,-0.00146
2.59266,17.50195,17.50047,-0.00147
2.59356,17.50894,17.50745,-0.00149
2.59447,17.51593,17.51443,-0.00150
2.59537,17.52292,17.52140,-0.00151
2.59627,17.52991,17.52839,-0.00152
2.59718,17.53690,17.53536,-0.00154
2.59808,17.54389,17.54235,-0.00154
2.59899,17.55088,17.54933,-0.00155
2.59989,17.55787,17.55632,-0.00155
2.60080,17.56486,17.56330,-0.00155
2.60170,17.57185,17.57029,-0.00156
2.60260,17.57884,17.57728,-0.00156
2.60351,17.58583,17.58427,-0.00156
2.60441,17.59282,17.59126,-0.00156
2.60532,17.59981,17.59825,-0.00156
2.60622,17.60680,17.60524,-0.00156
2.60713,17.61379,17.61224,-0.00155
2.60803,17.62078,17.61924,-0.00154
2.60893,17.62777,17.62623,-0.00154
2.60984,17.63476,17.63323,-0.00153
2.61074,17.64175,17.64023,-0.00152
2.61165,17.64874,17.64723,-0.00151
2.61255,17.65573,17.65423,-0.00150
2.61346,17.66272,17.66124,-0.00148
2.61436,17.66971,17.66824,-0.00147
2.61526,17.67670,17.67525,-0.00145
2.61617,17.68369,17.68225,-0.00144
2.61707,17.69068,17.68926,-0.00142
2.61798,17.69767,17.69627,-0.00140
2.61888,17.70466,17.70328,-0.00138
2.61979,17.71165,17.71029,-0.00136
2.62069,17.71864,17.71731,-0.00133
2.62159,17.72563,17.72432,-0.00131
2.62250,17.73262,17.73133,-0.00129
2.62340,17.73961,17.73835,-0.00126
2.62431,17.74660,17.74537,-0.00123
2.62521,17.75359,17.75239,-0.00120
2.62612,17.76058,17.75941,-0.00117
2.62702,17.76757,17.76643,-0.00114
2.62792,17.77456,17.77346,-0.00110
2.62883,17.78155,17.78048,-0.00107
2.62973,17.78854,17.78750,-0.00104
2.63064,17.79553,17.79453,-0.00100
2.63154,17.80252,17.80156,-0.00096
2.63245,17.80951,17.80859,-0.00092
2.63335,17.81650,17.81562,-0.00088
2.63425,17.82349,17.82265,-0.00084
2.63516,17.83048,17.82969,-0.00080
2.63606,17.83747,17.83672,-0.00075
2.63697,17.84446,17.84376,-0.00070
2.63787,17.85145,17.85080,-0.00066
2.63878,17.85844,17.85783,-0.00061
2.63968,17.86543,17.86487,-0.00056
2.64058,17.87242,17.87191,-0.00051
2.64149,17.87941,17.87895,-0.00046
2.64239,17.88640,17.88600,-0.00041
2.64330,17.89339,17.89304,-0.00035
2.64420,17.90038,17.90009,-0.00030
2.64511,17.90737,17.90714,-0.00024
2.64601,17.91436,17.91418,-0.00018
2.64691,17.92135,17.92123,-0.00012
2.64782,17.92834,17.92828,-0.00006
2.64872,17.93533,17.93533,0.00000
2.64963,17.94245,17.94239,-0.00006
2.65053,17.94957,17.94944,-0.00013
2.65144,17.95669,17.95650,-0.00019
2.65234,17.96381,17.96356,-0.00025
2.65325,17.97093,17.97062,-0.00031
2.65415,17.97805,17.97767,-0.00038
2.65505,17.98517,17.98473,-0.00043
2.65596,17.99229,17.99180,-0.00049
2.65686,17.99941,17.99886,-0.00055
2.65777,18.00653,18.00593,-0.00060
2.65867,18.01365,18.01300,-0.00065
2.65958,18.02077,18.02006,-0.00070
2.66048,18.02789,18.02713,-0.00076
2.66138,18.03500,18.03420,-0.00080
2.66229,18.04213,18.04128,-0.00085
2.66319,18.04924,18.04835,-0.00090
2.66410,18.05636,18.05542,-0.00094
2.66500,18.06348,18.06249,-0.00099
2.66591,18.07060,18.06957,-0.00103
2.66681,18.07772,18.07665,-0.00107
2.66771,18.08484,18.08373,-0.00111
2.66862,18.09196,18.09081,-0.00115
2.66952,18.09908,18.09789,-0.00119
2.67043,18.10620,18.10498,-0.00122
2.67133,18.11332,18.11206,-0.00126
2.67224,18.12044,18.11914,-0.00129
2.67314,18.12756,18.12623,-0.00132
2.67404,18.13468,18.13332,-0.00136
2.67495,18.14180,18.14041,-0.00138
2.67585,18.14891,18.14750,-0.00142
2.67676,18.15603,18.15459,-0.00144
2.67766,18.16315,18.16169,-0.00146
2.67857,18.17027,18.16878,-0.00149
2.67947,18.17739,18.17588,-0.00151
2.68037,18.18451,18.18298,-0.00154
2.68128,18.19163,18.19007,-0.00156
2.68218,18.19875,18.19717,-0.00158
2.68309,18.20587,18.20428,-0.00159
2.68399,18.21299,18.21138,-0.00161
2.68490,18.22011,18.21848,-0.00163
2.68580,18.22723,18.22559,-0.00164
2.68670,18.23435,18.23270,-0.00165
2.68761,18.24147,18.23980,-0.00166
2.68851,18.24858,18.24691,-0.00167
2.68942,18.25570,18.25403,-0.00168
2.69032,18.26283,18.26114,-0.00169
2.69123,18.26994,18.26825,-0.00169
2.69213,18.27706,18.27536,-0.00170
2.69303,18.28418,18.28248,-0.00170
2.69394,18.29130,18.28960,-0.00170
2.69484,18.29842,18.29672,-0.00171
2.69575,18.30554,18.30384,-0.00170
2.69665,18.31266,18.31096,-0.00170
2.69756,18.31978,18.31808,-0.00170
2.69846,18.32690,18.32521,-0.00169
2.69937,18.33402,18.33233,-0.00169
2.70027,18.34114,18.33946,-0.00168
2.70117,18.34826,18.34659,-0.00167
2.70208,18.35538,18.35372,-0.00166
2.70298,18.36250,18.36085,-0.00164
2.70389,18.36962,18.36798,-0.00163
2.70479,18.37674,18.37511,-0.00162
2.70570,18.38385,18.38225,-0.00161
2.70660,18.39097,18.38939,-0.00159
2.70750,18.39809,18.39652,-0.00157
2.70841,18.40521,18.40366,-0.00155
2.70931,18.41233,18.41080,-0.00153
2.71022,18.41945,18.41795,-0.00150
2.71112,18.42657,18.42509,-0.00148
2.71203,18.43369,18.43224,-0.00145
2.71293,18.44081,18.43938,-0.00143
2.71383,18.44793,18.44653,-0.00140
2.71474,18.45505,18.45368,-0.00137
2.71564,18.46217,18.46083,-0.00134
2.71655,18.46929,18.46797,-0.00131
2.71745,18.47641,18.47513,-0.00128
2.71836,18.48352,18.48228,-0.00124
2.71926,18.49064,18.48944,-0.00121
2.72016,18.49777,18.49660,-0.00117
2.72107,18.50488,18.50375,-0.00113
2.72197,18.51200,18.51091,-0.00109
2.72288,18.51912,18.51807,-0.00105
2.72378,18.52624,18.52523,-0.00101
2.72469,18.53336,18.53240,-0.00096
2.72559,18.54048,18.53957,-0.00091
2.72649,18.54760,18.54673,-0.00087
2.72740,18.55472,18.55390,-0.00082
2.72830,18.56184,18.56107,-0.00077
2.72921,18.56896,18.56823,-0.00072
2.73011,18.57608,18.57541,-0.00067
2.73102,18.58320,18.58258,-0.00061
2.73192,18.59032,18.58976,-0.00056
2.73282,18.59743,18.59693,-0.00050
2.73373,18.60456,18.60411,-0.00044
2.73463,18.61167,18.61129,-0.00039
2.73554,18.61879,18.61847,-0.00032
2.73644,18.62591,18.62565,-0.00026
2.73735,18.63303,18.63284,-0.00020
2.73825,18.64015,18.64002,-0.00013
2.73915,18.64727,18.64721,-0.00007
2.74006,18.65439,18.65439,0.00000
2.74096,18.66165,18.66158,-0.00007
2.74187,18.66891,18.66877,-0.00014
2.74277,18.67617,18.67596,-0.00021
2.74368,18.68343,18.68316,-0.00028
2.74458,18.69069,18.69035,-0.00035
2.74548,18.69795,18.69754,-0.00041
2.74639,18.70521,18.70474,-0.00047
2.74729,18.71247,18.71194,-0.00054
2.74820,18.71974,18.71914,-0.00060
2.74910,18.72700,18.72634,-0.00066
2.75001,18.73425,18.73354,-0.00072
2.75091,18.74152,18.74075,-0.00077
2.75182,18.74878,18.74796,-0.00082
2.75272,18.75604,18.75516,-0.00088
2.75362,18.76330,18.76237,-0.00093
2.75453,18.77056,18.76958,-0.00098
2.75543,18.77782,18.77679,-0.00103
2.75634,18.78508,18.78400,-0.00108
2.75724,18.79234,18.79121,-0.00113
2.75815,18.79960,18.79843,-0.00117
2.75905,18.80686,18.80564,-0.00122
2.75995,18.81412,18.81286,-0.00126
2.76086,18.82138,18.82008,-0.00130
2.76176,18.82864,18.82730,-0.00134
2.76267,18.83590,18.83453,-0.00138
2.76357,18.84316,18.84175,-0.00141
2.76448,18.85043,18.84898,-0.00145
2.76538,18.85769,18.85620,-0.00149
2.76628,18.86494,18.86343,-0.00151
2.76719,18.87221,18.87066,-0.00155
2.76809,18.87947,18.87789,-0.00158
2.76900,18.88673,18.88513,-0.00160
2.76990,18.89399,18.89236,-0.00163
2.77081,18.90125,18.89959,-0.00165
2.77171,18.90851,18.90683,-0.00168
2.77261,18.91577,18.91407,-0.00170
2.77352,18.92303,18.92131,-0.00172
2.77442,18.93029,18.92855,-0.00174
2.77533,18.93755,18.93579,-0.00176
2.77623,18.94481,18.94303,-0.00178
2.77714,18.95207,18.95028,-0.00179
2.77804,18.95933,18.95753,-0.00180
2.77894,18.96659,18.96478,-0.00182
2.77985,18.97385,18.97202,-0.00183
2.78075,18.98111,18.97928,-0.00183
2.78166,18.98838,18.98653,-0.00184
2.78256,18.99563,18.99378,-0.00185
2.78347,19.00290,19.00104,-0.00185
2.78437,19.01015,19.00830,-0.00186
2.78527,19.01742,19.01556,-0.00186
2.78618,19.02468,19.02281,-0.00186
2.78708,19.03194,19.03008,-0.00186
2.78799,19.03920,19.03734,-0.00186
2.78889,19.04646,19.04461,-0.00185
2.78980,19.05372,19.05187,-0.00185
2.79070,19.06098,19.05914,-0.00184
2.79160,19.06824,19.06640,-0.00184
2.79251,19.07550,19.07368,-0.00182
2.79341,19.08276,19.08095,-0.00181
2.79432,19.09002,19.08822,-0.00180
2.79522,19.09728,19.09550,-0.00179
2.79613,19.10454,19.10277,-0.00177
2.79703,19.11180,19.11005,-0.00176
2.79793,19.11906,19.11733,-0.00174
2.79884,19.12632,19.12461,-0.00172
2.79974,19.13358,19.13189,-0.00170
2.80065,19.14085,19.13918,-0.00167
2.80155,19.14811,19.14646,-0.00164
2.80246,19.15536,19.15374,-0.00162
2.80336,19.16262,19.16103,-0.00159
2.80426,19.16989,19.16832,-0.00157
2.80517,19.17715,19.17561,-0.00154
2.80607,19.18441,19.18291,-0.00150
2.80698,19.19167,19.19020,-0.00147
2.80788,19.19893,19.19749,-0.00143
2.80879,19.20619,19.20479,-0.00140
2.80969,19.21345,19.21209,-0.00136
2.81060,19.22071,19.21939,-0.00132
2.81150,19.22797,19.22669,-0.00128
2.81240,19.23523,19.23399,-0.00124
2.81331,19.24249,19.24130,-0.00119
2.81421,19.24975,19.24860,-0.00115
2.81512,19.25702,19.25591,-0.00110
2.81602,19.26427,19.26322,-0.00106
2.81693,19.27153,19.27053,-0.00100
2.81783,19.27880,19.27784,-0.00095
2.81873,19.28605,19.28515,-0.00090
2.81964,19.29332,19.29247,-0.00085
2.82054,19.30058,19.29979,-0.00079
2.82145,19.30784,19.30711,-0.00073
2.82235,19.31510,19.31443,-0.00067
2.82326,19.32236,19.32174,-0.00061
2.82416,19.32962,19.32907,-0.00055
2.82506,19.33688,19.33639,-0.00049
2.82597,19.34414,19.34372,-0.00043
2.82687,19.35140,19.35104,-0.00035
2.82778,19.35866,19.35837,-0.00029
2.82868,19.36592,19.36570,-0.00022
2.82959,19.37318,19.37303,-0.00015
2.83049,19.38044,19.38037,-0.00008
2.83139,19.38770,19.38770,0.00000
2.83230,19.39512,19.39504,-0.00008
2.83320,19.40253,19.40237,-0.00016
2.83411,19.40995,19.40971,-0.00023
2.83501,19.41736,19.41705,-0.00031
2.83592,19.42478,19.42440,-0.00038
2.83682,19.43219,19.43174,-0.00045
2.83772,19.43961,19.43909,-0.00052
2.83863,19.44702,19.44643,-0.00059
2.83953,19.45444,19.45378,-0.00065
2.84044,19.46185,19.46113,-0.00072
2.84134,19.46927,19.46849,-0.00078
2.84225,19.47668,19.47584,-0.00085
2.84315,19.48410,19.48319,-0.00091
2.84405,19.49151,19.49055,-0.00096
2.84496,19.49893,19.49791,-0.00102
2.84586,19.50634,19.50526,-0.00108
2.84677,19.51376,19.51263,-0.00113
2.84767,19.52117,19.51999,-0.00119
2.84858,19.52859,19.52735,-0.00123
2.84948,19.53600,19.53472,-0.00128
2.85038,19.54342,19.54208,-0.00133
2.85129,19.55083,19.54945,-0.00138
2.85219,19.55824,19.55682,-0.00142
2.85310,19.56566,19.56419,-0.00147
2.85400,19.57307,19.57157,-0.00151
2.85491,19.58049,19.57894,-0.00155
2.85581,19.58790,19.58632,-0.00159
2.85671,19.59532,19.59370,-0.00162
2.85762,19.60274,19.60107,-0.00166
2.85852,19.61015,19.60846,-0.00169
2.85943,19.61756,19.61584,-0.00173
2.86033,19.62498,19.62322,-0.00175
2.86124,19.63239,19.63061,-0.00179
2.86214,19.63981,19.63800,-0.00181
2.86305,19.64722,19.64539,-0.00184
2.86395,19.65464,19.65278,-0.00186
2.86485,19.66205,19.66017,-0.00188
2.86576,19.66947,19.66756,-0.00191
2.86666,19.67688,19.67495,-0.00193
2.86757,19.68430,19.68235,-0.00195
2.86847,19.69171,19.68975,-0.00196
2.86938,19.69913,19.69715,-0.00197
2.87028,19.70654,19.70455,-0.00199
2.87118,19.71396,19.71196,-0.00200
2.87209,19.72137,19.71936,-0.00201
2.87299,19.72879,19.72677,-0.00202
2.87390,19.73620,19.73418,-0.00203
2.87480,19.74362,19.74158,-0.00203
2.87571,19.75103,19.74900,-0.00204
2.87661,19.75845,19.75641,-0.00204
2.87751,19.76586,19.76382,-0.00204
2.87842,19.77328,19.77124,-0.00204
2.87932,19.78069,19.77866,-0.00203
2.88023,19.78811,19.78608,-0.00203
2.88113,19.79552,19.79350,-0.00203
2.88204,19.80294,19.80092,-0.00202
2.88294,19.81035,19.80834,-0.00201
2.88384,19.81777,19.81577,-0.00200
2.88475,19.82518,19.82319,-0.00199
2.88565,19.83260,19.83062,-0.00197
2.88656,19.84001,19.83805,-0.00196
2.88746,19.84743,19.84549,-0.00194
2.88837,19.85484,19.85292,-0.00192
2.88927,19.86226,19.86035,-0.00190
2.89017,19.86967,19.86779,-0.00188
2.89108,19.87709,19.87523,-0.00186
2.89198,19.88450,19.88267,-0.00183
2.89289,19.89191,19.89011,-0.00180
2.89379,19.89933,19.89755,-0.00178
2.89470,19.90675,19.90500,-0.00175
2.89560,19.91416,19.91245,-0.00171
2.89650,19.92157,19.91989,-0.00168
2.89741,19.92899,19.92734,-0.00165
2.89831,19.93640,19.93480,-0.00161
2.89922,19.94382,19.94225,-0.00157
2.90012,19.95124,19.94970,-0.00153
2.90103,19.95865,19.95716,-0.00149
2.90193,19.96606,19.96461,-0.00145
2.90283,19.97348,19.97208,-0.00140
2.90374,19.98089,19.97954,-0.00135
2.90464,19.98831,19.98700,-0.00131
2.90555,19.99572,19.99446,-0.00126
2.90645,20.00314,20.00193,-0.00121
2.90736,20.01056,20.00940,-0.00116
2.90826,20.01797,20.01687,-0.00110
2.90916,20.02538,20.02434,-0.00104
2.91007,20.03280,20.03181,-0.00098
2.91097,20.04021,20.03929,-0.00093
2.91188,20.04763,20.04676,-0.00086
2.91278,20.05504,20.05424,-0.00080
2.91369,20.06246,20.06172,-0.00073
2.91459,20.06987,20.06920,-0.00067
2.91550,20.07729,20.07668,-0.00060
2.91640,20.08470,20.08417,-0.00053
2.91730,20.09212,20.09166,-0.00046
2.91821,20.09953,20.09914,-0.00039
2.91911,20.10695,20.10663,-0.00031
2.92002,20.11436,20.11412,-0.00024
2.92092,20.12177,20.12161,-0.00016
2.92183,20.12919,20.12911,-0.00008
2.92273,20.13661,20.13660,-0.00000
2.92363,20.14419,20.14410,-0.00009
2.92454,20.15177,20.15160,-0.00017
2.92544,20.15936,20.15910,-0.00025
2.92635,20.16694,20.16661,-0.00034
2.92725,20.17453,20.17411,-0.00042
2.92816,20.18211,20.18162,-0.00050
2.92906,20.18969,20.18913,-0.00057
2.92996,20.19728,20.19663,-0.00065
2.93087,20.20486,20.20415,-0.00072
2.93177,20.21245,20.21166,-0.00079
2.93268,20.22003,20.21917,-0.00086
2.93358,20.22762,20.22669,-0.00093
2.93449,20.23520,20.23421,-0.00099
2.93539,20.24278,20.24173,-0.00106
2.93629,20.25037,20.24925,-0.00112
2.93720,20.25795,20.25677,-0.00118
2.93810,20.26554,20.26430,-0.00124
2.93901,20.27312,20.27182,-0.00130
2.93991,20.28070,20.27935,-0.00135
2.94082,20.28829,20.28688,-0.00141
2.94172,20.29587,20.29441,-0.00146
2.94262,20.30346,20.30195,-0.00151
2.94353,20.31104,20.30948,-0.00156
2.94443,20.31863,20.31702,-0.00161
2.94534,20.32621,20.32455,-0.00166
2.94624,20.33379,20.33209,-0.00170
2.94715,20.34138,20.33964,-0.00174
2.94805,20.34896,20.34718,-0.00178
2.94895,20.35655,20.35473,-0.00182
2.94986,20.36413,20.36227,-0.00186
2.95076,20.37171,20.36982,-0.00189
2.95167,20.37930,20.37737,-0.00193
2.95257,20.38688,20.38493,-0.00196
2.95348,20.39447,20.39248,-0.00199
2.95438,20.40205,20.40003,-0.00202
2.95528,20.40964,20.40759,-0.00204
2.95619,20.41722,20.41515,-0.00207
2.95709,20.42480,20.42271,-0.00209
2.95800,20.43239,20.43027,-0.00212
2.95890,20.43997,20.43784,-0.00214
2.95981,20.44756,20.44540,-0.00216
2.96071,20.45514,20.45297,-0.00217
2.96161,20.46272,20.46054,-0.00218
2.96252,20.47031,20.46811,-0.00220
2.96342,20.47789,20.47569,-0.00221
2.96433,20.48548,20.48326,-0.00221
2.96523,20.49306,20.49084,-0.00222
2.96614,20.50064,20.49841,-0.00223
2.96704,20.50823,20.50599,-0.00224
2.96795,20.51582,20.51358,-0.00224
2.96885,20.52340,20.52116,-0.00224
2.96975,20.53098,20.52875,-0.00224
2.97066,20.53857,20.53633,-0.00224
2.97156,20.54615,20.54392,-0.00223
2.97247,20.55373,20.55151,-0.00222
2.97337,20.56132,20.55910,-0.00222
2.97428,20.56890,20.56670,-0.00220
2.97518,20.57649,20.57429,-0.00220
2.97608,20.58407,20.58189,-0.00218
2.97699,20.59166,20.58949,-0.00217
2.97789,20.59924,20.59710,-0.00215
2.97880,20.60682,20.60469,-0.00213
2.97970,20.61441,20.61230,-0.00211
2.98061,20.62199,20.61991,-0.00209
2.98151,20.62958,20.62751,-0.00206
2.98241,20.63716,20.63512,-0.00204
2.98332,20.64474,20.64273,-0.00201
2.98422,20.65233,20.65035,-0.00198
2.98513,20.65991,20.65797,-0.00195
2.98603,20.66750,20.66558,-0.00191
2.98694,20.67508,20.67320,-0.00188
2.98784,20.68266,20.68082,-0.00184
2.98874,20.69025,20.68845,-0.00180
2.98965,20.69784,20.69607,-0.00177
2.99055,20.70542,20.70369,-0.00172
2.99146,20.71300,20.71132,-0.00168
2.99236,20.72059,20.71895,-0.00163
2.99327,20.72817,20.72659,-0.00159
2.99417,20.73576,20.73422,-0.00154
2.99507,20.74334,20.74185,-0.00149
2.99598,20.75093,20.74949,-0.00144
2.99688,20.75851,20.75713,-0.00138
2.99779,20.76609,20.76477,-0.00132
2.99869,20.77367,20.77241,-0.00127
2.99960,20.78126,20.78005,-0.00121
3.00050,20.78885,20.78770,-0.00114
3.00140,20.79643,20.79535,-0.00108
3.00231,20.80401,20.80300,-0.00102
3.00321,20.81160,20.81065,-0.00095
3.00412,20.81918,20.81830,-0.00088
3.00502,20.82677,20.82596,-0.00081
3.00593,20.83435,20.83361,-0.00074
3.00683,20.84193,20.84127,-0.00066
3.00773,20.84952,20.84893,-0.00058
3.00864,20.85710,20.85659,-0.00051
3.00954,20.86469,20.86426,-0.00043
3.01045,20.87227,20.87193,-0.00035
3.01135,20.87985,20.87959,-0.00026
3.01226,20.88744,20.88726,-0.00017
3.01316,20.89502,20.89493,-0.00009
3.01406,20.90261,20.90261,0.00000
3.01497,20.91038,20.91028,-0.00009
3.01587,20.91815,20.91796,-0.00019
3.01678,20.92592,20.92564,-0.00028
3.01768,20.93369,20.93332,-0.00037
3.01859,20.94146,20.94100,-0.00046
3.01949,20.94923,20.94868,-0.00054
3.02040,20.95700,20.95637,-0.00063
3.02130,20.96477,20.96406,-0.00071
3.02220,20.97254,20.97176,-0.00079
3.02311,20.98031,20.97944,-0.00087
3.02401,20.98808,20.98714,-0.00094
3.02492,20.99585,20.99483,-0.00102
3.02582,21.00362,21.00253,-0.00109
3.02673,21.01139,21.01023,-0.00116
3.02763,21.01916,21.01793,-0.00123
3.02853,21.02693,21.02563,-0.00130
3.02944,21.03470,21.03334,-0.00136
3.03034,21.04247,21.04105,-0.00143
3.03125,21.05024,21.04875,-0.00149
3.03215,21.05801,21.05646,-0.00155
3.03306,21.06578,21.06417,-0.00161
3.03396,21.07355,21.07189,-0.00166
3.03486,21.08133,21.07961,-0.00172
3.03577,21.08909,21.08733,-0.00177
3.03667,21.09687,21.09504,-0.00182
3.03758,21.10464,21.10276,-0.00187
3.03848,21.11241,21.11049,-0.00192
3.03939,21.12017,21.11821,-0.00196
3.04029,21.12794,21.12594,-0.00200
3.04119,21.13572,21.13367,-0.00204
3.04210,21.14349,21.14141,-0.00208
3.04300,21.15126,21.14914,-0.00212
3.04391,21.15903,21.15687,-0.00216
3.04481,21.16680,21.16461,-0.00219
3.04572,21.17457,21.17235,-0.00222
3.04662,21.18234,21.18009,-0.00225
3.04752,21.19011,21.18783,-0.00228
3.04843,21.19788,21.19558,-0.00230
3.04933,21.20565,21.20332,-0.00233
3.05024,21.21342,21.21107,-0.00235
3.05114,21.22119,21.21882,-0.00237
3.05205,21.22896,21.22657,-0.00239
3.05295,21.23673,21.23433,-0.00241
3.05385,21.24450,21.24208,-0.00242
3.05476,21.25227,21.24984,-0.00243
3.05566,21.26004,21.25760,-0.00244
3.05657,21.26781,21.26536,-0.00245
3.05747,21.27559,21.27312,-0.00246
3.05838,21.28336,21.28090,-0.00246
3.05928,21.29112,21.28866,-0.00246
3.06018,21.29889,21.29643,-0.00246
3.06109,21.30666,21.30420,-0.00246
3.06199,21.31443,21.31197,-0.00246
3.06290,21.32221,21.31975,-0.00246
3.06380,21.32998,21.32752,-0.00245
3.06471,21.33775,21.33530,-0.00244
3.06561,21.34552,21.34309,-0.00243
3.06651,21.35329,21.35087,-0.00242
3.06742,21.36106,21.35865,-0.00240
3.06832,21.36883,21.36644,-0.00239
3.06923,21.37660,21.37423,-0.00237
3.07013,21.38437,21.38202,-0.00235
3.07104,21.39214,21.38982,-0.00232
3.07194,21.39991,21.39761,-0.00230
3.07284,21.40768,21.40541,-0.00227
3.07375,21.41545,21.41320,-0.00224
3.07465,21.42322,21.42101,-0.00221
3.07556,21.43099,21.42881,-0.00218
3.07646,21.43876,21.43661,-0.00215
3.07737,21.44653,21.44442,-0.00211
3.07827,21.45430,21.45223,-0.00207
3.07918,21.46207,21.46004,-0.00203
3.08008,21.46984,21.46785,-0.00199
3.08098,21.47761,21.47567,-0.00195
3.08189,21.48538,21.48348,-0.00190
3.08279,21.49315,21.49130,-0.00185
3.08370,21.50092,21.49912,-0.00180
3.08460,21.50869,21.50694,-0.00175
3.08551,21.51646,21.51477,-0.00170
3.08641,21.52423,21.52259,-0.00164
3.08731,21.53200,21.53042,-0.00158
3.08822,21.53977,21.53825,-0.00152
3.08912,21.54754,21.54609,-0.00146
3.09003,21.55532,21.55392,-0.00139
3.09093,21.56308,21.56176,-0.00133
3.09184,21.57086,21.56960,-0.00126
3.09274,21.57862,21.57743,-0.00119
3.09364,21.58640,21.58527,-0.00112
3.09455,21.59417,21.59312,-0.00104
3.09545,21.60194,21.60097,-0.00097
3.09636,21.60971,21.60882,-0.00089
3.09726,21.61748,21.61667,-0.00081
3.09817,21.62525,21.62452,-0.00073
3.09907,21.63302,21.63237,-0.00065
3.09997,21.64079,21.64023,-0.00056
3.10088,21.64856,21.64809,-0.00047
3.10178,21.65633,21.65595,-0.00038
3.10269,21.66410,21.66381,-0.00029
3.10359,21.67187,21.67168,-0.00019
3.10450,21.67964,21.67955,-0.00010
3.10540,21.68741,21.68741,-0.00000
3.10630,21.69538,21.69528,-0.00010
3.10721,21.70336,21.70315,-0.00021
3.10811,21.71134,21.71103,-0.00031
3.10902,21.71931,21.71890,-0.00041
3.10992,21.72729,21.72678,-0.00051
3.11083,21.73527,21.73466,-0.00060
3.11173,21.74324,21.74255,-0.00069
3.11263,21.75122,21.75043,-0.00079
3.11354,21.75919,21.75832,-0.00087
3.11444,21.76717,21.76620,-0.00096
3.11535,21.77514,21.77410,-0.00104
3.11625,21.78312,21.78199,-0.00113
3.11716,21.79109,21.78989,-0.00121
3.11806,21.79907,21.79778,-0.00129
3.11896,21.80704,21.80568,-0.00137
3.11987,21.81502,21.81358,-0.00144
3.12077,21.82300,21.82149,-0.00151
3.12168,21.83097,21.82940,-0.00158
3.12258,21.83895,21.83730,-0.00165
3.12349,21.84692,21.84521,-0.00171
3.12439,21.85490,21.85312,-0.00178
3.12529,21.86287,21.86103,-0.00184
3.12620,21.87085,21.86895,-0.00190
3.12710,21.87883,21.87687,-0.00195
3.12801,21.88680,21.88479,-0.00201
3.12891,21.89478,21.89271,-0.00207
3.12982,21.90275,21.90063,-0.00212
3.13072,21.91073,21.90856,-0.00217
3.13163,21.91871,21.91649,-0.00222
3.13253,21.92668,21.92442,-0.00226
3.13343,21.93465,21.93235,-0.00230
3.13434,21.94263,21.94028,-0.00235
3.13524,21.95061,21.94823,-0.00238
3.13615,21.95859,21.95616,-0.00242
3.13705,21.96656,21.96410,-0.00246
3.13796,21.97453,21.97205,-0.00249
3.13886,21.98251,21.97999,-0.00252
3.13976,21.99049,21.98794,-0.00255
3.14067,21.99846,21.99589,-0.00257
3.14157,22.00644,22.00384,-0.00260
3.14248,22.01441,22.01179,-0.00262
3.14338,22.02239,22.01974,-0.00264
3.14429,22.03036,22.02771,-0.00266
3.14519,22.03834,22.03567,-0.00267
3.14609,22.04631,22.04362,-0.00269
3.14700,22.05429,22.05159,-0.00270
3.14790,22.06227,22.05956,-0.00271
3.14881,22.07024,22.06752,-0.00272
3.14971,22.07822,22.07550,-0.00272
3.15062,22.08619,22.08347,-0.00273
3.15152,22.09417,22.09145,-0.00272
3.15242,22.10215,22.09942,-0.00272
3.15333,22.11012,22.10740,-0.00272
