chi_0,chi
-0.57096,-5114.06299
-0.57076,-5113.85938
-0.57056,-5113.65527
-0.57036,-5113.45166
-0.57016,-5113.24756
-0.56996,-5113.04346
-0.56976,-5112.83887
-0.56956,-5112.63477
-0.56936,-5112.43018
-0.56916,-5112.22607
-0.56896,-5112.02100
-0.56876,-5111.81641
-0.56856,-5111.61133
-0.56836,-5111.40674
-0.56816,-5111.20166
-0.56796,-5110.99609
-0.56776,-5110.79102
-0.56756,-5110.58594
-0.56736,-5110.37988
-0.56716,-5110.17480
-0.56696,-5109.96875
-0.56676,-5109.76318
-0.56656,-5109.55762
-0.56636,-5109.35156
-0.56616,-5109.14551
-0.56596,-5108.93945
-0.56576,-5108.73242
-0.56556,-5108.52637
-0.56536,-5108.32031
-0.56516,-5108.11328
-0.56496,-5107.90625
-0.56476,-5107.69971
-0.56456,-5107.49268
-0.56436,-5107.28516
-0.56416,-5107.07812
-0.56396,-5106.87109
-0.56376,-5106.66357
-0.56356,-5106.45605
-0.56336,-5106.24854
-0.56316,-5106.04102
-0.56296,-5105.83301
-0.56276,-5105.62500
-0.56256,-5105.41699
-0.56236,-5105.20898
-0.56216,-5105.00098
-0.56196,-5104.79248
-0.56176,-5104.58398
-0.56156,-5104.37598
-0.56136,-5104.16699
-0.56116,-5103.95801
-0.56096,-5103.74951
-0.56076,-5103.54004
-0.56056,-5103.33105
-0.56036,-5103.12207
-0.56016,-5102.91260
-0.55996,-5102.70312
-0.55976,-5102.49316
-0.55956,-5102.28369
-0.55936,-5102.07422
-0.55916,-5101.86475
-0.55896,-5101.65430
-0.55876,-5101.44434
-0.55856,-5101.23438
-0.55836,-5101.02441
-0.55816,-5100.81348
-0.55796,-5100.60352
-0.55776,-5100.39258
-0.55756,-5100.18164
-0.55736,-5099.97119
-0.55716,-5099.75977
-0.55696,-5099.54932
-0.55676,-5099.33789
-0.55656,-5099.12646
-0.55636,-5098.91504
-0.55616,-5098.70361
-0.55596,-5098.49219
-0.55576,-5098.28125
-0.55556,-5098.06836
-0.55536,-5097.85742
-0.55516,-5097.64453
-0.55496,-5097.43359
-0.55476,-5097.22021
-0.55456,-5097.00781
-0.55436,-5096.79590
-0.55416,-5096.58301
-0.55396,-5096.37109
-0.55376,-5096.15771
-0.55356,-5095.94482
-0.55336,-5095.73193
-0.55316,-5095.51855
-0.55296,-5095.30566
-0.55276,-5095.09229
-0.55256,-5094.87891
-0.55236,-5094.66553
-0.55216,-5094.45166
-0.55196,-5094.23828
-0.55176,-5094.02393
-0.55156,-5093.81006
-0.55136,-5093.59570
-0.55116,-5093.38184
-0.55096,-5093.16748
-0.55076,-5092.95312
-0.55056,-5092.73828
-0.55036,-5092.52441
-0.55016,-5092.30957
-0.54996,-5092.09424
-0.54975,-5091.87939
-0.54955,-5091.66406
-0.54935,-5091.44922
-0.54915,-5091.23389
-0.54895,-5091.01855
-0.54875,-5090.80273
-0.54855,-5090.58691
-0.54835,-5090.37158
-0.54815,-5090.15625
-0.54795,-5089.93994
-0.54775,-5089.72363
-0.54755,-5089.50732
-0.54735,-5089.29102
-0.54715,-5089.07520
-0.54695,-5088.85840
-0.54675,-5088.64160
-0.54655,-5088.42480
-0.54635,-5088.20801
-0.54615,-5087.99121
-0.54595,-5087.77441
-0.54575,-5087.55713
-0.54555,-5087.33936
-0.54535,-5087.12207
-0.54515,-5086.90479
-0.54495,-5086.68701
-0.54475,-5086.46973
-0.54455,-5086.25146
-0.54435,-5086.03369
-0.54415,-5085.81543
-0.54395,-5085.59668
-0.54375,-5085.37891
-0.54355,-5085.16064
-0.54335,-5084.94189
-0.54315,-5084.72363
-0.54295,-5084.50488
-0.54275,-5084.28613
-0.54255,-5084.06738
-0.54235,-5083.84766
-0.54215,-5083.62891
-0.54195,-5083.40918
-0.54175,-5083.19043
-0.54155,-5082.97070
-0.54135,-5082.75098
-0.54115,-5082.53125
-0.54095,-5082.31104
-0.54075,-5082.09180
-0.54055,-5081.87109
-0.54035,-5081.65088
-0.54015,-5081.43066
-0.53995,-5081.20996
-0.53975,-5080.99023
-0.53955,-5080.76904
-0.53935,-5080.54785
-0.53915,-5080.32715
-0.53895,-5080.10547
-0.53875,-5079.88477
-0.53855,-5079.66406
-0.53835,-5079.44238
-0.53815,-5079.22119
-0.53795,-5078.99951
-0.53775,-5078.77783
-0.53755,-5078.55615
-0.53735,-5078.33398
-0.53715,-5078.11230
-0.53695,-5077.88965
-0.53675,-5077.66797
-0.53655,-5077.44531
-0.53635,-5077.22266
-0.53615,-5077.00049
-0.53595,-5076.77783
-0.53575,-5076.55469
-0.53555,-5076.33203
-0.53535,-5076.10889
-0.53515,-5075.88574
-0.53495,-5075.66260
-0.53475,-5075.43896
-0.53455,-5075.21582
-0.53435,-5074.99170
-0.53415,-5074.76855
-0.53395,-5074.54492
-0.53375,-5074.32031
-0.53355,-5074.09619
-0.53335,-5073.87207
-0.53315,-5073.64746
-0.53295,-5073.42334
-0.53275,-5073.19873
-0.53255,-5072.97363
-0.53235,-5072.74951
-0.53215,-5072.52441
-0.53195,-5072.29980
-0.53175,-5072.07422
-0.53155,-5071.84912
-0.53135,-5071.62402
-0.53115,-5071.39844
-0.53095,-5071.17285
-0.53075,-5070.94678
-0.53055,-5070.72119
-0.53035,-5070.49512
-0.53015,-5070.26904
-0.52995,-5070.04297
-0.52975,-5069.81689
-0.52955,-5069.59033
-0.52935,-5069.36377
-0.52915,-5069.13721
-0.52895,-5068.91064
-0.52875,-5068.68359
-0.52855,-5068.45703
-0.52835,-5068.22998
-0.52815,-5068.00244
-0.52795,-5067.77539
-0.52775,-5067.54785
-0.52755,-5067.31982
-0.52735,-5067.09277
-0.52715,-5066.86426
-0.52695,-5066.63672
-0.52675,-5066.40869
-0.52655,-5066.18066
-0.52635,-5065.95264
-0.52615,-5065.72363
-0.52595,-5065.49561
-0.52575,-5065.26660
-0.52555,-5065.03809
-0.52535,-5064.80957
-0.52515,-5064.58008
-0.52495,-5064.35156
-0.52475,-5064.12207
-0.52455,-5063.89307
-0.52435,-5063.66309
-0.52415,-5063.43359
-0.52395,-5063.20410
-0.52375,-5062.97412
-0.52355,-5062.74463
-0.52335,-5062.51465
-0.52315,-5062.28418
-0.52295,-5062.05371
-0.52275,-5061.82422
-0.52255,-5061.59326
-0.52235,-5061.36279
-0.52215,-5061.13184
-0.52195,-5060.90039
-0.52175,-5060.66992
-0.52155,-5060.43896
-0.52135,-5060.20801
-0.52115,-5059.97607
-0.52095,-5059.74463
-0.52075,-5059.51367
-0.52055,-5059.28174
-0.52035,-5059.04980
-0.52015,-5058.81738
-0.51995,-5058.58594
-0.51975,-5058.35400
-0.51955,-5058.12158
-0.51935,-5057.88965
-0.51915,-5057.65674
-0.51895,-5057.42383
-0.51875,-5057.19141
-0.51855,-5056.95850
-0.51835,-5056.72559
-0.51815,-5056.49219
-0.51795,-5056.25928
-0.51775,-5056.02588
-0.51755,-5055.79199
-0.51735,-5055.55859
-0.51715,-5055.32520
-0.51695,-5055.09131
-0.51675,-5054.85742
-0.51655,-5054.62305
-0.51635,-5054.38916
-0.51615,-5054.15479
-0.51595,-5053.92041
-0.51575,-5053.68604
-0.51555,-5053.45117
-0.51535,-5053.21631
-0.51515,-5052.98193
-0.51495,-5052.74658
-0.51475,-5052.51074
-0.51455,-5052.27588
-0.51435,-5052.04004
-0.51415,-5051.80518
-0.51395,-5051.56934
-0.51375,-5051.33398
-0.51355,-5051.09766
-0.51335,-5050.86182
-0.51315,-5050.62598
-0.51295,-5050.38965
-0.51275,-5050.15332
-0.51255,-5049.91602
-0.51235,-5049.68018
-0.51215,-5049.44336
-0.51195,-5049.20605
-0.51175,-5048.96973
-0.51155,-5048.73242
-0.51135,-5048.49512
-0.51115,-5048.25781
-0.51095,-5048.02051
-0.51075,-5047.78320
-0.51055,-5047.54541
-0.51035,-5047.30762
-0.51015,-5047.06934
-0.50995,-5046.83105
-0.50975,-5046.59375
-0.50955,-5046.35498
-0.50935,-5046.11621
-0.50915,-5045.87793
-0.50895,-5045.63916
-0.50875,-5045.40088
-0.50855,-5045.16162
-0.50835,-5044.92236
-0.50815,-5044.68359
-0.50795,-5044.44385
-0.50775,-5044.20508
-0.50755,-5043.96533
-0.50735,-5043.72559
-0.50715,-5043.48535
-0.50695,-5043.24609
-0.50675,-5043.00586
-0.50655,-5042.76562
-0.50635,-5042.52539
-0.50615,-5042.28516
-0.50595,-5042.04443
-0.50575,-5041.80371
-0.50555,-5041.56348
-0.50535,-5041.32227
-0.50515,-5041.08105
-0.50495,-5040.84033
-0.50475,-5040.59912
-0.50455,-5040.35742
-0.50435,-5040.11621
-0.50415,-5039.87451
-0.50395,-5039.63281
-0.50375,-5039.39062
-0.50355,-5039.14844
-0.50335,-5038.90625
-0.50315,-5038.66406
-0.50295,-5038.42188
-0.50275,-5038.17969
-0.50255,-5037.93701
-0.50235,-5037.69385
-0.50215,-5037.45117
-0.50195,-5037.20850
-0.50175,-5036.96484
-0.50155,-5036.72217
-0.50135,-5036.47852
-0.50115,-5036.23535
-0.50095,-5035.99170
-0.50075,-5035.74756
-0.50055,-5035.50391
-0.50035,-5035.25977
-0.50015,-5035.01562
-0.49995,-5034.77148
-0.49975,-5034.52734
-0.49955,-5034.28223
-0.49935,-5034.03809
-0.49915,-5033.79346
-0.49895,-5033.54883
-0.49875,-5033.30322
-0.49855,-5033.05859
-0.49835,-5032.81299
-0.49815,-5032.56738
-0.49795,-5032.32227
-0.49775,-5032.07617
-0.49755,-5031.83105
-0.49735,-5031.58496
-0.49715,-5031.33887
-0.49695,-5031.09277
-0.49675,-5030.84668
-0.49655,-5030.60010
-0.49635,-5030.35352
-0.49615,-5030.10693
-0.49595,-5029.86035
-0.49575,-5029.61328
-0.49555,-5029.36621
-0.49535,-5029.11914
-0.49515,-5028.87207
-0.49495,-5028.62451
-0.49475,-5028.37695
-0.49455,-5028.12939
-0.49435,-5027.88184
-0.49415,-5027.63379
-0.49395,-5027.38574
-0.49375,-5027.13770
-0.49355,-5026.88916
-0.49335,-5026.64062
-0.49315,-5026.39258
-0.49295,-5026.14355
-0.49275,-5025.89453
-0.49255,-5025.64551
-0.49235,-5025.39697
-0.49215,-5025.14746
-0.49195,-5024.89844
-0.49175,-5024.64893
-0.49155,-5024.39941
-0.49135,-5024.14990
-0.49115,-5023.89990
-0.49095,-5023.64990
-0.49075,-5023.39990
-0.49055,-5023.14990
-0.49035,-5022.89941
-0.49015,-5022.64893
-0.48995,-5022.39844
-0.48975,-5022.14746
-0.48955,-5021.89648
-0.48935,-5021.64600
-0.48915,-5021.39453
-0.48895,-5021.14355
-0.48875,-5020.89258
-0.48855,-5020.64062
-0.48835,-5020.38867
-0.48815,-5020.13721
-0.48795,-5019.88574
-0.48775,-5019.63379
-0.48755,-5019.38135
-0.48735,-5019.12939
-0.48715,-5018.87646
-0.48695,-5018.62402
-0.48675,-5018.37158
-0.48655,-5018.11865
-0.48635,-5017.86621
-0.48615,-5017.61230
-0.48595,-5017.35938
-0.48575,-5017.10645
-0.48555,-5016.85303
-0.48535,-5016.59912
-0.48515,-5016.34570
-0.48495,-5016.09180
-0.48475,-5015.83838
-0.48455,-5015.58398
-0.48435,-5015.32959
-0.48415,-5015.07568
-0.48395,-5014.82080
-0.48375,-5014.56641
-0.48355,-5014.31104
-0.48335,-5014.05664
-0.48315,-5013.80176
-0.48295,-5013.54639
-0.48275,-5013.29102
-0.48255,-5013.03564
-0.48235,-5012.78027
-0.48215,-5012.52441
-0.48195,-5012.26904
-0.48175,-5012.01270
-0.48155,-5011.75684
-0.48135,-5011.50098
-0.48115,-5011.24463
-0.48095,-5010.98779
-0.48075,-5010.73145
-0.48055,-5010.47461
-0.48035,-5010.21777
-0.48015,-5009.96094
-0.47995,-5009.70410
-0.47975,-5009.44678
-0.47955,-5009.18945
-0.47935,-5008.93164
-0.47915,-5008.67432
-0.47895,-5008.41650
-0.47875,-5008.15820
-0.47855,-5007.90039
-0.47835,-5007.64258
-0.47815,-5007.38428
-0.47795,-5007.12598
-0.47775,-5006.86719
-0.47755,-5006.60840
-0.47735,-5006.34961
-0.47715,-5006.09082
-0.47695,-5005.83154
-0.47675,-5005.57227
-0.47655,-5005.31299
-0.47635,-5005.05371
-0.47615,-5004.79395
-0.47595,-5004.53418
-0.47575,-5004.27441
-0.47555,-5004.01465
-0.47535,-5003.75391
-0.47515,-5003.49414
-0.47495,-5003.23340
-0.47475,-5002.97314
-0.47455,-5002.71240
-0.47435,-5002.45117
-0.47415,-5002.19043
-0.47395,-5001.92920
-0.47375,-5001.66797
-0.47355,-5001.40723
-0.47335,-5001.14551
-0.47315,-5000.88379
-0.47295,-5000.62207
-0.47275,-5000.36035
-0.47255,-5000.09814
-0.47235,-4999.83594
-0.47215,-4999.57373
-0.47195,-4999.31152
-0.47175,-4999.04883
-0.47155,-4998.78613
-0.47135,-4998.52344
-0.47115,-4998.26025
-0.47095,-4997.99707
-0.47075,-4997.73438
-0.47055,-4997.47070
-0.47035,-4997.20703
-0.47015,-4996.94336
-0.46995,-4996.67969
-0.46975,-4996.41602
-0.46955,-4996.15186
-0.46935,-4995.88770
-0.46915,-4995.62305
-0.46895,-4995.35889
-0.46875,-4995.09424
-0.46855,-4994.82959
-0.46835,-4994.56445
-0.46815,-4994.29980
-0.46795,-4994.03418
-0.46775,-4993.76953
-0.46755,-4993.50391
-0.46735,-4993.23828
-0.46715,-4992.97266
-0.46695,-4992.70703
-0.46675,-4992.44092
-0.46655,-4992.17480
-0.46635,-4991.90869
-0.46615,-4991.64258
-0.46595,-4991.37598
-0.46575,-4991.10938
-0.46555,-4990.84277
-0.46535,-4990.57520
-0.46515,-4990.30859
-0.46495,-4990.04150
-0.46475,-4989.77441
-0.46455,-4989.50635
-0.46435,-4989.23926
-0.46415,-4988.97168
-0.46395,-4988.70312
-0.46375,-4988.43555
-0.46355,-4988.16699
-0.46335,-4987.89893
-0.46315,-4987.63086
-0.46295,-4987.36230
-0.46275,-4987.09375
-0.46255,-4986.82422
-0.46235,-4986.55566
-0.46215,-4986.28662
-0.46195,-4986.01709
-0.46175,-4985.74805
-0.46155,-4985.47852
-0.46135,-4985.20898
-0.46115,-4984.93896
-0.46095,-4984.66895
-0.46075,-4984.39844
-0.46055,-4984.12891
-0.46035,-4983.85840
-0.46015,-4983.58789
-0.45995,-4983.31738
-0.45975,-4983.04688
-0.45955,-4982.77539
-0.45935,-4982.50488
-0.45915,-4982.23340
-0.45895,-4981.96191
-0.45875,-4981.69043
-0.45855,-4981.41895
-0.45835,-4981.14746
-0.45815,-4980.87549
-0.45795,-4980.60352
-0.45775,-4980.33105
-0.45755,-4980.05859
-0.45735,-4979.78613
-0.45715,-4979.51416
-0.45695,-4979.24121
-0.45675,-4978.96826
-0.45655,-4978.69531
-0.45635,-4978.42236
-0.45615,-4978.14941
-0.45595,-4977.87549
-0.45575,-4977.60205
-0.45555,-4977.32812
-0.45535,-4977.05469
-0.45515,-4976.78076
-0.45495,-4976.50635
-0.45475,-4976.23193
-0.45455,-4975.95801
-0.45435,-4975.68359
-0.45415,-4975.40869
-0.45395,-4975.13379
-0.45375,-4974.85889
-0.45355,-4974.58398
-0.45335,-4974.30859
-0.45315,-4974.03320
-0.45295,-4973.75781
-0.45275,-4973.48193
-0.45255,-4973.20605
-0.45235,-4972.92969
-0.45215,-4972.65430
-0.45195,-4972.37793
-0.45175,-4972.10156
-0.45155,-4971.82520
-0.45135,-4971.54834
-0.45115,-4971.27148
-0.45095,-4970.99463
-0.45075,-4970.71777
-0.45055,-4970.44043
-0.45035,-4970.16309
-0.45015,-4969.88525
-0.44994,-4969.60791
-0.44974,-4969.33008
-0.44954,-4969.05225
-0.44934,-4968.77393
-0.44914,-4968.49609
-0.44894,-4968.21680
-0.44874,-4967.93896
-0.44854,-4967.66016
-0.44834,-4967.38135
-0.44814,-4967.10254
-0.44794,-4966.82324
-0.44774,-4966.54443
-0.44754,-4966.26465
-0.44734,-4965.98535
-0.44714,-4965.70557
-0.44694,-4965.42627
-0.44674,-4965.14648
-0.44654,-4964.86572
-0.44634,-4964.58594
-0.44614,-4964.30566
-0.44594,-4964.02490
-0.44574,-4963.74414
-0.44554,-4963.46338
-0.44534,-4963.18213
-0.44514,-4962.90137
-0.44494,-4962.62012
-0.44474,-4962.33887
-0.44454,-4962.05713
-0.44434,-4961.77539
-0.44414,-4961.49414
-0.44394,-4961.21191
-0.44374,-4960.92969
-0.44354,-4960.64746
-0.44334,-4960.36523
-0.44314,-4960.08252
-0.44294,-4959.79980
-0.44274,-4959.51709
-0.44254,-4959.23389
-0.44234,-4958.95117
-0.44214,-4958.66797
-0.44194,-4958.38428
-0.44174,-4958.10059
-0.44154,-4957.81689
-0.44134,-4957.53320
-0.44114,-4957.24902
-0.44094,-4956.96484
-0.44074,-4956.68066
-0.44054,-4956.39648
-0.44034,-4956.11182
-0.44014,-4955.82715
-0.43994,-4955.54248
-0.43974,-4955.25732
-0.43954,-4954.97217
-0.43934,-4954.68701
-0.43914,-4954.40137
-0.43894,-4954.11572
-0.43874,-4953.83008
-0.43854,-4953.54395
-0.43834,-4953.25830
-0.43814,-4952.97168
-0.43794,-4952.68555
-0.43774,-4952.39893
-0.43754,-4952.11230
-0.43734,-4951.82568
-0.43714,-4951.53906
-0.43694,-4951.25195
-0.43674,-4950.96484
-0.43654,-4950.67725
-0.43634,-4950.38965
-0.43614,-4950.10205
-0.43594,-4949.81445
-0.43574,-4949.52637
-0.43554,-4949.23828
-0.43534,-4948.95020
-0.43514,-4948.66162
-0.43494,-4948.37305
-0.43474,-4948.08447
-0.43454,-4947.79541
-0.43434,-4947.50635
-0.43414,-4947.21729
-0.43394,-4946.92822
-0.43374,-4946.63867
-0.43354,-4946.34912
-0.43334,-4946.05957
-0.43314,-4945.76953
-0.43294,-4945.47949
-0.43274,-4945.18945
-0.43254,-4944.89893
-0.43234,-4944.60840
-0.43214,-4944.31787
-0.43194,-4944.02734
-0.43174,-4943.73633
-0.43154,-4943.44531
-0.43134,-4943.15430
-0.43114,-4942.86230
-0.43094,-4942.57129
-0.43074,-4942.27930
-0.43054,-4941.98730
-0.43034,-4941.69629
-0.43014,-4941.40381
-0.42994,-4941.11133
-0.42974,-4940.81934
-0.42954,-4940.52637
-0.42934,-4940.23340
-0.42914,-4939.94092
-0.42894,-4939.64795
-0.42874,-4939.35449
-0.42854,-4939.06152
-0.42834,-4938.76758
-0.42814,-4938.47461
-0.42794,-4938.18066
-0.42774,-4937.88672
-0.42754,-4937.59229
-0.42734,-4937.29834
-0.42714,-4937.00391
-0.42694,-4936.70947
-0.42674,-4936.41504
-0.42654,-4936.12012
-0.42634,-4935.82471
-0.42614,-4935.52979
-0.42594,-4935.23486
-0.42574,-4934.93945
-0.42554,-4934.64355
-0.42534,-4934.34766
-0.42514,-4934.05176
-0.42494,-4933.75586
-0.42474,-4933.45996
-0.42454,-4933.16357
-0.42434,-4932.86719
-0.42414,-4932.57031
-0.42394,-4932.27344
-0.42374,-4931.97656
-0.42354,-4931.67969
-0.42334,-4931.38232
-0.42314,-4931.08496
-0.42294,-4930.78711
-0.42274,-4930.48975
-0.42254,-4930.19189
-0.42234,-4929.89404
-0.42214,-4929.59570
-0.42194,-4929.29688
-0.42174,-4928.99902
-0.42154,-4928.70020
-0.42134,-4928.40137
-0.42114,-4928.10254
-0.42094,-4927.80322
-0.42074,-4927.50391
-0.42054,-4927.20508
-0.42034,-4926.90527
-0.42014,-4926.60547
-0.41994,-4926.30566
-0.41974,-4926.00586
-0.41954,-4925.70557
-0.41934,-4925.40527
-0.41914,-4925.10449
-0.41894,-4924.80371
-0.41874,-4924.50342
-0.41854,-4924.20264
-0.41834,-4923.90137
-0.41814,-4923.60010
-0.41794,-4923.29883
-0.41774,-4922.99707
-0.41754,-4922.69531
-0.41734,-4922.39355
-0.41714,-4922.09180
-0.41694,-4921.78955
-0.41674,-4921.48730
-0.41654,-4921.18457
-0.41634,-4920.88184
-0.41614,-4920.57910
-0.41594,-4920.27637
-0.41574,-4919.97314
-0.41554,-4919.66992
-0.41534,-4919.36670
-0.41514,-4919.06299
-0.41494,-4918.75928
-0.41474,-4918.45508
-0.41454,-4918.15137
-0.41434,-4917.84717
-0.41414,-4917.54297
-0.41394,-4917.23828
-0.41374,-4916.93359
-0.41354,-4916.62891
-0.41334,-4916.32373
-0.41314,-4916.01855
-0.41294,-4915.71338
-0.41274,-4915.40820
-0.41254,-4915.10254
-0.41234,-4914.79688
-0.41214,-4914.49072
-0.41194,-4914.18506
-0.41174,-4913.87891
-0.41154,-4913.57227
-0.41134,-4913.26562
-0.41114,-4912.95898
-0.41094,-4912.65186
-0.41074,-4912.34521
-0.41054,-4912.03809
-0.41034,-4911.73047
-0.41014,-4911.42334
-0.40994,-4911.11523
-0.40974,-4910.80762
-0.40954,-4910.50000
-0.40934,-4910.19189
-0.40914,-4909.88379
-0.40894,-4909.57520
-0.40874,-4909.26660
-0.40854,-4908.95752
-0.40834,-4908.64893
-0.40814,-4908.33984
-0.40794,-4908.03027
-0.40774,-4907.72119
-0.40754,-4907.41162
-0.40734,-4907.10156
-0.40714,-4906.79199
-0.40694,-4906.48242
-0.40674,-4906.17188
-0.40654,-4905.86133
-0.40634,-4905.55078
-0.40614,-4905.24023
-0.40594,-4904.92969
-0.40574,-4904.61865
-0.40554,-4904.30762
-0.40534,-4903.99609
-0.40514,-4903.68457
-0.40494,-4903.37305
-0.40474,-4903.06152
-0.40454,-4902.74951
-0.40434,-4902.43750
-0.40414,-4902.12549
-0.40394,-4901.81250
-0.40374,-4901.50000
-0.40354,-4901.18750
-0.40334,-4900.87451
-0.40314,-4900.56152
-0.40294,-4900.24805
-0.40274,-4899.93506
-0.40254,-4899.62158
-0.40234,-4899.30762
-0.40214,-4898.99414
-0.40194,-4898.67969
-0.40174,-4898.36572
-0.40154,-4898.05127
-0.40134,-4897.73682
-0.40114,-4897.42188
-0.40094,-4897.10742
-0.40074,-4896.79248
-0.40054,-4896.47705
-0.40034,-4896.16211
-0.40014,-4895.84668
-0.39994,-4895.53076
-0.39974,-4895.21484
-0.39954,-4894.89941
-0.39934,-4894.58301
-0.39914,-4894.26660
-0.39894,-4893.95020
-0.39874,-4893.63379
-0.39854,-4893.31689
-0.39834,-4893.00000
-0.39814,-4892.68311
-0.39794,-4892.36572
-0.39774,-4892.04834
-0.39754,-4891.73047
-0.39734,-4891.41309
-0.39714,-4891.09521
-0.39694,-4890.77734
-0.39674,-4890.45898
-0.39654,-4890.14014
-0.39634,-4889.82178
-0.39614,-4889.50293
-0.39594,-4889.18408
-0.39574,-4888.86523
-0.39554,-4888.54590
-0.39534,-4888.22656
-0.39514,-4887.90723
-0.39494,-4887.58691
-0.39474,-4887.26758
-0.39454,-4886.94727
-0.39434,-4886.62744
-0.39414,-4886.30664
-0.39394,-4885.98633
-0.39374,-4885.66602
-0.39354,-4885.34473
-0.39334,-4885.02393
-0.39314,-4884.70264
-0.39294,-4884.38135
-0.39274,-4884.05957
-0.39254,-4883.73828
-0.39234,-4883.41650
-0.39214,-4883.09424
-0.39194,-4882.77197
-0.39174,-4882.45020
-0.39154,-4882.12744
-0.39134,-4881.80469
-0.39114,-4881.48145
-0.39094,-4881.15918
-0.39074,-4880.83594
-0.39054,-4880.51221
-0.39034,-4880.18896
-0.39014,-4879.86523
-0.38994,-4879.54102
-0.38974,-4879.21729
-0.38954,-4878.89307
-0.38934,-4878.56885
-0.38914,-4878.24414
-0.38894,-4877.91992
-0.38874,-4877.59473
-0.38854,-4877.26953
-0.38834,-4876.94482
-0.38814,-4876.61963
-0.38794,-4876.29395
-0.38774,-4875.96826
-0.38754,-4875.64258
-0.38734,-4875.31641
-0.38714,-4874.99023
-0.38694,-4874.66406
-0.38674,-4874.33740
-0.38654,-4874.01074
-0.38634,-4873.68408
-0.38614,-4873.35693
-0.38594,-4873.02979
-0.38574,-4872.70264
-0.38554,-4872.37500
-0.38534,-4872.04785
-0.38514,-4871.71973
-0.38494,-4871.39160
-0.38474,-4871.06348
-0.38454,-4870.73535
-0.38434,-4870.40674
-0.38414,-4870.07812
-0.38394,-4869.74902
-0.38374,-4869.41992
-0.38354,-4869.09082
-0.38334,-4868.76123
-0.38314,-4868.43213
-0.38294,-4868.10254
-0.38274,-4867.77246
-0.38254,-4867.44238
-0.38234,-4867.11230
-0.38214,-4866.78174
-0.38194,-4866.45117
-0.38174,-4866.12061
-0.38154,-4865.79004
-0.38134,-4865.45898
-0.38114,-4865.12695
-0.38094,-4864.79639
-0.38074,-4864.46484
-0.38054,-4864.13281
-0.38034,-4863.80078
-0.38014,-4863.46875
-0.37994,-4863.13672
-0.37974,-4862.80420
-0.37954,-4862.47168
-0.37934,-4862.13867
-0.37914,-4861.80615
-0.37894,-4861.47314
-0.37874,-4861.13965
-0.37854,-4860.80615
-0.37834,-4860.47266
-0.37814,-4860.13867
-0.37794,-4859.80469
-0.37774,-4859.47070
-0.37754,-4859.13672
-0.37734,-4858.80225
-0.37714,-4858.46777
-0.37694,-4858.13281
-0.37674,-4857.79785
-0.37654,-4857.46289
-0.37634,-4857.12744
-0.37614,-4856.79199
-0.37594,-4856.45605
-0.37574,-4856.12012
-0.37554,-4855.78418
-0.37534,-4855.44824
-0.37514,-4855.11182
-0.37494,-4854.77539
-0.37474,-4854.43848
-0.37454,-4854.10156
-0.37434,-4853.76465
-0.37414,-4853.42725
-0.37394,-4853.08984
-0.37374,-4852.75244
-0.37354,-4852.41504
-0.37334,-4852.07666
-0.37314,-4851.73877
-0.37294,-4851.40039
-0.37274,-4851.06201
-0.37254,-4850.72363
-0.37234,-4850.38477
-0.37214,-4850.04590
-0.37194,-4849.70654
-0.37174,-4849.36719
-0.37154,-4849.02832
-0.37134,-4848.68799
-0.37114,-4848.34863
-0.37094,-4848.00830
-0.37074,-4847.66846
-0.37054,-4847.32812
-0.37034,-4846.98730
-0.37014,-4846.64648
-0.36994,-4846.30566
-0.36974,-4845.96484
-0.36954,-4845.62402
-0.36934,-4845.28223
-0.36914,-4844.94043
-0.36894,-4844.59912
-0.36874,-4844.25684
-0.36854,-4843.91504
-0.36834,-4843.57275
-0.36814,-4843.23047
-0.36794,-4842.88770
-0.36774,-4842.54492
-0.36754,-4842.20215
-0.36734,-4841.85840
-0.36714,-4841.51514
-0.36694,-4841.17188
-0.36674,-4840.82812
-0.36654,-4840.48438
-0.36634,-4840.14014
-0.36614,-4839.79590
-0.36594,-4839.45166
-0.36574,-4839.10742
-0.36554,-4838.76270
-0.36534,-4838.41748
-0.36514,-4838.07275
-0.36494,-4837.72754
-0.36474,-4837.38184
-0.36454,-4837.03613
-0.36434,-4836.69043
-0.36414,-4836.34473
-0.36394,-4835.99805
-0.36374,-4835.65186
-0.36354,-4835.30566
-0.36334,-4834.95898
-0.36314,-4834.61230
-0.36294,-4834.26514
-0.36274,-4833.91797
-0.36254,-4833.57031
-0.36234,-4833.22266
-0.36214,-4832.87500
-0.36194,-4832.52686
-0.36174,-4832.17871
-0.36154,-4831.83057
-0.36134,-4831.48242
-0.36114,-4831.13379
-0.36094,-4830.78516
-0.36074,-4830.43555
-0.36054,-4830.08691
-0.36034,-4829.73730
-0.36014,-4829.38770
-0.35994,-4829.03809
-0.35974,-4828.68799
-0.35954,-4828.33789
-0.35934,-4827.98828
-0.35914,-4827.63770
-0.35894,-4827.28711
-0.35874,-4826.93555
-0.35854,-4826.58496
-0.35834,-4826.23389
-0.35814,-4825.88232
-0.35794,-4825.53125
-0.35774,-4825.17920
-0.35754,-4824.82764
-0.35734,-4824.47559
-0.35714,-4824.12305
-0.35694,-4823.77051
-0.35674,-4823.41797
-0.35654,-4823.06543
-0.35634,-4822.71240
-0.35614,-4822.35938
-0.35594,-4822.00586
