chi_0,chi
-0.04530,-3982.94995
-0.04510,-3982.16626
-0.04490,-3981.38184
-0.04470,-3980.59741
-0.04450,-3979.81226
-0.04430,-3979.02686
-0.04410,-3978.24072
-0.04390,-3977.45435
-0.04370,-3976.66797
-0.04350,-3975.88086
-0.04330,-3975.09326
-0.04310,-3974.30542
-0.04290,-3973.51709
-0.04270,-3972.72852
-0.04250,-3971.93945
-0.04230,-3971.14966
-0.04210,-3970.35986
-0.04190,-3969.56982
-0.04170,-3968.77881
-0.04150,-3967.98779
-0.04130,-3967.19604
-0.04110,-3966.40454
-0.04090,-3965.61206
-0.04070,-3964.81909
-0.04050,-3964.02612
-0.04030,-3963.23242
-0.04010,-3962.43848
-0.03990,-3961.64404
-0.03970,-3960.84937
-0.03950,-3960.05396
-0.03930,-3959.25854
-0.03910,-3958.46265
-0.03890,-3957.66650
-0.03870,-3956.86963
-0.03850,-3956.07227
-0.03830,-3955.27466
-0.03810,-3954.47656
-0.03790,-3953.67822
-0.03770,-3952.87915
-0.03750,-3952.08008
-0.03730,-3951.28027
-0.03710,-3950.48022
-0.03690,-3949.67969
-0.03670,-3948.87866
-0.03650,-3948.07739
-0.03630,-3947.27563
-0.03610,-3946.47339
-0.03590,-3945.67090
-0.03570,-3944.86816
-0.03550,-3944.06470
-0.03530,-3943.26074
-0.03510,-3942.45654
-0.03490,-3941.65186
-0.03470,-3940.84692
-0.03450,-3940.04150
-0.03430,-3939.23535
-0.03410,-3938.42920
-0.03390,-3937.62256
-0.03370,-3936.81543
-0.03350,-3936.00781
-0.03330,-3935.19995
-0.03310,-3934.39160
-0.03290,-3933.58301
-0.03270,-3932.77368
-0.03250,-3931.96411
-0.03230,-3931.15405
-0.03210,-3930.34351
-0.03190,-3929.53271
-0.03170,-3928.72144
-0.03150,-3927.90967
-0.03130,-3927.09766
-0.03110,-3926.28540
-0.03090,-3925.47241
-0.03070,-3924.65894
-0.03050,-3923.84521
-0.03030,-3923.03101
-0.03010,-3922.21655
-0.02990,-3921.40137
-0.02970,-3920.58594
-0.02950,-3919.77002
-0.02930,-3918.95386
-0.02910,-3918.13721
-0.02890,-3917.32007
-0.02870,-3916.50244
-0.02850,-3915.68457
-0.02830,-3914.86621
-0.02810,-3914.04761
-0.02790,-3913.22827
-0.02770,-3912.40845
-0.02750,-3911.58862
-0.02730,-3910.76831
-0.02710,-3909.94727
-0.02690,-3909.12598
-0.02670,-3908.30420
-0.02650,-3907.48218
-0.02630,-3906.65967
-0.02610,-3905.83643
-0.02590,-3905.01294
-0.02570,-3904.18945
-0.02550,-3903.36499
-0.02530,-3902.54028
-0.02510,-3901.71509
-0.02490,-3900.88965
-0.02470,-3900.06396
-0.02450,-3899.23730
-0.02430,-3898.41064
-0.02410,-3897.58325
-0.02390,-3896.75586
-0.02370,-3895.92773
-0.02350,-3895.09912
-0.02330,-3894.27026
-0.02310,-3893.44092
-0.02290,-3892.61133
-0.02270,-3891.78101
-0.02250,-3890.95020
-0.02230,-3890.11914
-0.02210,-3889.28784
-0.02190,-3888.45605
-0.02170,-3887.62354
-0.02150,-3886.79077
-0.02130,-3885.95752
-0.02110,-3885.12402
-0.02090,-3884.29004
-0.02070,-3883.45557
-0.02050,-3882.62061
-0.02030,-3881.78540
-0.02010,-3880.94971
-0.01990,-3880.11353
-0.01970,-3879.27686
-0.01950,-3878.43970
-0.01930,-3877.60229
-0.01910,-3876.76440
-0.01890,-3875.92603
-0.01870,-3875.08716
-0.01850,-3874.24829
-0.01830,-3873.40869
-0.01810,-3872.56860
-0.01790,-3871.72803
-0.01770,-3870.88696
-0.01750,-3870.04590
-0.01730,-3869.20410
-0.01710,-3868.36182
-0.01690,-3867.51904
-0.01670,-3866.67627
-0.01650,-3865.83276
-0.01630,-3864.98877
-0.01610,-3864.14429
-0.01590,-3863.29956
-0.01570,-3862.45435
-0.01550,-3861.60864
-0.01530,-3860.76245
-0.01510,-3859.91602
-0.01490,-3859.06909
-0.01470,-3858.22168
-0.01450,-3857.37378
-0.01430,-3856.52563
-0.01410,-3855.67676
-0.01390,-3854.82788
-0.01370,-3853.97827
-0.01350,-3853.12817
-0.01330,-3852.27759
-0.01310,-3851.42700
-0.01290,-3850.57568
-0.01270,-3849.72388
-0.01250,-3848.87158
-0.01230,-3848.01880
-0.01210,-3847.16602
-0.01190,-3846.31250
-0.01170,-3845.45850
-0.01150,-3844.60400
-0.01130,-3843.74927
-0.01110,-3842.89404
-0.01090,-3842.03833
-0.01070,-3841.18213
-0.01050,-3840.32544
-0.01030,-3839.46875
-0.01010,-3838.61108
-0.00990,-3837.75317
-0.00970,-3836.89478
-0.00950,-3836.03613
-0.00930,-3835.17700
-0.00910,-3834.31738
-0.00890,-3833.45728
-0.00870,-3832.59668
-0.00850,-3831.73584
-0.00830,-3830.87427
-0.00810,-3830.01245
-0.00790,-3829.15015
-0.00770,-3828.28735
-0.00750,-3827.42432
-0.00730,-3826.56055
-0.00710,-3825.69653
-0.00690,-3824.83179
-0.00670,-3823.96704
-0.00650,-3823.10156
-0.00630,-3822.23584
-0.00610,-3821.36938
-0.00590,-3820.50269
-0.00570,-3819.63574
-0.00550,-3818.76807
-0.00530,-3817.89990
-0.00510,-3817.03125
-0.00490,-3816.16260
-0.00470,-3815.29297
-0.00450,-3814.42310
-0.00430,-3813.55273
-0.00410,-3812.68188
-0.00390,-3811.81104
-0.00370,-3810.93921
-0.00350,-3810.06714
-0.00330,-3809.19458
-0.00310,-3808.32178
-0.00290,-3807.44824
-0.00270,-3806.57446
-0.00250,-3805.69995
-0.00230,-3804.82520
-0.00210,-3803.95020
-0.00190,-3803.07446
-0.00170,-3802.19824
-0.00150,-3801.32178
-0.00130,-3800.44482
-0.00110,-3799.56738
-0.00090,-3798.68945
-0.00070,-3797.81104
-0.00050,-3796.93213
-0.00030,-3796.05298
-0.00010,-3795.17310
0.00010,-3794.29297
0.00030,-3793.41235
0.00050,-3792.53125
0.00070,-3791.64966
0.00090,-3790.76758
0.00110,-3789.88550
0.00130,-3789.00269
0.00150,-3788.11938
0.00170,-3787.23535
0.00190,-3786.35107
0.00210,-3785.46631
0.00230,-3784.58105
0.00250,-3783.69556
0.00270,-3782.80933
0.00290,-3781.92334
0.00310,-3781.03638
0.00330,-3780.14893
0.00350,-3779.26099
0.00370,-3778.37256
0.00390,-3777.48364
0.00410,-3776.59448
0.00430,-3775.70459
0.00450,-3774.81445
0.00470,-3773.92432
0.00490,-3773.03320
0.00510,-3772.14160
0.00530,-3771.24951
0.00550,-3770.35693
0.00570,-3769.46411
0.00590,-3768.57056
0.00610,-3767.67676
0.00630,-3766.78247
0.00650,-3765.88818
0.00670,-3764.99292
0.00690,-3764.09717
0.00710,-3763.20117
0.00730,-3762.30444
0.00750,-3761.40747
0.00770,-3760.50977
0.00790,-3759.61182
0.00810,-3758.71338
0.00830,-3757.81494
0.00850,-3756.91553
0.00870,-3756.01562
0.00890,-3755.11548
0.00910,-3754.21460
0.00930,-3753.31348
0.00950,-3752.41162
0.00970,-3751.50952
0.00990,-3750.60693
0.01010,-3749.70435
0.01030,-3748.80078
0.01050,-3747.89673
0.01070,-3746.99243
0.01090,-3746.08740
0.01110,-3745.18188
0.01130,-3744.27612
0.01150,-3743.36987
0.01170,-3742.46289
0.01190,-3741.55615
0.01210,-3740.64844
0.01230,-3739.74023
0.01250,-3738.83154
0.01270,-3737.92261
0.01290,-3737.01294
0.01310,-3736.10278
0.01330,-3735.19238
0.01350,-3734.28125
0.01370,-3733.37036
0.01390,-3732.45850
0.01410,-3731.54614
0.01430,-3730.63330
0.01450,-3729.71997
0.01470,-3728.80615
0.01490,-3727.89185
0.01510,-3726.97705
0.01530,-3726.06201
0.01550,-3725.14673
0.01570,-3724.23071
0.01590,-3723.31396
0.01610,-3722.39697
0.01630,-3721.47949
0.01650,-3720.56128
0.01670,-3719.64282
0.01690,-3718.72388
0.01710,-3717.80444
0.01730,-3716.88501
0.01750,-3715.96460
0.01770,-3715.04395
0.01790,-3714.12256
0.01810,-3713.20068
0.01830,-3712.27856
0.01850,-3711.35571
0.01870,-3710.43237
0.01890,-3709.50879
0.01910,-3708.58521
0.01930,-3707.66064
0.01950,-3706.73535
0.01970,-3705.80981
0.01990,-3704.88379
0.02010,-3703.95728
0.02030,-3703.03027
0.02050,-3702.10278
0.02070,-3701.17480
0.02090,-3700.24683
0.02110,-3699.31787
0.02130,-3698.38867
0.02150,-3697.45874
0.02170,-3696.52832
0.02190,-3695.59766
0.02210,-3694.66626
0.02230,-3693.73438
0.02250,-3692.80225
0.02270,-3691.87012
0.02290,-3690.93677
0.02310,-3690.00317
0.02330,-3689.06885
0.02350,-3688.13428
0.02370,-3687.19922
0.02390,-3686.26367
0.02410,-3685.32739
0.02430,-3684.39087
0.02450,-3683.45435
0.02470,-3682.51685
0.02490,-3681.57886
0.02510,-3680.64038
0.02530,-3679.70142
0.02550,-3678.76196
0.02570,-3677.82202
0.02590,-3676.88159
0.02610,-3675.94067
0.02630,-3674.99976
0.02650,-3674.05811
0.02670,-3673.11572
0.02690,-3672.17285
0.02710,-3671.22949
0.02730,-3670.28564
0.02750,-3669.34131
0.02770,-3668.39673
0.02790,-3667.45142
0.02810,-3666.50635
0.02830,-3665.56006
0.02850,-3664.61328
0.02870,-3663.66602
0.02890,-3662.71851
0.02910,-3661.77026
0.02930,-3660.82153
0.02950,-3659.87256
0.02970,-3658.92285
0.02990,-3657.97339
0.03010,-3657.02271
0.03030,-3656.07153
0.03050,-3655.12012
0.03070,-3654.16797
0.03090,-3653.21533
0.03110,-3652.26245
0.03130,-3651.30884
0.03150,-3650.35498
0.03170,-3649.40088
0.03190,-3648.44580
0.03210,-3647.49048
0.03230,-3646.53442
0.03250,-3645.57788
0.03270,-3644.62109
0.03290,-3643.66357
0.03310,-3642.70557
0.03330,-3641.74731
0.03350,-3640.78882
0.03370,-3639.82959
0.03390,-3638.86963
0.03410,-3637.90918
0.03430,-3636.94824
0.03450,-3635.98682
0.03470,-3635.02490
0.03490,-3634.06274
0.03510,-3633.09985
0.03530,-3632.13696
0.03550,-3631.17310
0.03570,-3630.20874
0.03590,-3629.24390
0.03610,-3628.27856
0.03630,-3627.31274
0.03650,-3626.34644
0.03670,-3625.37964
0.03690,-3624.41235
0.03710,-3623.44507
0.03730,-3622.47681
0.03750,-3621.50806
0.03770,-3620.53882
0.03790,-3619.56885
0.03810,-3618.59863
0.03830,-3617.62793
0.03850,-3616.65649
0.03870,-3615.68481
0.03890,-3614.71313
0.03910,-3613.73999
0.03930,-3612.76660
0.03950,-3611.79297
0.03970,-3610.81860
0.03990,-3609.84375
0.04010,-3608.86841
0.04030,-3607.89282
0.04050,-3606.91650
0.04070,-3605.94019
0.04090,-3604.96313
0.04110,-3603.98535
0.04130,-3603.00684
0.04150,-3602.02808
0.04170,-3601.04858
0.04190,-3600.06909
0.04210,-3599.08887
0.04230,-3598.10791
0.04250,-3597.12720
0.04270,-3596.14526
0.04290,-3595.16309
0.04310,-3594.18018
0.04330,-3593.19702
0.04350,-3592.21313
0.04370,-3591.22876
0.04390,-3590.24390
0.04410,-3589.25854
0.04430,-3588.27344
0.04450,-3587.28687
0.04470,-3586.30005
0.04490,-3585.31274
0.04510,-3584.32495
0.04530,-3583.33643
0.04550,-3582.34741
0.04570,-3581.35815
0.04590,-3580.36816
0.04610,-3579.37793
0.04630,-3578.38745
0.04650,-3577.39600
0.04670,-3576.40405
0.04690,-3575.41187
0.04710,-3574.41870
0.04730,-3573.42554
0.04750,-3572.43140
0.04770,-3571.43677
0.04790,-3570.44189
0.04810,-3569.44702
0.04830,-3568.45117
0.04850,-3567.45435
0.04870,-3566.45752
0.04890,-3565.45996
0.04910,-3564.46191
0.04930,-3563.46338
0.04950,-3562.46411
0.04971,-3561.46460
0.04990,-3560.46533
0.05010,-3559.46460
0.05031,-3558.46338
0.05051,-3557.46167
0.05071,-3556.45972
0.05091,-3555.45703
0.05111,-3554.45386
0.05131,-3553.45020
0.05151,-3552.44580
0.05171,-3551.44165
0.05191,-3550.43652
0.05211,-3549.43066
0.05231,-3548.42432
0.05251,-3547.41772
0.05271,-3546.41040
0.05291,-3545.40259
0.05311,-3544.39429
0.05331,-3543.38525
0.05351,-3542.37646
0.05371,-3541.36670
0.05391,-3540.35620
0.05411,-3539.34521
0.05431,-3538.33374
0.05451,-3537.32202
0.05471,-3536.30933
0.05491,-3535.29639
0.05511,-3534.28296
0.05531,-3533.26929
0.05551,-3532.25488
0.05571,-3531.23975
0.05591,-3530.22412
0.05611,-3529.20801
0.05631,-3528.19141
0.05651,-3527.17432
0.05671,-3526.15649
0.05691,-3525.13843
0.05711,-3524.12012
0.05731,-3523.10083
0.05751,-3522.08105
0.05771,-3521.06079
0.05791,-3520.04004
0.05811,-3519.01880
0.05831,-3517.99658
0.05851,-3516.97437
0.05871,-3515.95142
0.05891,-3514.92871
0.05911,-3513.90479
0.05931,-3512.88013
0.05951,-3511.85522
0.05971,-3510.82959
0.05991,-3509.80347
0.06011,-3508.77686
0.06031,-3507.74976
0.06051,-3506.72217
0.06071,-3505.69458
0.06091,-3504.66577
0.06111,-3503.63672
0.06131,-3502.60669
0.06151,-3501.57642
0.06171,-3500.54565
0.06191,-3499.51440
0.06211,-3498.48242
0.06231,-3497.44995
0.06251,-3496.41772
0.06271,-3495.38428
0.06291,-3494.35034
0.06311,-3493.31567
0.06331,-3492.28076
0.06351,-3491.24512
0.06371,-3490.20898
0.06391,-3489.17236
0.06411,-3488.13525
0.06431,-3487.09814
0.06451,-3486.05981
0.06471,-3485.02100
0.06491,-3483.98169
0.06511,-3482.94189
0.06531,-3481.90137
0.06551,-3480.86060
0.06571,-3479.81909
0.06591,-3478.77734
0.06611,-3477.73535
0.06631,-3476.69214
0.06651,-3475.64868
0.06671,-3474.60449
0.06691,-3473.55981
0.06711,-3472.51465
0.06731,-3471.46899
0.06751,-3470.42261
0.06771,-3469.37598
0.06791,-3468.32910
0.06811,-3467.28125
0.06831,-3466.23291
0.06851,-3465.18384
0.06871,-3464.13428
0.06891,-3463.08447
0.06911,-3462.03394
0.06931,-3460.98291
0.06951,-3459.93115
0.06971,-3458.87939
0.06991,-3457.82666
0.07011,-3456.77344
0.07031,-3455.71973
0.07051,-3454.66528
0.07071,-3453.61035
0.07091,-3452.55493
0.07111,-3451.49902
0.07131,-3450.44263
0.07151,-3449.38623
0.07171,-3448.32861
0.07191,-3447.27051
0.07211,-3446.21167
0.07231,-3445.15259
0.07251,-3444.09277
0.07271,-3443.03247
0.07291,-3441.97168
0.07311,-3440.91016
0.07331,-3439.84912
0.07351,-3438.78638
0.07371,-3437.72363
0.07391,-3436.65991
0.07411,-3435.59570
0.07431,-3434.53125
0.07451,-3433.46582
0.07471,-3432.40015
0.07491,-3431.33398
0.07511,-3430.26758
0.07531,-3429.20020
0.07551,-3428.13232
0.07571,-3427.06372
0.07591,-3425.99487
0.07611,-3424.92505
0.07631,-3423.85498
0.07651,-3422.78442
0.07671,-3421.71313
0.07691,-3420.64209
0.07711,-3419.56958
0.07731,-3418.49658
0.07751,-3417.42334
0.07771,-3416.34912
0.07791,-3415.27490
0.07811,-3414.19971
0.07831,-3413.12402
0.07851,-3412.04785
0.07871,-3410.97168
0.07891,-3409.89453
0.07911,-3408.81665
0.07931,-3407.73804
0.07951,-3406.65918
0.07971,-3405.57983
0.07991,-3404.49976
0.08011,-3403.41895
0.08031,-3402.33789
0.08051,-3401.25684
0.08071,-3400.17456
0.08091,-3399.09180
0.08111,-3398.00830
0.08131,-3396.92432
0.08151,-3395.83984
0.08171,-3394.75488
0.08191,-3393.66919
0.08211,-3392.58301
0.08231,-3391.49707
0.08251,-3390.40967
0.08271,-3389.32178
0.08291,-3388.23340
0.08311,-3387.14429
0.08331,-3386.05493
0.08351,-3384.96484
0.08371,-3383.87427
0.08391,-3382.78296
0.08411,-3381.69189
0.08431,-3380.59961
0.08451,-3379.50684
0.08471,-3378.41333
0.08491,-3377.31934
0.08511,-3376.22461
0.08531,-3375.12964
0.08551,-3374.03394
0.08571,-3372.93774
0.08591,-3371.84155
0.08611,-3370.74414
0.08631,-3369.64624
0.08651,-3368.54785
0.08671,-3367.44873
0.08691,-3366.34912
0.08711,-3365.24902
0.08731,-3364.14819
0.08751,-3363.04688
0.08771,-3361.94556
0.08791,-3360.84326
0.08811,-3359.74023
0.08831,-3358.63672
0.08851,-3357.53247
0.08871,-3356.42798
0.08891,-3355.32251
0.08911,-3354.21680
0.08931,-3353.11011
0.08951,-3352.00342
0.08971,-3350.89648
0.08991,-3349.78833
0.09011,-3348.67969
0.09031,-3347.57031
0.09051,-3346.46069
0.09071,-3345.35034
0.09091,-3344.23926
0.09111,-3343.12793
0.09131,-3342.01562
0.09151,-3340.90356
0.09171,-3339.79053
0.09191,-3338.67651
0.09211,-3337.56226
0.09231,-3336.44727
0.09251,-3335.33179
0.09271,-3334.21558
0.09291,-3333.09888
0.09311,-3331.98169
0.09331,-3330.86475
0.09351,-3329.74609
0.09371,-3328.62720
0.09391,-3327.50757
0.09411,-3326.38770
0.09431,-3325.26709
0.09451,-3324.14551
0.09471,-3323.02393
0.09491,-3321.90137
0.09511,-3320.77930
0.09531,-3319.65552
0.09551,-3318.53149
0.09571,-3317.40674
0.09591,-3316.28149
0.09611,-3315.15552
0.09631,-3314.02905
0.09651,-3312.90210
0.09671,-3311.77466
0.09691,-3310.64697
0.09711,-3309.51831
0.09731,-3308.38892
0.09751,-3307.25903
0.09771,-3306.12842
0.09791,-3304.99756
0.09811,-3303.86572
0.09831,-3302.73364
0.09851,-3301.60083
0.09871,-3300.46802
0.09891,-3299.33398
0.09911,-3298.19946
0.09931,-3297.06445
0.09951,-3295.92871
0.09971,-3294.79224
0.09991,-3293.65552
0.10011,-3292.51807
0.10031,-3291.37988
0.10051,-3290.24194
0.10071,-3289.10278
0.10091,-3287.96289
0.10111,-3286.82251
0.10131,-3285.68164
0.10151,-3284.54004
0.10171,-3283.39795
0.10191,-3282.25513
0.10211,-3281.11182
0.10231,-3279.96875
0.10251,-3278.82397
0.10271,-3277.67920
0.10291,-3276.53320
0.10311,-3275.38721
0.10331,-3274.24023
0.10351,-3273.09277
0.10371,-3271.94482
0.10391,-3270.79639
0.10411,-3269.64771
0.10431,-3268.49805
0.10451,-3267.34766
0.10471,-3266.19653
0.10491,-3265.04517
0.10511,-3263.89307
0.10531,-3262.73999
0.10551,-3261.58691
0.10571,-3260.43286
0.10591,-3259.27930
0.10611,-3258.12402
0.10631,-3256.96826
0.10651,-3255.81201
0.10671,-3254.65503
0.10691,-3253.49756
0.10711,-3252.33960
0.10731,-3251.18091
0.10751,-3250.02148
0.10771,-3248.86230
0.10791,-3247.70190
0.10811,-3246.54102
0.10831,-3245.37939
0.10851,-3244.21729
0.10871,-3243.05420
0.10891,-3241.89087
0.10911,-3240.72681
0.10931,-3239.56226
0.10951,-3238.39795
0.10971,-3237.23193
0.10991,-3236.06543
0.11011,-3234.89844
0.11031,-3233.73096
0.11051,-3232.56250
0.11071,-3231.39380
0.11091,-3230.22461
0.11111,-3229.05444
0.11131,-3227.88452
0.11151,-3226.71338
0.11171,-3225.54150
0.11191,-3224.36914
0.11211,-3223.19604
0.11231,-3222.02246
0.11251,-3220.84839
0.11271,-3219.67358
0.11291,-3218.49805
0.11311,-3217.32275
0.11331,-3216.14624
0.11351,-3214.96875
0.11371,-3213.79102
0.11391,-3212.61279
0.11411,-3211.43359
0.11431,-3210.25391
0.11451,-3209.07373
0.11471,-3207.89282
0.11491,-3206.71216
0.11511,-3205.53003
0.11531,-3204.34717
0.11551,-3203.16406
0.11571,-3201.98022
0.11591,-3200.79565
0.11611,-3199.61060
0.11631,-3198.42480
0.11651,-3197.23853
0.11671,-3196.05249
0.11691,-3194.86475
0.11711,-3193.67676
0.11731,-3192.48804
0.11751,-3191.29858
0.11771,-3190.10864
0.11791,-3188.91797
0.11811,-3187.72681
0.11831,-3186.53516
0.11851,-3185.34326
0.11871,-3184.15039
0.11891,-3182.95654
0.11911,-3181.76221
0.11931,-3180.56763
0.11951,-3179.37207
0.11971,-3178.17603
0.11991,-3176.97925
0.12011,-3175.78198
0.12031,-3174.58472
0.12051,-3173.38623
0.12071,-3172.18701
0.12091,-3170.98730
0.12111,-3169.78687
0.12131,-3168.58594
0.12151,-3167.38428
0.12171,-3166.18213
0.12191,-3164.97925
0.12211,-3163.77637
0.12231,-3162.57227
0.12251,-3161.36768
0.12271,-3160.16235
0.12291,-3158.95630
0.12311,-3157.74976
0.12331,-3156.54272
0.12351,-3155.33472
0.12371,-3154.12646
0.12391,-3152.91821
0.12411,-3151.70850
0.12431,-3150.49805
0.12451,-3149.28735
0.12471,-3148.07568
0.12491,-3146.86353
0.12511,-3145.65088
0.12531,-3144.43750
0.12551,-3143.22339
0.12571,-3142.00952
0.12591,-3140.79443
0.12611,-3139.57837
0.12631,-3138.36182
0.12651,-3137.14478
0.12671,-3135.92725
0.12691,-3134.70874
0.12711,-3133.48975
0.12731,-3132.27002
0.12751,-3131.05054
0.12771,-3129.82959
0.12791,-3128.60815
0.12811,-3127.38599
0.12831,-3126.16333
0.12851,-3124.93994
0.12871,-3123.71582
0.12891,-3122.49121
0.12911,-3121.26611
0.12931,-3120.04102
0.12951,-3118.81421
0.12971,-3117.58716
0.12991,-3116.35938
0.13011,-3115.13086
0.13031,-3113.90210
0.13051,-3112.67236
0.13071,-3111.44189
0.13091,-3110.21094
0.13111,-3108.98022
0.13131,-3107.74805
0.13151,-3106.51514
0.13171,-3105.28174
0.13191,-3104.04736
0.13211,-3102.81299
0.13231,-3101.57764
0.13251,-3100.34155
0.13271,-3099.10498
0.13291,-3097.86841
0.13311,-3096.63062
0.13331,-3095.39209
0.13351,-3094.15283
0.13371,-3092.91309
0.13391,-3091.67261
0.13411,-3090.43164
0.13431,-3089.18994
0.13451,-3087.94751
0.13471,-3086.70459
0.13491,-3085.46167
0.13511,-3084.21729
0.13531,-3082.97266
0.13551,-3081.72681
0.13571,-3080.48071
0.13591,-3079.23389
0.13611,-3077.98633
0.13631,-3076.73828
0.13651,-3075.48975
0.13671,-3074.24097
0.13691,-3072.99097
0.13711,-3071.74023
0.13731,-3070.48901
0.13751,-3069.23706
0.13771,-3067.98462
0.13791,-3066.73145
0.13811,-3065.47754
0.13831,-3064.22314
0.13851,-3062.96851
0.13871,-3061.71265
0.13891,-3060.45630
0.13911,-3059.19922
0.13931,-3057.94141
0.13951,-3056.68311
0.13971,-3055.42432
0.13991,-3054.16455
0.14011,-3052.90430
0.14031,-3051.64404
0.14051,-3050.38232
0.14071,-3049.12012
0.14091,-3047.85718
0.14111,-3046.59375
0.14131,-3045.32935
0.14151,-3044.06470
0.14171,-3042.79932
0.14191,-3041.53296
0.14211,-3040.26685
0.14231,-3038.99951
0.14251,-3037.73145
0.14271,-3036.46265
0.14291,-3035.19336
0.14311,-3033.92310
0.14331,-3032.65234
0.14351,-3031.38135
0.14371,-3030.10913
0.14391,-3028.83740
0.14411,-3027.56396
0.14431,-3026.29004
0.14451,-3025.01538
0.14471,-3023.74023
0.14491,-3022.46436
0.14511,-3021.18774
0.14531,-3019.91040
0.14551,-3018.63257
0.14571,-3017.35474
0.14591,-3016.07568
0.14611,-3014.79590
0.14631,-3013.51514
0.14651,-3012.23413
0.14671,-3010.95239
0.14691,-3009.66968
0.14711,-3008.38647
0.14731,-3007.10278
0.14751,-3005.81934
0.14771,-3004.53418
0.14791,-3003.24829
0.14811,-3001.96191
0.14831,-3000.67480
0.14851,-2999.38721
0.14871,-2998.09863
0.14891,-2996.80957
0.14911,-2995.52002
0.14931,-2994.23022
0.14951,-2992.93921
0.14971,-2991.64746
0.14991,-2990.35498
0.15012,-2989.06201
0.15032,-2987.76807
0.15052,-2986.47412
0.15072,-2985.17896
0.15092,-2983.88330
0.15112,-2982.58765
0.15132,-2981.29053
0.15152,-2979.99292
0.15172,-2978.69458
0.15192,-2977.39551
0.15212,-2976.09595
0.15232,-2974.79565
0.15252,-2973.49463
0.15272,-2972.19287
0.15292,-2970.89111
0.15312,-2969.58813
0.15332,-2968.28442
0.15352,-2966.97998
0.15372,-2965.67529
0.15392,-2964.36938
0.15412,-2963.06299
0.15432,-2961.75586
0.15452,-2960.44824
0.15472,-2959.14062
0.15492,-2957.83179
0.15512,-2956.52197
0.15532,-2955.21167
0.15552,-2953.90039
0.15572,-2952.58887
0.15592,-2951.27637
0.15612,-2949.96338
0.15632,-2948.64941
0.15652,-2947.33569
0.15672,-2946.02075
0.15692,-2944.70508
0.15712,-2943.38843
0.15732,-2942.07129
0.15752,-2940.75366
0.15772,-2939.43506
0.15792,-2938.11597
0.15812,-2936.79614
0.15832,-2935.47656
0.15852,-2934.15527
0.15872,-2932.83325
0.15892,-2931.51074
0.15912,-2930.18750
0.15932,-2928.86377
0.15952,-2927.53906
0.15972,-2926.21387
0.15992,-2924.88794
0.16012,-2923.56201
0.16032,-2922.23486
0.16052,-2920.90674
0.16072,-2919.57812
0.16092,-2918.24854
0.16112,-2916.91870
0.16132,-2915.58789
0.16152,-2914.25659
0.16172,-2912.92432
0.16192,-2911.59277
0.16212,-2910.25903
0.16232,-2908.92529
0.16252,-2907.59009
0.16272,-2906.25488
0.16292,-2904.91846
0.16312,-2903.58179
0.16332,-2902.24414
0.16352,-2900.90601
0.16372,-2899.56787
0.16392,-2898.22803
0.16412,-2896.88794
0.16432,-2895.54688
0.16452,-2894.20532
0.16472,-2892.86304
0.16492,-2891.52002
0.16512,-2890.17603
0.16532,-2888.83154
0.16552,-2887.48730
0.16572,-2886.14160
0.16592,-2884.79517
0.16612,-2883.44775
0.16632,-2882.10010
0.16652,-2880.75146
0.16672,-2879.40234
0.16692,-2878.05225
0.16712,-2876.70166
0.16732,-2875.35107
0.16752,-2873.99902
0.16772,-2872.64624
0.16792,-2871.29297
0.16812,-2869.93872
0.16832,-2868.58398
0.16852,-2867.22852
0.16872,-2865.87231
0.16892,-2864.51562
0.16912,-2863.15869
0.16932,-2861.80029
0.16952,-2860.44141
0.16972,-2859.08154
0.16992,-2857.72119
0.17012,-2856.36011
0.17032,-2854.99854
0.17052,-2853.63574
0.17072,-2852.27271
0.17092,-2850.90967
0.17112,-2849.54541
0.17132,-2848.17969
0.17152,-2846.81396
0.17172,-2845.44727
0.17192,-2844.07983
0.17212,-2842.71191
0.17232,-2841.34302
0.17252,-2839.97363
0.17272,-2838.60400
0.17292,-2837.23340
0.17312,-2835.86182
0.17332,-2834.48950
0.17352,-2833.11670
0.17372,-2831.74268
0.17392,-2830.36816
0.17412,-2828.99316
0.17432,-2827.61768
0.17452,-2826.24170
0.17472,-2824.86475
0.17492,-2823.48682
0.17512,-2822.10791
0.17532,-2820.72900
0.17552,-2819.34863
0.17572,-2817.96802
0.17592,-2816.58643
0.17612,-2815.20410
0.17632,-2813.82227
0.17652,-2812.43848
0.17672,-2811.05444
0.17692,-2809.66919
0.17712,-2808.28369
0.17732,-2806.89722
0.17752,-2805.51001
0.17772,-2804.12207
0.17792,-2802.73364
0.17812,-2801.34424
0.17832,-2799.95508
0.17852,-2798.56445
0.17872,-2797.17310
0.17892,-2795.78101
0.17912,-2794.38818
0.17932,-2792.99463
0.17952,-2791.60010
0.17972,-2790.20532
0.17992,-2788.80957
0.18012,-2787.41406
0.18032,-2786.01685
0.18052,-2784.61914
0.18072,-2783.22046
0.18092,-2781.82129
0.18112,-2780.42114
0.18132,-2779.02051
0.18152,-2777.61914
0.18172,-2776.21680
0.18192,-2774.81494
0.18212,-2773.41113
0.18232,-2772.00684
0.18252,-2770.60205
0.18272,-2769.19629
0.18292,-2767.78955
0.18312,-2766.38232
0.18332,-2764.97461
0.18352,-2763.56592
0.18372,-2762.15747
0.18392,-2760.74731
